seed,mean_delay_alpha,std_delay_alpha,mean_angle_alpha,std_angle_alpha,mean_nmse_gain_db,mean_delay_rmse_reduction_bins,mean_angle_rmse_reduction_bins,mean_angle_rmse_reduction_deg,mean_local_delay_rmse_reduction_bins,mean_local_angle_rmse_reduction_bins,train_loss_reduction
20260620.0,0.8730195397786118,0.367118351353395,0.4659175674035314,0.3842963420741592,5.447911075362018,0.06030275127813942,0.006005134994038891,-3.1460057567833553,0.18807507421795736,-0.014410924038472718,1.6073086850904872
