seed,alpha,mean_test_gain_vs_grid_db,min_test_gain_vs_grid_db,mean_train_improvement_db
20260624.0,0.6422042682600452,5.998648066295872,5.767204309161387,0.9633709939063717
20260625.0,0.6420764241909801,5.983943876969531,5.386348782073301,1.3940941242055036
20260626.0,0.641611329350258,5.811260548399484,5.440934862556173,1.0998339777196442
20260627.0,0.6418668523715144,5.813187616988157,5.4860914220883865,1.210006618396207
20260628.0,0.6417274922181747,5.871098247476042,5.755000574238834,1.2679778521609464
