snr_db,l_value,n_users,n_tx,mean_grid_channel_nmse_db,mean_source_alpha_channel_nmse_db,mean_source_alpha_gain_vs_grid_db,mean_bounded_refine_channel_nmse_db,mean_bounded_gain_vs_grid_db,mean_oracle_alpha_channel_nmse_db,mean_oracle_alpha_gain_vs_grid_db,mean_source_alpha_gap_vs_oracle_db,mean_oracle_alpha,mean_support_recall,mean_dominant_energy_recall,mean_delay_bin_rmse,mean_tx_bin_rmse
0.0,4.0,100.0,8.0,-2.5106001593572116,-3.4647243703829433,0.9541242110257321,-3.5791043895756434,1.0685042302184318,-3.7097598478179648,1.199159688460753,0.24503547743502074,0.86,0.865,0.4326486238461788,0.22105379736093972,0.4069537331491645
0.0,8.0,100.0,8.0,-4.324615643644075,-5.42639289546748,1.101777251823405,-5.470721922679913,1.1461062790358398,-5.683768508486797,1.359152864842724,0.2573756130193192,0.768,0.87,0.6251474642015772,0.4327516192521358,0.47583081116158665
0.0,16.0,100.0,8.0,-6.050786535106482,-7.281635895982356,1.2308493608758744,-7.151886395571208,1.1010998604647249,-7.470764832780495,1.4199782976740127,0.18912893679813847,0.71,0.835,0.7837124213947356,2.118143930946235,0.5426773095850242
10.0,4.0,100.0,8.0,-2.624740879125675,-3.7503050789427745,1.1255641998170989,-3.864527935028525,1.2397870559028503,-3.9873741536480374,1.3626332745223622,0.23706907470526326,0.8819999999999999,0.9475,0.44016302350440356,0.05866025403784438,0.18445268865942524
10.0,8.0,100.0,8.0,-4.639228009869997,-5.850480843157924,1.211252833287928,-5.927164209274371,1.2879361994043734,-6.0899859611975895,1.4507579513275928,0.23950511803966504,0.816,0.95125,0.6351084083276217,0.11103315362988467,0.21387489758677092
10.0,16.0,100.0,8.0,-7.420319241793382,-9.284518382972259,1.8641991411788772,-9.117880815184908,1.6975615733915246,-9.496316256213674,2.075997014420294,0.21179787324141713,0.748,0.943125,0.8057008044089179,0.27785522102979554,0.2800618836789424
20.0,4.0,100.0,8.0,-2.6374287794008637,-3.800225855796695,1.1627970763958317,-3.9572088407164285,1.3197800613155644,-4.069364305774565,1.4319355263737021,0.2691384499778706,0.8859999999999999,0.9825,0.4410231103644952,0.03707106781186548,0.07842778860141485
20.0,8.0,100.0,8.0,-4.673033276745625,-5.908580227371919,1.2355469506262942,-6.014246895940236,1.3412136191946111,-6.1936090162000585,1.5205757394544335,0.28502878882813937,0.7859999999999999,0.985,0.6362623416083273,0.04621320343559643,0.07400435807501778
20.0,16.0,100.0,8.0,-7.5401915637370225,-9.458896570838117,1.9187050071010958,-9.297517195436026,1.7573256316990054,-9.65863613406751,2.118444570330488,0.19973956322939226,0.7339999999999998,0.983125,0.8076042354834689,0.10534380560286047,0.10076472845115234
30.0,4.0,100.0,8.0,-2.638409154732788,-3.822305337708168,1.1838961829753787,-3.9719818339607156,1.3335726792279268,-4.081824151710948,1.4434149969781598,0.2595188140027813,0.872,0.9925,0.4410691865558523,0.005,0.025
30.0,8.0,100.0,8.0,-4.676138345822924,-5.934652965181344,1.25851461935842,-5.996590759827327,1.3204524140044043,-6.188674947812708,1.512536601989784,0.25402198263136316,0.768,0.99375,0.6363599930351141,0.01414213562373095,0.02733692779255437
30.0,16.0,100.0,8.0,-7.551915098468839,-9.455495466456204,1.9035803679873633,-9.294707251919567,1.742792153450726,-9.656616566721738,2.1047014682528955,0.20112110026553323,0.718,0.9925,0.8077372471316226,0.05024942820664016,0.04170723856796883
