seed,snr_db,n_targets,sample_index,method,measurement_nmse_db,per_component_half_bin_hit,gate_pass,ls_skipped,projection_delta,minimum_zeta,clipping_rate,fft_support_ms,local_update_ms,grid_path_ms,candan_ls_ms,gate_decision_ms,wall_clock_ms
20260630,0.0,2,19,axiswise_candan_joint_ls,-41.0542711494654,1.0,1,0,nan,0.8640508904711397,0.0,1.9418,1.842,0.0,3.8975,0.0,7.6446000000000005
20260630,0.0,2,19,legacy_explicit_residual_gate,-41.0542711494654,1.0,1,0,nan,0.8640508904711397,0.0,2.1755,1.8964,4.236,3.9999,0.7916,13.250200000000001
20260630,0.0,2,19,projection_energy_gate,-41.0542711494654,1.0,1,0,0.07264132446517413,0.8640508904711397,0.0,1.9312,1.831,0.0,3.6285,0.0905,7.3993
20260630,0.0,4,0,axiswise_candan_joint_ls,-12.395544250979825,0.75,1,0,nan,0.8137799405482904,0.08333333333333333,1.8246,1.8876,0.0,7.1429,0.0,10.7954
20260630,0.0,4,0,legacy_explicit_residual_gate,-12.395544250979825,0.75,1,0,nan,0.8137799405482904,0.08333333333333333,1.9198,1.768,6.9428,6.8231,0.6169,18.1217
20260630,0.0,4,0,projection_energy_gate,-12.395544250979825,0.75,1,0,0.15080632207953634,0.8137799405482904,0.08333333333333333,1.8912,1.8749,0.0,6.9932,0.1355,10.7334
20260630,0.0,4,0,stage1_projection_energy_gate,-12.395544250979825,0.75,1,0,0.15080632207953634,0.8137799405482904,0.08333333333333333,1.8101,1.81,0.0,6.8809,0.1313,10.6918
20260630,0.0,4,1,legacy_explicit_residual_gate,-12.336811356950097,0.5,1,0,nan,0.8267406854529453,0.16666666666666666,2.0058,1.8528,7.1187,7.2795,0.6134,18.870199999999997
20260630,0.0,4,1,projection_energy_gate,-12.336811356950097,0.5,1,0,0.10729331367777421,0.8267406854529453,0.16666666666666666,1.9104,1.8245,0.0,7.2103,0.1512,11.007
20260630,0.0,4,1,stage1_projection_energy_gate,-12.336811356950097,0.5,1,0,0.10729331367777421,0.8267406854529453,0.16666666666666666,1.8151,1.856,0.0,7.078,0.1523,10.9014
20260630,0.0,4,1,axiswise_candan_joint_ls,-12.336811356950097,0.5,1,0,nan,0.8267406854529453,0.16666666666666666,1.907,1.8534,0.0,7.0733,0.0,10.8337
20260630,0.0,4,2,projection_energy_gate,-14.992000949162588,0.75,1,0,0.1420518529288382,0.8318996228784191,0.08333333333333333,1.8907,1.9028,0.0,7.184,0.1301,11.173
20260630,0.0,4,2,stage1_projection_energy_gate,-14.992000949162588,0.75,1,0,0.1420518529288382,0.8318996228784191,0.08333333333333333,1.906,1.9604,0.0,7.1019,0.1375,11.1687
20260630,0.0,4,2,axiswise_candan_joint_ls,-14.992000949162588,0.75,1,0,nan,0.8318996228784191,0.08333333333333333,1.8775,1.8519,0.0,7.0779,0.0,11.0099
20260630,0.0,4,2,legacy_explicit_residual_gate,-14.992000949162588,0.75,1,0,nan,0.8318996228784191,0.08333333333333333,1.9407,1.8498,6.9983,6.8418,0.6477,18.343200000000003
20260630,0.0,4,3,stage1_projection_energy_gate,-35.71630981011636,1.0,1,0,0.1245988093703987,0.8116363201035425,0.0,1.8388,1.8795,0.0,6.9914,0.1481,10.827599999999999
20260630,0.0,4,3,axiswise_candan_joint_ls,-35.71630981011636,1.0,1,0,nan,0.8116363201035425,0.0,1.9149,1.9498,0.0,7.2271,0.0,11.0655
20260630,0.0,4,3,legacy_explicit_residual_gate,-35.71630981011636,1.0,1,0,nan,0.8116363201035425,0.0,1.9317,1.8839,7.1941,7.0952,0.6581,18.7968
20260630,0.0,4,3,projection_energy_gate,-35.71630981011636,1.0,1,0,0.1245988093703987,0.8116363201035425,0.0,2.0863,1.9678,0.0,7.0938,0.1432,11.287600000000001
20260630,0.0,4,4,axiswise_candan_joint_ls,-12.601727059338897,0.75,1,0,nan,0.8134746148574393,0.08333333333333333,2.0166,2.0133,0.0,7.3743,0.0,11.3192
20260630,0.0,4,4,legacy_explicit_residual_gate,-12.601727059338897,0.75,1,0,nan,0.8134746148574393,0.08333333333333333,1.9565,1.8261,6.9998,7.2464,0.6365,18.604300000000002
20260630,0.0,4,4,projection_energy_gate,-12.601727059338897,0.75,1,0,0.15417595724453897,0.8134746148574393,0.08333333333333333,1.87,1.7627,0.0,7.1223,0.113,10.8585
20260630,0.0,4,4,stage1_projection_energy_gate,-12.601727059338897,0.75,1,0,0.15417595724453897,0.8134746148574393,0.08333333333333333,1.8315,1.865,0.0,7.1366,0.1439,10.9741
20260630,0.0,4,5,legacy_explicit_residual_gate,-34.53933989193445,1.0,1,0,nan,0.8054740768182177,0.0,1.9905,1.8969,7.0846,6.9435,0.6468,18.5198
20260630,0.0,4,5,projection_energy_gate,-34.53933989193445,1.0,1,0,0.17670503608554744,0.8054740768182177,0.0,1.8625,1.8662,0.0,7.1703,0.1385,11.0639
20260630,0.0,4,5,stage1_projection_energy_gate,-34.53933989193445,1.0,1,0,0.17670503608554744,0.8054740768182177,0.0,1.882,1.8429,0.0,7.1183,0.1313,10.8875
20260630,0.0,4,5,axiswise_candan_joint_ls,-34.53933989193445,1.0,1,0,nan,0.8054740768182177,0.0,1.9781,1.8635,0.0,7.424,0.0,11.309000000000001
20260630,0.0,4,6,projection_energy_gate,-36.06463727969906,1.0,1,0,0.14732280597219444,0.8213265133813833,0.0,1.9557,1.8784,0.0,7.3713,0.1704,11.396600000000001
20260630,0.0,4,6,stage1_projection_energy_gate,-36.06463727969906,1.0,1,0,0.14732280597219444,0.8213265133813833,0.0,2.0054,1.9246,0.0,7.4414,0.1642,11.5769
20260630,0.0,4,6,axiswise_candan_joint_ls,-36.06463727969906,1.0,1,0,nan,0.8213265133813833,0.0,1.9766,1.8788,0.0,7.4066,0.0,11.1648
20260630,0.0,4,6,legacy_explicit_residual_gate,-36.06463727969906,1.0,1,0,nan,0.8213265133813833,0.0,1.9535,1.8058,7.0427,6.885,0.665,18.4596
20260630,0.0,4,7,stage1_projection_energy_gate,-13.163336344854761,0.25,1,0,0.11958842731977579,0.8171921281379948,0.08333333333333333,1.9531,1.8764,0.0,7.147,0.1673,11.0795
20260630,0.0,4,7,axiswise_candan_joint_ls,-13.163336344854761,0.25,1,0,nan,0.8171921281379948,0.08333333333333333,1.8239,1.8017,0.0,6.8399,0.0,10.4648
20260630,0.0,4,7,legacy_explicit_residual_gate,-13.163336344854761,0.25,1,0,nan,0.8171921281379948,0.08333333333333333,1.9261,1.8323,7.1674,7.0975,0.6861,18.7424
20260630,0.0,4,7,projection_energy_gate,-13.163336344854761,0.25,1,0,0.11958842731977579,0.8171921281379948,0.08333333333333333,1.8625,1.8586,0.0,7.3363,0.1676,11.4938
20260630,0.0,4,8,axiswise_candan_joint_ls,-37.14477367877821,1.0,1,0,nan,0.8242770759047682,0.0,1.9612,2.0004,0.0,7.0435,0.0,11.0881
20260630,0.0,4,8,legacy_explicit_residual_gate,-37.14477367877821,1.0,1,0,nan,0.8242770759047682,0.0,1.9704,1.8502,7.3982,7.3614,0.7121,19.5162
20260630,0.0,4,8,projection_energy_gate,-37.14477367877821,1.0,1,0,0.10942896545212902,0.8242770759047682,0.0,1.973,1.909,0.0,7.3301,0.1806,11.574800000000002
20260630,0.0,4,8,stage1_projection_energy_gate,-37.14477367877821,1.0,1,0,0.10942896545212902,0.8242770759047682,0.0,1.8968,1.8283,0.0,7.104,0.1177,10.9436
20260630,0.0,4,9,legacy_explicit_residual_gate,-40.23350234367925,1.0,1,0,nan,0.8256920207925327,0.0,1.9626,1.8992,7.1993,6.9622,0.6503,18.5519
20260630,0.0,4,9,projection_energy_gate,-40.23350234367925,1.0,1,0,0.12060234229943864,0.8256920207925327,0.0,1.9157,1.7543,0.0,6.9904,0.1707,10.8311
20260630,0.0,4,9,stage1_projection_energy_gate,-40.23350234367925,1.0,1,0,0.12060234229943864,0.8256920207925327,0.0,1.9118,2.0241,0.0,7.5031,0.1757,11.6802
20260630,0.0,4,9,axiswise_candan_joint_ls,-40.23350234367925,1.0,1,0,nan,0.8256920207925327,0.0,1.9541,2.0235,0.0,7.8376,0.0,11.4255
20260630,0.0,4,10,projection_energy_gate,-11.465823851944139,0.75,1,0,0.09481774106737195,0.8350023372138722,0.08333333333333333,1.8177,1.8978,0.0,7.1516,0.1558,11.073799999999999
20260630,0.0,4,10,stage1_projection_energy_gate,-11.465823851944139,0.75,1,0,0.09481774106737195,0.8350023372138722,0.08333333333333333,1.8718,1.8696,0.0,7.0758,0.1522,11.0823
20260630,0.0,4,10,axiswise_candan_joint_ls,-11.465823851944139,0.75,1,0,nan,0.8350023372138722,0.08333333333333333,1.8559,1.8358,0.0,7.2238,0.0,10.8654
20260630,0.0,4,10,legacy_explicit_residual_gate,-11.465823851944139,0.75,1,0,nan,0.8350023372138722,0.08333333333333333,1.9375,1.8943,7.1711,6.9936,0.6478,18.715500000000002
20260630,0.0,4,11,stage1_projection_energy_gate,-34.8907366249238,1.0,1,0,0.1401382677386125,0.8189695685992436,0.0,1.9641,1.8454,0.0,7.1167,0.1454,11.0716
