split,seed,snr_db,n_targets,sample_index,search_radius,measurement_nmse_db,gain_vs_grid_db,per_component_half_bin_hit,harmful_update,candidate_axis_correctness,boundary_saturation_rate,minimum_candidate_margin
validation,20260808,0.0,4,17,0.45,-8.040612138958997,3.3789951318999494,0.25,0.0,0.3333333333333333,0.3333333333333333,0.040802441894889754
validation,20260808,0.0,4,17,0.5,-8.04490637745006,3.3832893703910125,0.25,0.0,0.25,0.16666666666666666,0.014858148767394821
validation,20260808,0.0,4,17,0.55,-8.049290046954944,3.3876730398958967,0.25,0.0,0.25,0.25,0.022785100474123653
validation,20260808,0.0,4,18,0.25,-9.906586339459428,7.070736736039209,0.5,0.0,0.75,0.5833333333333334,0.02561007886874219
validation,20260808,0.0,4,18,0.35,-12.025782689918998,9.18993308649878,0.5,0.0,0.75,0.5833333333333334,0.013522452887617612
validation,20260808,0.0,4,18,0.45,-11.91628742362348,9.080437820203262,0.5,0.0,0.6666666666666666,0.3333333333333333,0.00498275690770958
validation,20260808,0.0,4,18,0.5,-10.138961475562633,7.303111872142414,0.5,0.0,0.6666666666666666,0.3333333333333333,0.014634557091860352
validation,20260808,0.0,4,18,0.55,-9.884476506117668,7.048626902697449,0.5,0.0,0.5833333333333334,0.16666666666666666,0.004419218737296222
validation,20260808,0.0,4,19,0.25,-10.096743218798895,6.525691306240882,0.75,0.0,0.8333333333333334,0.5833333333333334,0.002707298893708903
validation,20260808,0.0,4,19,0.35,-11.167483479967162,7.596431567409148,0.75,0.0,0.75,0.4166666666666667,0.009863894416079978
validation,20260808,0.0,4,19,0.45,-11.264755605127483,7.6937036925694695,0.75,0.0,0.75,0.4166666666666667,0.00915580679756869
validation,20260808,0.0,4,19,0.5,-10.634813003123815,7.0637610905658015,0.75,0.0,0.75,0.16666666666666666,0.011486087507085754
validation,20260808,0.0,4,19,0.55,-10.440979779051426,6.869927866493413,0.75,0.0,0.75,0.16666666666666666,0.02400814260572516
validation,20260808,0.0,8,0,0.25,-10.906132061907677,6.316776824244756,0.625,0.0,0.625,0.5416666666666666,0.0025530250331035078
validation,20260808,0.0,8,0,0.35,-10.700661249957149,6.111306012294228,0.625,0.0,0.5833333333333334,0.375,0.0015240146537707795
