split,seed,snr_db,n_targets,sample_index,search_radius,measurement_nmse_db,gain_vs_grid_db,per_component_half_bin_hit,harmful_update,candidate_axis_correctness,boundary_saturation_rate,minimum_candidate_margin
validation,20260809,10.0,2,16,0.5,-10.66370220471975,8.256908921340314,1.0,0.0,1.0,0.16666666666666666,0.027888893801640523
validation,20260809,10.0,2,16,0.55,-9.730755381304103,7.323962097924667,1.0,0.0,1.0,0.0,0.025220302227199322
validation,20260809,10.0,2,17,0.25,-9.362353962857723,6.080482313889603,0.5,0.0,0.6666666666666666,0.6666666666666666,0.03896262444322105
validation,20260809,10.0,2,17,0.35,-9.02930345038158,5.74743180141346,0.5,0.0,0.6666666666666666,0.6666666666666666,0.01826171975989807
validation,20260809,10.0,2,17,0.45,-8.667688778354242,5.385817129386122,0.5,0.0,0.5,0.3333333333333333,0.03878672368131474
validation,20260809,10.0,2,17,0.5,-7.985887681267302,4.704016032299182,0.5,0.0,0.5,0.3333333333333333,0.02306220281540898
validation,20260809,10.0,2,17,0.55,-7.980006761529584,4.698135112561464,0.5,0.0,0.5,0.3333333333333333,0.002697612936855816
validation,20260809,10.0,2,18,0.25,-6.214753767951928,1.866928916170174,0.5,0.0,0.5,0.3333333333333333,0.0224493821539166
validation,20260809,10.0,2,18,0.35,-6.003097764225402,1.6552729124436487,0.5,0.0,0.5,0.3333333333333333,0.0029011310875388637
validation,20260809,10.0,2,18,0.45,-5.95576298901928,1.607938137237526,0.5,0.0,0.5,0.3333333333333333,0.026787517564546854
validation,20260809,10.0,2,18,0.5,-5.958579770515232,1.6107549187334786,0.5,0.0,0.6666666666666666,0.16666666666666666,0.031345382454300665
validation,20260809,10.0,2,18,0.55,-5.963444161800071,1.6156193100183174,0.5,0.0,0.6666666666666666,0.16666666666666666,0.08354734214292782
validation,20260809,10.0,2,19,0.25,-6.3482679173628656,5.0543607806267214,1.0,0.0,1.0,0.6666666666666666,0.013548883500917604
validation,20260809,10.0,2,19,0.35,-10.848132248839331,9.554225112103188,1.0,0.0,1.0,0.6666666666666666,0.02610771867273742
validation,20260809,10.0,2,19,0.45,-18.833829561355973,17.539922424619828,1.0,0.0,1.0,0.5,0.07528981929845219
validation,20260809,10.0,2,19,0.5,-18.63260161660341,17.338694479867264,1.0,0.0,1.0,0.5,0.09111259729003442
validation,20260809,10.0,2,19,0.55,-13.49846622056797,12.204559083831827,1.0,0.0,1.0,0.5,0.03567261972715714
validation,20260809,10.0,4,0,0.25,-14.554043807052908,8.220869693639774,0.5,0.0,0.5833333333333334,0.3333333333333333,0.008135885151291716
validation,20260809,10.0,4,0,0.35,-14.765519330977014,8.432345217563881,0.5,0.0,0.5833333333333334,0.25,0.01709610909584505
validation,20260809,10.0,4,0,0.45,-13.67315612424294,7.339982010829806,0.5,0.0,0.5833333333333334,0.25,0.009662540688955657
validation,20260809,10.0,4,0,0.5,-12.417875468631486,6.084701355218352,0.5,0.0,0.5,0.16666666666666666,0.017505596428543258
validation,20260809,10.0,4,0,0.55,-12.682582698204307,6.349408584791173,0.5,0.0,0.5,0.08333333333333333,0.003426611409347722
validation,20260809,10.0,4,1,0.25,-8.99657040818465,3.5604559359090535,0.5,0.0,0.6666666666666666,0.5,0.010942650928238056
validation,20260809,10.0,4,1,0.35,-8.560359738620818,3.1242452663452207,0.5,0.0,0.5833333333333334,0.25,0.00830858951133867
validation,20260809,10.0,4,1,0.45,-8.116791925342907,2.68067745306731,0.5,0.0,0.5,0.16666666666666666,0.0014221843080949063
validation,20260809,10.0,4,1,0.5,-8.056581683510556,2.620467211234959,0.5,0.0,0.5,0.16666666666666666,0.02215741800690288
validation,20260809,10.0,4,1,0.55,-7.948861663670547,2.5127471913949497,0.5,0.0,0.5,0.16666666666666666,0.04655321974367491
validation,20260809,10.0,4,2,0.25,-7.002904997829786,4.910979696998639,0.75,0.0,0.75,0.8333333333333334,0.013093323268224093
validation,20260809,10.0,4,2,0.35,-7.545523676658753,5.453598375827606,0.75,0.0,0.75,0.5833333333333334,0.010174176970723361
validation,20260809,10.0,4,2,0.45,-7.199014945111127,5.10708964427998,0.75,0.0,0.75,0.4166666666666667,0.008739841288218154
validation,20260809,10.0,4,2,0.5,-7.07215053560435,4.980225234773203,0.75,0.0,0.75,0.25,0.025754933658537444
validation,20260809,10.0,4,2,0.55,-7.099896039352157,5.00797073852101,0.75,0.0,0.75,0.16666666666666666,0.021450881478166508
validation,20260809,10.0,4,3,0.25,-9.492422334842267,6.980059924503577,0.75,0.0,0.8333333333333334,0.8333333333333334,0.016664379909142057
validation,20260809,10.0,4,3,0.35,-10.833814649480471,8.321452239141781,0.75,0.0,0.75,0.5833333333333334,0.007750394851071576
validation,20260809,10.0,4,3,0.45,-10.376953949749055,7.864591539410364,0.75,0.0,0.75,0.25,0.0019302489457456776
validation,20260809,10.0,4,3,0.5,-10.379214283775928,7.866851873437238,0.75,0.0,0.75,0.25,0.030758240374677333
validation,20260809,10.0,4,3,0.55,-10.663816008707286,8.151453598368596,0.75,0.0,0.75,0.25,0.022312093052280258
validation,20260809,10.0,4,4,0.25,-12.784595552009517,6.981976609038464,0.5,0.0,0.4166666666666667,0.5833333333333334,0.00022090327357956747
validation,20260809,10.0,4,4,0.35,-14.024184881015284,8.22156593804423,0.5,0.0,0.5,0.25,0.01325385230623304
validation,20260809,10.0,4,4,0.45,-13.639194820762155,7.836575877791102,0.5,0.0,0.5,0.16666666666666666,0.02670341692036395
validation,20260809,10.0,4,4,0.5,-12.784984591393725,6.982365648422672,0.5,0.0,0.5,0.16666666666666666,0.08846555388914214
validation,20260809,10.0,4,4,0.55,-11.736595205628642,5.933976262657589,0.5,0.0,0.5,0.16666666666666666,0.08630684241501699
validation,20260809,10.0,4,5,0.25,-10.413860208847264,7.668480959344256,1.0,0.0,1.0,0.5833333333333334,0.0032250776996296296
validation,20260809,10.0,4,5,0.35,-14.306822805037127,11.561443555534119,1.0,0.0,0.9166666666666666,0.5833333333333334,0.0029784618256367685
validation,20260809,10.0,4,5,0.45,-14.299739528251953,11.554360278748945,1.0,0.0,1.0,0.25,0.0178084082204607
validation,20260809,10.0,4,5,0.5,-13.195088322173339,10.44970907267033,1.0,0.0,1.0,0.25,0.03900361258569334
validation,20260809,10.0,4,5,0.55,-11.76977489173389,9.024395642230882,1.0,0.0,1.0,0.16666666666666666,0.02316853043559313
validation,20260809,10.0,4,6,0.25,-8.019488891483412,5.008026412218147,0.75,0.0,0.75,0.5,0.0037695232388637212
validation,20260809,10.0,4,6,0.35,-9.93389798828204,6.922435509016774,0.75,0.0,0.75,0.3333333333333333,0.028370122434718734
validation,20260809,10.0,4,6,0.45,-10.790069056453772,7.778606577188507,0.75,0.0,0.75,0.3333333333333333,0.050307314913464796
validation,20260809,10.0,4,6,0.5,-10.13385528122398,7.122392801958714,0.75,0.0,0.75,0.3333333333333333,0.03612337456987934
validation,20260809,10.0,4,6,0.55,-9.258694137292942,6.247231658027676,0.75,0.0,0.75,0.3333333333333333,0.012257925812816334
validation,20260809,10.0,4,7,0.25,-14.586796765896393,9.296613045706884,0.75,0.0,0.6666666666666666,0.4166666666666667,0.0007941497045394185
validation,20260809,10.0,4,7,0.35,-14.127495325160332,8.837311604970823,0.75,0.0,0.75,0.25,0.003599641468051313
validation,20260809,10.0,4,7,0.45,-11.976121932105237,6.685938211915728,0.75,0.0,0.75,0.25,0.0025204052766906308
validation,20260809,10.0,4,7,0.5,-10.069548917658953,4.779365197469444,0.75,0.0,0.75,0.25,0.008962392405733778
validation,20260809,10.0,4,7,0.55,-10.663810491611034,5.373626771421526,0.75,0.0,0.75,0.08333333333333333,0.03967598584059883
validation,20260809,10.0,4,8,0.25,-7.172509241654542,3.8127385862784515,0.75,0.0,0.8333333333333334,0.5,0.0011322970636012115
validation,20260809,10.0,4,8,0.35,-7.613839464913365,4.254068809537275,0.75,0.0,0.8333333333333334,0.5,0.022986746095684338
validation,20260809,10.0,4,8,0.45,-7.427061518028806,4.067290862652715,0.75,0.0,0.8333333333333334,0.25,0.012935781387234961
validation,20260809,10.0,4,8,0.5,-7.211530186801563,3.8517595314254724,0.75,0.0,0.8333333333333334,0.25,0.006201818692504341
validation,20260809,10.0,4,8,0.55,-7.541440789605813,4.181670134229723,0.75,0.0,0.8333333333333334,0.16666666666666666,0.01443707888328124
validation,20260809,10.0,4,9,0.25,-11.778789375112314,7.747543941312112,0.75,0.0,0.75,0.5833333333333334,0.015667845091335543
validation,20260809,10.0,4,9,0.35,-11.306038926948013,7.27479349314781,0.75,0.0,0.75,0.3333333333333333,0.0015083625075102975
validation,20260809,10.0,4,9,0.45,-12.2511763346248,8.219930900824597,0.75,0.0,0.75,0.25,0.024415016995223016
validation,20260809,10.0,4,9,0.5,-12.383336828998292,8.35209139519809,0.75,0.0,0.75,0.25,0.04692335813069549
validation,20260809,10.0,4,9,0.55,-12.19422259306208,8.162977159261878,0.75,0.0,0.75,0.25,0.07287737983503456
validation,20260809,10.0,4,10,0.25,-9.415598544595142,7.469892673082406,0.75,0.0,0.8333333333333334,1.0,0.025747034046494206
validation,20260809,10.0,4,10,0.35,-12.406416454535773,10.460710583023037,0.75,0.0,0.8333333333333334,0.75,0.00022439324702398395
validation,20260809,10.0,4,10,0.45,-10.414436334856877,8.46873046334414,0.75,0.0,0.8333333333333334,0.5833333333333334,0.005620963198754875
validation,20260809,10.0,4,10,0.5,-9.953329963650555,8.007624092137819,0.75,0.0,0.75,0.3333333333333333,0.002774220810262765
validation,20260809,10.0,4,10,0.55,-10.471684924936653,8.525979053423917,0.75,0.0,0.75,0.16666666666666666,0.019954163902957036
validation,20260809,10.0,4,11,0.25,-8.498063071679715,5.036392582758317,0.25,0.0,0.25,0.5,0.015884099568336224
validation,20260809,10.0,4,11,0.35,-8.80028516053055,5.338614671609152,0.25,0.0,0.25,0.5,0.02938420382101088
validation,20260809,10.0,4,11,0.45,-8.475337759361262,5.013667270439864,0.25,0.0,0.25,0.3333333333333333,0.01314997061151972
validation,20260809,10.0,4,11,0.5,-8.127392198411979,4.665721709490581,0.25,0.0,0.25,0.3333333333333333,0.0030288410720039874
validation,20260809,10.0,4,11,0.55,-7.835381413823388,4.3737109249019905,0.25,0.0,0.25,0.3333333333333333,0.019387126929000423
validation,20260809,10.0,4,12,0.25,-6.488707458854415,3.6445018670344114,0.25,0.0,0.4166666666666667,0.5833333333333334,0.0036130933021868796
validation,20260809,10.0,4,12,0.35,-6.782237012804303,3.9380314209842995,0.25,0.0,0.4166666666666667,0.5833333333333334,0.03345095605841638
validation,20260809,10.0,4,12,0.45,-6.667472203314372,3.8232666114943683,0.25,0.0,0.3333333333333333,0.5,0.027716609897464706
validation,20260809,10.0,4,12,0.5,-6.180168616789475,3.3359630249694714,0.25,0.0,0.3333333333333333,0.5,0.011901176696683852
validation,20260809,10.0,4,12,0.55,-6.6248548138501215,3.780649222030118,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0018141373378298715
validation,20260809,10.0,4,13,0.25,-9.543919852667376,6.6846048744515105,0.5,0.0,0.75,0.8333333333333334,0.008488853046428825
validation,20260809,10.0,4,13,0.35,-10.094466189329253,7.235151211113388,0.5,0.0,0.75,0.8333333333333334,0.032064629535585844
validation,20260809,10.0,4,13,0.45,-10.018798223781634,7.159483245565768,0.5,0.0,0.5833333333333334,0.4166666666666667,0.0023429589428953187
validation,20260809,10.0,4,13,0.5,-10.292152538012552,7.4328375597966865,0.5,0.0,0.5,0.25,0.05733810876192273
validation,20260809,10.0,4,13,0.55,-10.272530793294106,7.413215815078241,0.5,0.0,0.5,0.25,0.03890774736028438
validation,20260809,10.0,4,14,0.25,-8.913165564704816,3.2307790018574574,0.25,0.0,0.25,0.25,0.015993053702263227
validation,20260809,10.0,4,14,0.35,-8.70768314332687,3.0252965804795116,0.25,0.0,0.25,0.16666666666666666,0.025661875107916236
validation,20260809,10.0,4,14,0.45,-8.21507439343758,2.5326878305902225,0.25,0.0,0.25,0.08333333333333333,0.021545701275409525
validation,20260809,10.0,4,14,0.5,-7.838895303568014,2.156508740720656,0.25,0.0,0.25,0.16666666666666666,0.0036531912251436534
validation,20260809,10.0,4,14,0.55,-7.684185615614187,2.0017990527668283,0.25,0.0,0.25,0.16666666666666666,0.01741032079089598
validation,20260809,10.0,4,15,0.25,-10.817763759556446,4.750800743300099,0.5,0.0,0.5,0.3333333333333333,0.008226526979314358
validation,20260809,10.0,4,15,0.35,-11.411464992881752,5.344501976625406,0.5,0.0,0.5,0.3333333333333333,0.03230298069779598
validation,20260809,10.0,4,15,0.45,-11.342121928421502,5.275158912165155,0.5,0.0,0.5,0.25,0.06668953102720289
validation,20260809,10.0,4,15,0.5,-10.845336863529628,4.778373847273281,0.5,0.0,0.5,0.25,0.01429163631485447
validation,20260809,10.0,4,15,0.55,-11.279008997715936,5.212045981459589,0.5,0.0,0.5,0.16666666666666666,0.0514969856104286
validation,20260809,10.0,4,16,0.25,-10.68474734407385,5.23772244679194,0.5,0.0,0.5833333333333334,0.5,0.005302942746694274
validation,20260809,10.0,4,16,0.35,-10.77024240494618,5.323217507664269,0.5,0.0,0.5,0.25,0.009420659953063381
validation,20260809,10.0,4,16,0.45,-10.592963864365085,5.145938967083175,0.5,0.0,0.5,0.25,0.04184056447808417
validation,20260809,10.0,4,16,0.5,-10.134145928794434,4.687121031512524,0.5,0.0,0.5,0.25,0.02683660972448692
validation,20260809,10.0,4,16,0.55,-9.61561497311311,4.168590075831201,0.5,0.0,0.5,0.25,0.007229711292136514
validation,20260809,10.0,4,17,0.25,-7.0835716558499975,3.792603523123213,0.75,0.0,0.75,0.5833333333333334,0.006912639033092895
validation,20260809,10.0,4,17,0.35,-7.152454974425431,3.861486841698646,0.75,0.0,0.75,0.5,0.0008059140249410929
validation,20260809,10.0,4,17,0.45,-6.995980750985336,3.705012618258551,0.75,0.0,0.75,0.16666666666666666,0.03937658180853498
validation,20260809,10.0,4,17,0.5,-6.739416174297345,3.4484480415705603,0.75,0.0,0.75,0.16666666666666666,0.02391813197937509
validation,20260809,10.0,4,17,0.55,-6.511840727065703,3.2208725943389185,0.75,0.0,0.75,0.16666666666666666,0.004070694118494651
validation,20260809,10.0,4,18,0.25,-7.394965500816369,4.616224958343016,0.75,0.0,0.8333333333333334,0.75,0.0070330521092478076
validation,20260809,10.0,4,18,0.35,-7.148690343499378,4.369949801026025,0.75,0.0,0.8333333333333334,0.5833333333333334,0.011612331673296238
validation,20260809,10.0,4,18,0.45,-6.898911058596417,4.120170516123064,0.75,0.0,0.75,0.16666666666666666,0.0070214278302674765
validation,20260809,10.0,4,18,0.5,-6.838551788520255,4.059811246046903,0.75,0.0,0.75,0.16666666666666666,0.012408163640047733
validation,20260809,10.0,4,18,0.55,-7.002014253737446,4.223273711264094,0.75,0.0,0.75,0.16666666666666666,0.026497170785691707
validation,20260809,10.0,4,19,0.25,-14.337752534742712,9.716895936194625,0.5,0.0,0.5833333333333334,0.4166666666666667,0.026769989813375285
validation,20260809,10.0,4,19,0.35,-16.751588249422422,12.130731650874335,0.5,0.0,0.5833333333333334,0.3333333333333333,0.011969703083861022
validation,20260809,10.0,4,19,0.45,-14.401341432105028,9.78048483355694,0.5,0.0,0.5833333333333334,0.25,0.012120869786798594
validation,20260809,10.0,4,19,0.5,-13.382390842836696,8.761534244288608,0.5,0.0,0.5833333333333334,0.25,0.007902781588065143
validation,20260809,10.0,4,19,0.55,-12.21499792167287,7.594141323124783,0.5,0.0,0.5833333333333334,0.25,0.004087702773827662
validation,20260809,10.0,8,0,0.25,-7.085803191716879,3.454627554942549,0.5,0.0,0.625,0.5416666666666666,0.00506366698075311
validation,20260809,10.0,8,0,0.35,-7.089297016066235,3.4581213792919048,0.5,0.0,0.5833333333333334,0.5,0.0013680615944540724
validation,20260809,10.0,8,0,0.45,-6.897374082850049,3.2661984460757187,0.5,0.0,0.5,0.3333333333333333,0.0005938333149541404
validation,20260809,10.0,8,0,0.5,-6.8853126831903575,3.2541370464160275,0.5,0.0,0.5416666666666666,0.16666666666666666,0.012496118339330047
validation,20260809,10.0,8,0,0.55,-6.963220518578331,3.332044881804001,0.5,0.0,0.5416666666666666,0.16666666666666666,0.00646967618523122
validation,20260809,10.0,8,1,0.25,-9.079647820982158,6.617146105190636,0.875,0.0,0.875,0.6666666666666666,0.004244690370178678
validation,20260809,10.0,8,1,0.35,-12.345212281812527,9.882710566021004,0.875,0.0,0.875,0.5833333333333334,0.0016019777467444702
validation,20260809,10.0,8,1,0.45,-12.667716488756039,10.205214772964517,0.875,0.0,0.875,0.375,0.015408971518377142
validation,20260809,10.0,8,1,0.5,-11.785116550220575,9.322614834429054,0.875,0.0,0.875,0.2916666666666667,0.005176444790489423
validation,20260809,10.0,8,1,0.55,-10.987565688153841,8.525063972362318,0.875,0.0,0.875,0.16666666666666666,0.007323979003557082
validation,20260809,10.0,8,2,0.25,-12.72633490941488,7.481039365443225,0.375,0.0,0.5833333333333334,0.5833333333333334,0.00020589581635536392
validation,20260809,10.0,8,2,0.35,-14.612370515109223,9.367074971137567,0.5,0.0,0.5416666666666666,0.3333333333333333,0.030413770105749784
validation,20260809,10.0,8,2,0.45,-12.872221502010175,7.62692595803852,0.5,0.0,0.5,0.2916666666666667,0.0012455786633693922
validation,20260809,10.0,8,2,0.5,-11.99232231837045,6.747026774398794,0.5,0.0,0.5416666666666666,0.20833333333333334,0.012265960442353122
validation,20260809,10.0,8,2,0.55,-11.314135205756752,6.068839661785097,0.5,0.0,0.5416666666666666,0.16666666666666666,0.021163430017198975
validation,20260809,10.0,8,3,0.25,-8.920595316925988,5.2521239197621465,0.5,0.0,0.5416666666666666,0.6666666666666666,0.005998602162438299
validation,20260809,10.0,8,3,0.35,-8.968291912766025,5.299820515602184,0.5,0.0,0.5,0.4583333333333333,0.012074609356473948
validation,20260809,10.0,8,3,0.45,-8.894350181827257,5.225878784663415,0.5,0.0,0.5,0.20833333333333334,0.021674595496706677
validation,20260809,10.0,8,3,0.5,-8.774005365542381,5.1055339683785395,0.5,0.0,0.5,0.20833333333333334,0.017670934307611255
validation,20260809,10.0,8,3,0.55,-8.642049789949944,4.973578392786102,0.5,0.0,0.5,0.20833333333333334,0.003283367033365539
validation,20260809,10.0,8,4,0.25,-11.126718666921736,6.194451516913158,0.25,0.0,0.5833333333333334,0.5833333333333334,0.009846173100463292
validation,20260809,10.0,8,4,0.35,-10.780809665698905,5.848542515690328,0.25,0.0,0.4166666666666667,0.25,0.006303933608874832
validation,20260809,10.0,8,4,0.45,-10.846540971809391,5.914273821800814,0.25,0.0,0.4166666666666667,0.16666666666666666,0.014364841995860814
validation,20260809,10.0,8,4,0.5,-10.56117597948964,5.6289088294810625,0.25,0.0,0.375,0.125,0.017855431289731258
validation,20260809,10.0,8,4,0.55,-10.504869656470051,5.5726025064614735,0.25,0.0,0.4166666666666667,0.16666666666666666,0.011215781035118848
validation,20260809,10.0,8,5,0.25,-8.982082063113268,5.421386577068079,0.625,0.0,0.6666666666666666,0.6666666666666666,0.009656013586950769
validation,20260809,10.0,8,5,0.35,-9.131533686656361,5.570838200611172,0.625,0.0,0.625,0.3333333333333333,0.01578449664341255
validation,20260809,10.0,8,5,0.45,-9.294992459707842,5.734296973662653,0.625,0.0,0.625,0.25,0.009763571898499463
validation,20260809,10.0,8,5,0.5,-9.059205136777697,5.498509650732508,0.625,0.0,0.625,0.20833333333333334,0.031046197223799466
validation,20260809,10.0,8,5,0.55,-8.684094282854758,5.123398796809569,0.625,0.0,0.625,0.16666666666666666,0.015492617528996557
validation,20260809,10.0,8,6,0.25,-6.908441288960038,3.7393939161625602,0.25,0.0,0.375,0.75,0.0012878995998425783
validation,20260809,10.0,8,6,0.35,-6.807747525704341,3.6387001529068637,0.25,0.0,0.375,0.75,0.008371074549898496
validation,20260809,10.0,8,6,0.45,-6.792280300286095,3.6232329274886177,0.25,0.0,0.3333333333333333,0.2916666666666667,0.0027235805611602244
validation,20260809,10.0,8,6,0.5,-6.827141343359699,3.6580939705622213,0.25,0.0,0.2916666666666667,0.25,0.041925261389331774
validation,20260809,10.0,8,6,0.55,-6.862251727039124,3.693204354241646,0.25,0.0,0.2916666666666667,0.25,0.0677998889842538
validation,20260809,10.0,8,7,0.25,-7.984004259778469,5.792418419223617,0.625,0.0,0.7083333333333334,0.75,0.015219767204730988
validation,20260809,10.0,8,7,0.35,-9.412405978288541,7.22082013773369,0.625,0.0,0.7083333333333334,0.625,0.007553526448247856
validation,20260809,10.0,8,7,0.45,-8.953157911283444,6.761572070728593,0.625,0.0,0.7083333333333334,0.5,0.020231464555170376
validation,20260809,10.0,8,7,0.5,-8.229824808436128,6.038238967881276,0.625,0.0,0.6666666666666666,0.5,0.003585856596118474
validation,20260809,10.0,8,7,0.55,-8.1142626232808,5.922676782725948,0.625,0.0,0.5833333333333334,0.3333333333333333,0.00011926787859163503
validation,20260809,10.0,8,8,0.25,-7.696048688484773,4.5240387080527675,0.625,0.0,0.6666666666666666,0.5,0.0011425966905508063
validation,20260809,10.0,8,8,0.35,-8.025823151091602,4.8538131706595955,0.625,0.0,0.6666666666666666,0.4583333333333333,0.010866520589095766
validation,20260809,10.0,8,8,0.45,-7.363956850758864,4.191946870326857,0.625,0.0,0.625,0.3333333333333333,0.0027857473288344934
validation,20260809,10.0,8,8,0.5,-7.105572999857985,3.933563019425979,0.625,0.0,0.625,0.20833333333333334,0.014249808205467333
validation,20260809,10.0,8,8,0.55,-7.2494578613203515,4.077447880888345,0.625,0.0,0.625,0.125,0.008103740872513669
validation,20260809,10.0,8,9,0.25,-10.549958125104652,5.359080518946182,0.625,0.0,0.75,0.7083333333333334,0.001196524768767255
validation,20260809,10.0,8,9,0.35,-10.851703136693018,5.660825530534548,0.5,0.0,0.75,0.5833333333333334,0.006196467893663397
validation,20260809,10.0,8,9,0.45,-10.478393391016096,5.287515784857626,0.5,0.0,0.625,0.3333333333333333,0.0017929083709743692
validation,20260809,10.0,8,9,0.5,-10.03988120810467,4.8490036019462,0.5,0.0,0.625,0.25,0.008626491204767037
validation,20260809,10.0,8,9,0.55,-10.437962273236653,5.247084667078183,0.5,0.0,0.625,0.16666666666666666,0.003722902142010077
validation,20260809,10.0,8,10,0.25,-8.970144677369928,4.624344144931219,0.5,0.0,0.5416666666666666,0.625,0.012060366917733906
validation,20260809,10.0,8,10,0.35,-9.11778299849099,4.77198246605228,0.5,0.0,0.5416666666666666,0.4583333333333333,0.006161706973313189
validation,20260809,10.0,8,10,0.45,-8.760684181718755,4.414883649280045,0.5,0.0,0.5416666666666666,0.4583333333333333,0.009818822661615966
validation,20260809,10.0,8,10,0.5,-8.241982996863463,3.8961824644247534,0.5,0.0,0.5,0.2916666666666667,0.019525455032925538
validation,20260809,10.0,8,10,0.55,-8.231399452918186,3.8855989204794765,0.5,0.0,0.5,0.20833333333333334,0.005586945697961961
validation,20260809,10.0,8,11,0.25,-11.315948424103802,8.48992298242776,0.75,0.0,0.7916666666666666,0.75,0.003020810531669108
validation,20260809,10.0,8,11,0.35,-13.009081066664695,10.183055624988654,0.75,0.0,0.75,0.4583333333333333,0.000400448849049578
validation,20260809,10.0,8,11,0.45,-13.233478681918118,10.407453240242077,0.75,0.0,0.7083333333333334,0.3333333333333333,0.00030939584845878843
validation,20260809,10.0,8,11,0.5,-12.104145607576305,9.278120165900262,0.75,0.0,0.75,0.2916666666666667,0.008079734574572141
validation,20260809,10.0,8,11,0.55,-12.273062706253398,9.447037264577357,0.75,0.0,0.75,0.20833333333333334,0.016224336688396995
validation,20260809,10.0,8,12,0.25,-8.300008579366574,5.04507474599547,0.625,0.0,0.6666666666666666,0.5833333333333334,0.0009663733572990486
validation,20260809,10.0,8,12,0.35,-9.132972751404367,5.878038918033263,0.625,0.0,0.6666666666666666,0.5,0.021992486957576485
validation,20260809,10.0,8,12,0.45,-8.687540162516614,5.43260632914551,0.625,0.0,0.625,0.375,0.00807516371968324
validation,20260809,10.0,8,12,0.5,-8.116623897456956,4.861690064085852,0.625,0.0,0.625,0.375,0.011580849127266106
validation,20260809,10.0,8,12,0.55,-8.426010592890878,5.1710767595197735,0.625,0.0,0.625,0.2916666666666667,0.007033388330191416
validation,20260809,10.0,8,13,0.25,-8.894470224986511,6.843896617285093,0.625,0.0,0.75,0.8333333333333334,0.007797797037842437
validation,20260809,10.0,8,13,0.35,-12.084110401670682,10.033536793969263,0.625,0.0,0.7083333333333334,0.625,0.0018499388627008831
validation,20260809,10.0,8,13,0.45,-11.55865951729732,9.508085909595902,0.625,0.0,0.7083333333333334,0.5,0.00012391548193968865
validation,20260809,10.0,8,13,0.5,-10.314140549346059,8.26356694164464,0.625,0.0,0.6666666666666666,0.375,0.008169767847461163
validation,20260809,10.0,8,13,0.55,-10.131531150795116,8.080957543093698,0.625,0.0,0.6666666666666666,0.25,0.006477273412578534
validation,20260809,10.0,8,14,0.25,-7.100098580015116,4.080157900642787,0.625,0.0,0.6666666666666666,0.625,0.0203267234251367
validation,20260809,10.0,8,14,0.35,-7.088949910269266,4.069009230896937,0.625,0.0,0.625,0.5416666666666666,9.070277140769392e-05
validation,20260809,10.0,8,14,0.45,-6.755721500052952,3.735780820680623,0.625,0.0,0.6666666666666666,0.375,0.014413039940297004
validation,20260809,10.0,8,14,0.5,-6.669382280103982,3.6494416007316532,0.625,0.0,0.625,0.16666666666666666,0.030436530678437667
validation,20260809,10.0,8,14,0.55,-6.819974768663494,3.800034089291165,0.625,0.0,0.625,0.125,0.01017499147065561
validation,20260809,10.0,8,15,0.25,-12.04178204310799,8.425545691910823,0.5,0.0,0.625,0.7083333333333334,0.01487807260507359
validation,20260809,10.0,8,15,0.35,-11.41755890557806,7.801322554380893,0.5,0.0,0.5416666666666666,0.5416666666666666,0.0028158331374673966
validation,20260809,10.0,8,15,0.45,-11.03380466016022,7.417568308963053,0.5,0.0,0.5,0.25,0.000693484163770406
validation,20260809,10.0,8,15,0.5,-10.927126276976809,7.310889925779642,0.5,0.0,0.5,0.25,0.01516790798172697
validation,20260809,10.0,8,15,0.55,-10.975883950083343,7.359647598886176,0.5,0.0,0.5,0.25,0.006135782218452111
validation,20260809,10.0,8,16,0.25,-11.781182973538428,7.653787060870916,0.375,0.0,0.5,0.625,0.00044065362080862857
validation,20260809,10.0,8,16,0.35,-12.558235151608079,8.430839238940568,0.375,0.0,0.4166666666666667,0.375,0.00020651229349216615
validation,20260809,10.0,8,16,0.45,-11.932766799933157,7.805370887265645,0.375,0.0,0.3333333333333333,0.25,0.0008685349582467261
validation,20260809,10.0,8,16,0.5,-11.057187389343015,6.929791476675503,0.375,0.0,0.375,0.25,0.018309727169083884
validation,20260809,10.0,8,16,0.55,-10.245537827560362,6.11814191489285,0.375,0.0,0.375,0.16666666666666666,0.0024604331801198584
validation,20260809,10.0,8,17,0.25,-8.7856083490943,5.166347797828961,0.375,0.0,0.5416666666666666,0.625,0.01633770945752579
validation,20260809,10.0,8,17,0.35,-9.473176711093274,5.853916159827935,0.375,0.0,0.5416666666666666,0.625,0.030615890452304867
validation,20260809,10.0,8,17,0.45,-8.811657003845173,5.1923964525798345,0.375,0.0,0.4583333333333333,0.375,0.003202972353458514
validation,20260809,10.0,8,17,0.5,-8.361936591899314,4.742676040633975,0.375,0.0,0.4166666666666667,0.2916666666666667,0.005864921861554035
validation,20260809,10.0,8,17,0.55,-8.262609261474944,4.643348710209605,0.375,0.0,0.375,0.25,0.018021725670895234
validation,20260809,10.0,8,18,0.25,-8.98110441850492,6.223462482854116,0.875,0.0,0.875,0.5416666666666666,0.0034618970077079465
validation,20260809,10.0,8,18,0.35,-12.169968063142653,9.412326127491848,0.875,0.0,0.875,0.4583333333333333,0.0031296472368657594
