split,seed,snr_db,n_targets,sample_index,truth_index,axis,method,absolute_true_offset,offset_bucket,absolute_bin_error,half_bin_axis_hit,candidate_axis_correct
validation,20260809,0.0,8,17,4,delay,one_step_fixed_support_newton_joint_ls,0.1319522752968023,"[0.10,0.20)",0.1319522752968023,1.0,nan
validation,20260809,0.0,8,17,4,doppler,one_step_fixed_support_newton_joint_ls,0.0308828172867901,"[0.00,0.10)",6.969117182713209,0.0,nan
validation,20260809,0.0,8,17,5,angle,one_step_fixed_support_newton_joint_ls,0.2591018642250469,"[0.20,0.30)",18.740898135774955,0.0,nan
validation,20260809,0.0,8,17,5,delay,one_step_fixed_support_newton_joint_ls,0.31354311332722984,"[0.30,0.40)",0.6864568866727705,0.0,nan
validation,20260809,0.0,8,17,5,doppler,one_step_fixed_support_newton_joint_ls,0.25143923818387504,"[0.20,0.30)",7.7485607618161225,0.0,nan
validation,20260809,0.0,8,17,6,angle,one_step_fixed_support_newton_joint_ls,0.43271746751512935,"[0.40,0.49]",0.4327174675151326,1.0,nan
validation,20260809,0.0,8,17,6,delay,one_step_fixed_support_newton_joint_ls,0.15510322050770364,"[0.10,0.20)",0.1551032205077032,1.0,nan
validation,20260809,0.0,8,17,6,doppler,one_step_fixed_support_newton_joint_ls,0.3346261449285378,"[0.30,0.40)",0.6653738550714614,0.0,nan
validation,20260809,0.0,8,17,7,angle,one_step_fixed_support_newton_joint_ls,0.3006300017498061,"[0.30,0.40)",1.1493699982501937,0.0,nan
validation,20260809,0.0,8,17,7,delay,one_step_fixed_support_newton_joint_ls,0.014603187380694549,"[0.00,0.10)",7.761971733685542,0.0,nan
validation,20260809,0.0,8,17,7,doppler,one_step_fixed_support_newton_joint_ls,0.3849694539770172,"[0.30,0.40)",7.441076312086565,0.0,nan
validation,20260809,0.0,8,17,0,angle,cartesian_local_joint_ls,0.41406457174436584,"[0.40,0.49]",28.639064571744356,0.0,0.0
validation,20260809,0.0,8,17,0,delay,cartesian_local_joint_ls,0.09469796546491738,"[0.00,0.10)",6.130302034535083,0.0,0.0
validation,20260809,0.0,8,17,0,doppler,cartesian_local_joint_ls,0.4448581902047677,"[0.40,0.49]",9.44485819020477,0.0,0.0
validation,20260809,0.0,8,17,1,angle,cartesian_local_joint_ls,0.06145723750921667,"[0.00,0.10)",0.06145723750921661,1.0,1.0
validation,20260809,0.0,8,17,1,delay,cartesian_local_joint_ls,0.3351486872307271,"[0.30,0.40)",0.11014868723072713,1.0,1.0
validation,20260809,0.0,8,17,1,doppler,cartesian_local_joint_ls,0.4874531020275,"[0.40,0.49]",0.03745310202749863,1.0,1.0
validation,20260809,0.0,8,17,2,angle,cartesian_local_joint_ls,0.09939574557862196,"[0.00,0.10)",0.09939574557861874,1.0,1.0
validation,20260809,0.0,8,17,2,delay,cartesian_local_joint_ls,0.3383966487072595,"[0.30,0.40)",0.11160335129274124,1.0,1.0
validation,20260809,0.0,8,17,2,doppler,cartesian_local_joint_ls,0.08040151110843802,"[0.00,0.10)",0.08040151110843752,1.0,1.0
validation,20260809,0.0,8,17,3,angle,cartesian_local_joint_ls,0.0328376495180166,"[0.00,0.10)",1.5828376495180123,0.0,1.0
validation,20260809,0.0,8,17,3,delay,cartesian_local_joint_ls,0.10118209688090307,"[0.10,0.20)",4.123817903119097,0.0,0.0
validation,20260809,0.0,8,17,3,doppler,cartesian_local_joint_ls,0.383178700269341,"[0.30,0.40)",8.066821299730659,0.0,0.0
validation,20260809,0.0,8,17,4,angle,cartesian_local_joint_ls,0.3053112996393206,"[0.30,0.40)",17.755311299639317,0.0,0.0
validation,20260809,0.0,8,17,4,delay,cartesian_local_joint_ls,0.1319522752968023,"[0.10,0.20)",0.09304772470319733,1.0,1.0
validation,20260809,0.0,8,17,4,doppler,cartesian_local_joint_ls,0.0308828172867901,"[0.00,0.10)",7.419117182713208,0.0,0.0
validation,20260809,0.0,8,17,5,angle,cartesian_local_joint_ls,0.2591018642250469,"[0.20,0.30)",19.190898135774958,0.0,0.0
validation,20260809,0.0,8,17,5,delay,cartesian_local_joint_ls,0.31354311332722984,"[0.30,0.40)",0.9114568866727701,0.0,0.0
validation,20260809,0.0,8,17,5,doppler,cartesian_local_joint_ls,0.25143923818387504,"[0.20,0.30)",8.198560761816125,0.0,0.0
validation,20260809,0.0,8,17,6,angle,cartesian_local_joint_ls,0.43271746751512935,"[0.40,0.49]",0.017282532484870217,1.0,1.0
validation,20260809,0.0,8,17,6,delay,cartesian_local_joint_ls,0.15510322050770364,"[0.10,0.20)",0.06989677949229645,1.0,1.0
validation,20260809,0.0,8,17,6,doppler,cartesian_local_joint_ls,0.3346261449285378,"[0.30,0.40)",0.21537385507146212,1.0,1.0
validation,20260809,0.0,8,17,7,angle,cartesian_local_joint_ls,0.3006300017498061,"[0.30,0.40)",1.249369998250188,0.0,1.0
validation,20260809,0.0,8,17,7,delay,cartesian_local_joint_ls,0.014603187380694549,"[0.00,0.10)",7.760396812619305,0.0,0.0
validation,20260809,0.0,8,17,7,doppler,cartesian_local_joint_ls,0.3849694539770172,"[0.30,0.40)",7.384969453977018,0.0,0.0
validation,20260809,0.0,8,18,0,angle,grid_fft_topL_joint_ls,0.04887923882496903,"[0.00,0.10)",0.9511207611750336,0.0,nan
validation,20260809,0.0,8,18,0,delay,grid_fft_topL_joint_ls,0.40278760710418454,"[0.40,0.49]",5.597212392895815,0.0,nan
validation,20260809,0.0,8,18,0,doppler,grid_fft_topL_joint_ls,0.33147343217546443,"[0.30,0.40)",3.331473432175464,0.0,nan
validation,20260809,0.0,8,18,1,angle,grid_fft_topL_joint_ls,0.12654361918150892,"[0.10,0.20)",0.12654361918150414,1.0,nan
validation,20260809,0.0,8,18,1,delay,grid_fft_topL_joint_ls,0.3502190722992378,"[0.30,0.40)",0.35021907229923777,1.0,nan
validation,20260809,0.0,8,18,1,doppler,grid_fft_topL_joint_ls,0.4575298162098368,"[0.40,0.49]",0.4575298162098349,1.0,nan
validation,20260809,0.0,8,18,2,angle,grid_fft_topL_joint_ls,0.06582463672643779,"[0.00,0.10)",21.065824636726433,0.0,nan
validation,20260809,0.0,8,18,2,delay,grid_fft_topL_joint_ls,0.2958536262110629,"[0.20,0.30)",2.2958536262110627,0.0,nan
validation,20260809,0.0,8,18,2,doppler,grid_fft_topL_joint_ls,0.1737525006470742,"[0.10,0.20)",13.826247499352927,0.0,nan
validation,20260809,0.0,8,18,3,angle,grid_fft_topL_joint_ls,0.4055369222001777,"[0.40,0.49]",0.5944630777998157,0.0,nan
validation,20260809,0.0,8,18,3,delay,grid_fft_topL_joint_ls,0.15953326173937332,"[0.10,0.20)",0.159533261739373,1.0,nan
validation,20260809,0.0,8,18,3,doppler,grid_fft_topL_joint_ls,0.3695369953704165,"[0.30,0.40)",0.3695369953704173,1.0,nan
validation,20260809,0.0,8,18,4,angle,grid_fft_topL_joint_ls,0.17464993578392918,"[0.10,0.20)",0.17464993578393262,1.0,nan
validation,20260809,0.0,8,18,4,delay,grid_fft_topL_joint_ls,0.10962063624352936,"[0.10,0.20)",0.10962063624353036,1.0,nan
validation,20260809,0.0,8,18,4,doppler,grid_fft_topL_joint_ls,0.24066233183073493,"[0.20,0.30)",0.24066233183073393,1.0,nan
validation,20260809,0.0,8,18,5,angle,grid_fft_topL_joint_ls,0.34551572191741153,"[0.30,0.40)",0.6544842780825917,0.0,nan
validation,20260809,0.0,8,18,5,delay,grid_fft_topL_joint_ls,0.0241610607834446,"[0.00,0.10)",0.024161060783445265,1.0,nan
validation,20260809,0.0,8,18,5,doppler,grid_fft_topL_joint_ls,0.034145752854739975,"[0.00,0.10)",0.03414575285474086,1.0,nan
validation,20260809,0.0,8,18,6,angle,grid_fft_topL_joint_ls,0.4092141123607712,"[0.40,0.49]",0.40921411236077176,1.0,nan
validation,20260809,0.0,8,18,6,delay,grid_fft_topL_joint_ls,0.3421551300221093,"[0.30,0.40)",0.3421551300221086,1.0,nan
validation,20260809,0.0,8,18,6,doppler,grid_fft_topL_joint_ls,0.38065697003985277,"[0.30,0.40)",0.380656970039853,1.0,nan
validation,20260809,0.0,8,18,7,angle,grid_fft_topL_joint_ls,0.4729402452021732,"[0.40,0.49]",14.472940245202167,0.0,nan
validation,20260809,0.0,8,18,7,delay,grid_fft_topL_joint_ls,0.4544109675712412,"[0.40,0.49]",5.454410967571241,0.0,nan
validation,20260809,0.0,8,18,7,doppler,grid_fft_topL_joint_ls,0.13490138980996091,"[0.10,0.20)",3.1349013898099614,0.0,nan
validation,20260809,0.0,8,18,0,angle,axiswise_quadratic_peak_joint_ls,0.04887923882496903,"[0.00,0.10)",1.0139366957353815,0.0,nan
validation,20260809,0.0,8,18,0,delay,axiswise_quadratic_peak_joint_ls,0.40278760710418454,"[0.40,0.49]",5.597121202110551,0.0,nan
validation,20260809,0.0,8,18,0,doppler,axiswise_quadratic_peak_joint_ls,0.33147343217546443,"[0.30,0.40)",3.3313734718050725,0.0,nan
validation,20260809,0.0,8,18,1,angle,axiswise_quadratic_peak_joint_ls,0.12654361918150892,"[0.10,0.20)",0.12469842125685915,1.0,nan
validation,20260809,0.0,8,18,1,delay,axiswise_quadratic_peak_joint_ls,0.3502190722992378,"[0.30,0.40)",0.2893521213734811,1.0,nan
validation,20260809,0.0,8,18,1,doppler,axiswise_quadratic_peak_joint_ls,0.4575298162098368,"[0.40,0.49]",0.1845785915884015,1.0,nan
validation,20260809,0.0,8,18,2,angle,axiswise_quadratic_peak_joint_ls,0.06582463672643779,"[0.00,0.10)",21.205197988380775,0.0,nan
validation,20260809,0.0,8,18,2,delay,axiswise_quadratic_peak_joint_ls,0.2958536262110629,"[0.20,0.30)",2.298432323624443,0.0,nan
validation,20260809,0.0,8,18,2,doppler,axiswise_quadratic_peak_joint_ls,0.1737525006470742,"[0.10,0.20)",13.727972964822545,0.0,nan
validation,20260809,0.0,8,18,3,angle,axiswise_quadratic_peak_joint_ls,0.4055369222001777,"[0.40,0.49]",0.5944630777998157,0.0,nan
validation,20260809,0.0,8,18,3,delay,axiswise_quadratic_peak_joint_ls,0.15953326173937332,"[0.10,0.20)",0.15438180093064524,1.0,nan
validation,20260809,0.0,8,18,3,doppler,axiswise_quadratic_peak_joint_ls,0.3695369953704165,"[0.30,0.40)",0.26996594998326984,1.0,nan
validation,20260809,0.0,8,18,4,angle,axiswise_quadratic_peak_joint_ls,0.17464993578392918,"[0.10,0.20)",0.169048841786946,1.0,nan
validation,20260809,0.0,8,18,4,delay,axiswise_quadratic_peak_joint_ls,0.10962063624352936,"[0.10,0.20)",0.10616552194938578,1.0,nan
validation,20260809,0.0,8,18,4,doppler,axiswise_quadratic_peak_joint_ls,0.24066233183073493,"[0.20,0.30)",0.22264324083267795,1.0,nan
validation,20260809,0.0,8,18,5,angle,axiswise_quadratic_peak_joint_ls,0.34551572191741153,"[0.30,0.40)",0.6544842780825917,0.0,nan
validation,20260809,0.0,8,18,5,delay,axiswise_quadratic_peak_joint_ls,0.0241610607834446,"[0.00,0.10)",0.02417886537506142,1.0,nan
validation,20260809,0.0,8,18,5,doppler,axiswise_quadratic_peak_joint_ls,0.034145752854739975,"[0.00,0.10)",0.03403690758329958,1.0,nan
validation,20260809,0.0,8,18,6,angle,axiswise_quadratic_peak_joint_ls,0.4092141123607712,"[0.40,0.49]",0.252778489266575,1.0,nan
validation,20260809,0.0,8,18,6,delay,axiswise_quadratic_peak_joint_ls,0.3421551300221093,"[0.30,0.40)",0.27963601296553087,1.0,nan
validation,20260809,0.0,8,18,6,doppler,axiswise_quadratic_peak_joint_ls,0.38065697003985277,"[0.30,0.40)",0.2788930655889441,1.0,nan
validation,20260809,0.0,8,18,7,angle,axiswise_quadratic_peak_joint_ls,0.4729402452021732,"[0.40,0.49]",14.472940245202167,0.0,nan
validation,20260809,0.0,8,18,7,delay,axiswise_quadratic_peak_joint_ls,0.4544109675712412,"[0.40,0.49]",5.454306755413321,0.0,nan
validation,20260809,0.0,8,18,7,doppler,axiswise_quadratic_peak_joint_ls,0.13490138980996091,"[0.10,0.20)",3.1344709307764056,0.0,nan
validation,20260809,0.0,8,18,0,angle,axiswise_candan_joint_ls,0.04887923882496903,"[0.00,0.10)",1.2994960236733135,0.0,nan
validation,20260809,0.0,8,18,0,delay,axiswise_candan_joint_ls,0.40278760710418454,"[0.40,0.49]",5.624054639233838,0.0,nan
validation,20260809,0.0,8,18,0,doppler,axiswise_candan_joint_ls,0.33147343217546443,"[0.30,0.40)",3.2988585156815233,0.0,nan
validation,20260809,0.0,8,18,1,angle,axiswise_candan_joint_ls,0.12654361918150892,"[0.10,0.20)",0.022605795579949017,1.0,nan
validation,20260809,0.0,8,18,1,delay,axiswise_candan_joint_ls,0.3502190722992378,"[0.30,0.40)",0.005507702114293522,1.0,nan
validation,20260809,0.0,8,18,1,doppler,axiswise_candan_joint_ls,0.4575298162098368,"[0.40,0.49]",0.007447750349964366,1.0,nan
validation,20260809,0.0,8,18,2,angle,axiswise_candan_joint_ls,0.06582463672643779,"[0.00,0.10)",21.481034211382024,0.0,nan
validation,20260809,0.0,8,18,2,delay,axiswise_candan_joint_ls,0.2958536262110629,"[0.20,0.30)",2.475985923993804,0.0,nan
validation,20260809,0.0,8,18,2,doppler,axiswise_candan_joint_ls,0.1737525006470742,"[0.10,0.20)",13.450191531819826,0.0,nan
validation,20260809,0.0,8,18,3,angle,axiswise_candan_joint_ls,0.4055369222001777,"[0.40,0.49]",0.09446307779981566,1.0,nan
validation,20260809,0.0,8,18,3,delay,axiswise_candan_joint_ls,0.15953326173937332,"[0.10,0.20)",0.0003010710699591357,1.0,nan
validation,20260809,0.0,8,18,3,doppler,axiswise_candan_joint_ls,0.3695369953704165,"[0.30,0.40)",0.02003688416181859,1.0,nan
validation,20260809,0.0,8,18,4,angle,axiswise_candan_joint_ls,0.17464993578392918,"[0.10,0.20)",0.00229620659598595,1.0,nan
validation,20260809,0.0,8,18,4,delay,axiswise_candan_joint_ls,0.10962063624352936,"[0.10,0.20)",0.0017007650255118634,1.0,nan
validation,20260809,0.0,8,18,4,doppler,axiswise_candan_joint_ls,0.24066233183073493,"[0.20,0.30)",0.010434833204085336,1.0,nan
validation,20260809,0.0,8,18,5,angle,axiswise_candan_joint_ls,0.34551572191741153,"[0.30,0.40)",0.1544842780825917,1.0,nan
validation,20260809,0.0,8,18,5,delay,axiswise_candan_joint_ls,0.0241610607834446,"[0.00,0.10)",0.009400637375036602,1.0,nan
validation,20260809,0.0,8,18,5,doppler,axiswise_candan_joint_ls,0.034145752854739975,"[0.00,0.10)",0.013407862866046116,1.0,nan
validation,20260809,0.0,8,18,6,angle,axiswise_candan_joint_ls,0.4092141123607712,"[0.40,0.49]",0.01091608423381274,1.0,nan
validation,20260809,0.0,8,18,6,delay,axiswise_candan_joint_ls,0.3421551300221093,"[0.30,0.40)",0.012298201766023809,1.0,nan
validation,20260809,0.0,8,18,6,doppler,axiswise_candan_joint_ls,0.38065697003985277,"[0.30,0.40)",0.022728041451820502,1.0,nan
validation,20260809,0.0,8,18,7,angle,axiswise_candan_joint_ls,0.4729402452021732,"[0.40,0.49]",14.972940245202167,0.0,nan
validation,20260809,0.0,8,18,7,delay,axiswise_candan_joint_ls,0.4544109675712412,"[0.40,0.49]",5.460641994286929,0.0,nan
validation,20260809,0.0,8,18,7,doppler,axiswise_candan_joint_ls,0.13490138980996091,"[0.10,0.20)",3.1080460679105073,0.0,nan
validation,20260809,0.0,8,18,0,angle,one_step_fixed_support_newton_joint_ls,0.04887923882496903,"[0.00,0.10)",1.9511207611750336,0.0,nan
validation,20260809,0.0,8,18,0,delay,one_step_fixed_support_newton_joint_ls,0.40278760710418454,"[0.40,0.49]",5.597212392895815,0.0,nan
validation,20260809,0.0,8,18,0,doppler,one_step_fixed_support_newton_joint_ls,0.33147343217546443,"[0.30,0.40)",3.331473432175464,0.0,nan
validation,20260809,0.0,8,18,1,angle,one_step_fixed_support_newton_joint_ls,0.12654361918150892,"[0.10,0.20)",0.12654361918150414,1.0,nan
validation,20260809,0.0,8,18,1,delay,one_step_fixed_support_newton_joint_ls,0.3502190722992378,"[0.30,0.40)",0.35021907229923777,1.0,nan
validation,20260809,0.0,8,18,1,doppler,one_step_fixed_support_newton_joint_ls,0.4575298162098368,"[0.40,0.49]",0.4575298162098349,1.0,nan
validation,20260809,0.0,8,18,2,angle,one_step_fixed_support_newton_joint_ls,0.06582463672643779,"[0.00,0.10)",21.065824636726433,0.0,nan
validation,20260809,0.0,8,18,2,delay,one_step_fixed_support_newton_joint_ls,0.2958536262110629,"[0.20,0.30)",2.2958536262110627,0.0,nan
validation,20260809,0.0,8,18,2,doppler,one_step_fixed_support_newton_joint_ls,0.1737525006470742,"[0.10,0.20)",13.826247499352927,0.0,nan
validation,20260809,0.0,8,18,3,angle,one_step_fixed_support_newton_joint_ls,0.4055369222001777,"[0.40,0.49]",0.5944630777998157,0.0,nan
validation,20260809,0.0,8,18,3,delay,one_step_fixed_support_newton_joint_ls,0.15953326173937332,"[0.10,0.20)",0.159533261739373,1.0,nan
validation,20260809,0.0,8,18,3,doppler,one_step_fixed_support_newton_joint_ls,0.3695369953704165,"[0.30,0.40)",0.3695369953704173,1.0,nan
validation,20260809,0.0,8,18,4,angle,one_step_fixed_support_newton_joint_ls,0.17464993578392918,"[0.10,0.20)",0.16647325359508613,1.0,nan
validation,20260809,0.0,8,18,4,delay,one_step_fixed_support_newton_joint_ls,0.10962063624352936,"[0.10,0.20)",0.12289735589104112,1.0,nan
validation,20260809,0.0,8,18,4,doppler,one_step_fixed_support_newton_joint_ls,0.24066233183073493,"[0.20,0.30)",0.20933766816926358,1.0,nan
validation,20260809,0.0,8,18,5,angle,one_step_fixed_support_newton_joint_ls,0.34551572191741153,"[0.30,0.40)",0.10448427808259453,1.0,nan
validation,20260809,0.0,8,18,5,delay,one_step_fixed_support_newton_joint_ls,0.0241610607834446,"[0.00,0.10)",0.016911820336899197,1.0,nan
validation,20260809,0.0,8,18,5,doppler,one_step_fixed_support_newton_joint_ls,0.034145752854739975,"[0.00,0.10)",0.016363121877247977,1.0,nan
validation,20260809,0.0,8,18,6,angle,one_step_fixed_support_newton_joint_ls,0.4092141123607712,"[0.40,0.49]",0.40921411236077176,1.0,nan
validation,20260809,0.0,8,18,6,delay,one_step_fixed_support_newton_joint_ls,0.3421551300221093,"[0.30,0.40)",0.3421551300221086,1.0,nan
validation,20260809,0.0,8,18,6,doppler,one_step_fixed_support_newton_joint_ls,0.38065697003985277,"[0.30,0.40)",0.380656970039853,1.0,nan
validation,20260809,0.0,8,18,7,angle,one_step_fixed_support_newton_joint_ls,0.4729402452021732,"[0.40,0.49]",14.382122393749128,0.0,nan
validation,20260809,0.0,8,18,7,delay,one_step_fixed_support_newton_joint_ls,0.4544109675712412,"[0.40,0.49]",5.467246093186233,0.0,nan
validation,20260809,0.0,8,18,7,doppler,one_step_fixed_support_newton_joint_ls,0.13490138980996091,"[0.10,0.20)",3.0963722006002747,0.0,nan
validation,20260809,0.0,8,18,0,angle,cartesian_local_joint_ls,0.04887923882496903,"[0.00,0.10)",1.4011207611750365,0.0,0.0
validation,20260809,0.0,8,18,0,delay,cartesian_local_joint_ls,0.40278760710418454,"[0.40,0.49]",5.597212392895815,0.0,0.0
validation,20260809,0.0,8,18,0,doppler,cartesian_local_joint_ls,0.33147343217546443,"[0.30,0.40)",3.331473432175464,0.0,0.0
validation,20260809,0.0,8,18,1,angle,cartesian_local_joint_ls,0.12654361918150892,"[0.10,0.20)",0.09845638081849017,1.0,1.0
validation,20260809,0.0,8,18,1,delay,cartesian_local_joint_ls,0.3502190722992378,"[0.30,0.40)",0.09978092770076241,1.0,1.0
validation,20260809,0.0,8,18,1,doppler,cartesian_local_joint_ls,0.4575298162098368,"[0.40,0.49]",0.007529816209835616,1.0,1.0
validation,20260809,0.0,8,18,2,angle,cartesian_local_joint_ls,0.06582463672643779,"[0.00,0.10)",21.515824636726435,0.0,0.0
validation,20260809,0.0,8,18,2,delay,cartesian_local_joint_ls,0.2958536262110629,"[0.20,0.30)",2.5208536262110623,0.0,0.0
validation,20260809,0.0,8,18,2,doppler,cartesian_local_joint_ls,0.1737525006470742,"[0.10,0.20)",13.376247499352928,0.0,1.0
validation,20260809,0.0,8,18,3,angle,cartesian_local_joint_ls,0.4055369222001777,"[0.40,0.49]",0.14446307779981282,1.0,1.0
validation,20260809,0.0,8,18,3,delay,cartesian_local_joint_ls,0.15953326173937332,"[0.10,0.20)",0.06546673826062666,1.0,1.0
validation,20260809,0.0,8,18,3,doppler,cartesian_local_joint_ls,0.3695369953704165,"[0.30,0.40)",0.08046300462958555,1.0,1.0
validation,20260809,0.0,8,18,4,angle,cartesian_local_joint_ls,0.17464993578392918,"[0.10,0.20)",0.05035006421607591,1.0,1.0
validation,20260809,0.0,8,18,4,delay,cartesian_local_joint_ls,0.10962063624352936,"[0.10,0.20)",0.11537936375647107,1.0,0.0
validation,20260809,0.0,8,18,4,doppler,cartesian_local_joint_ls,0.24066233183073493,"[0.20,0.30)",0.015662331830736065,1.0,1.0
validation,20260809,0.0,8,18,5,angle,cartesian_local_joint_ls,0.34551572191741153,"[0.30,0.40)",0.20448427808258884,1.0,1.0
validation,20260809,0.0,8,18,5,delay,cartesian_local_joint_ls,0.0241610607834446,"[0.00,0.10)",0.024161060783445265,1.0,1.0
validation,20260809,0.0,8,18,5,doppler,cartesian_local_joint_ls,0.034145752854739975,"[0.00,0.10)",0.03414575285474086,1.0,1.0
validation,20260809,0.0,8,18,6,angle,cartesian_local_joint_ls,0.4092141123607712,"[0.40,0.49]",0.04078588763923108,1.0,1.0
validation,20260809,0.0,8,18,6,delay,cartesian_local_joint_ls,0.3421551300221093,"[0.30,0.40)",0.10784486997789067,1.0,1.0
validation,20260809,0.0,8,18,6,doppler,cartesian_local_joint_ls,0.38065697003985277,"[0.30,0.40)",0.06934302996014807,1.0,1.0
validation,20260809,0.0,8,18,7,angle,cartesian_local_joint_ls,0.4729402452021732,"[0.40,0.49]",14.472940245202167,0.0,0.0
validation,20260809,0.0,8,18,7,delay,cartesian_local_joint_ls,0.4544109675712412,"[0.40,0.49]",5.454410967571241,0.0,0.0
validation,20260809,0.0,8,18,7,doppler,cartesian_local_joint_ls,0.13490138980996091,"[0.10,0.20)",3.1349013898099614,0.0,0.0
validation,20260809,0.0,8,19,0,angle,grid_fft_topL_joint_ls,0.22783879154351327,"[0.20,0.30)",28.22783879154352,0.0,nan
validation,20260809,0.0,8,19,0,delay,grid_fft_topL_joint_ls,0.18733960408912642,"[0.10,0.20)",2.812660395910873,0.0,nan
validation,20260809,0.0,8,19,0,doppler,grid_fft_topL_joint_ls,0.03372000282578291,"[0.00,0.10)",6.966279997174219,0.0,nan
validation,20260809,0.0,8,19,1,angle,grid_fft_topL_joint_ls,0.24670089911314352,"[0.20,0.30)",0.24670089911313653,1.0,nan
validation,20260809,0.0,8,19,1,delay,grid_fft_topL_joint_ls,0.37995848814243594,"[0.30,0.40)",0.6200415118575648,0.0,nan
validation,20260809,0.0,8,19,1,doppler,grid_fft_topL_joint_ls,0.011549455361485439,"[0.00,0.10)",0.011549455361485883,1.0,nan
validation,20260809,0.0,8,19,2,angle,grid_fft_topL_joint_ls,0.2297501204646808,"[0.20,0.30)",0.22975012046467924,1.0,nan
validation,20260809,0.0,8,19,2,delay,grid_fft_topL_joint_ls,0.15942136083581115,"[0.10,0.20)",0.15942136083581104,1.0,nan
validation,20260809,0.0,8,19,2,doppler,grid_fft_topL_joint_ls,0.39792677156085565,"[0.30,0.40)",0.6020732284391457,0.0,nan
validation,20260809,0.0,8,19,3,angle,grid_fft_topL_joint_ls,0.27681122470872416,"[0.20,0.30)",4.723188775291277,0.0,nan
validation,20260809,0.0,8,19,3,delay,grid_fft_topL_joint_ls,0.39071831980073446,"[0.30,0.40)",1.390718319800735,0.0,nan
validation,20260809,0.0,8,19,3,doppler,grid_fft_topL_joint_ls,0.15976165764354955,"[0.10,0.20)",6.15976165764355,0.0,nan
validation,20260809,0.0,8,19,4,angle,grid_fft_topL_joint_ls,0.0491743117458735,"[0.00,0.10)",0.0491743117458725,1.0,nan
validation,20260809,0.0,8,19,4,delay,grid_fft_topL_joint_ls,0.09075338628540963,"[0.00,0.10)",0.0907533862854093,1.0,nan
validation,20260809,0.0,8,19,4,doppler,grid_fft_topL_joint_ls,0.046707118134245884,"[0.00,0.10)",0.04670711813424688,1.0,nan
validation,20260809,0.0,8,19,5,angle,grid_fft_topL_joint_ls,0.28049075358474407,"[0.20,0.30)",25.71950924641527,0.0,nan
validation,20260809,0.0,8,19,5,delay,grid_fft_topL_joint_ls,0.19616397437227379,"[0.10,0.20)",2.196163974372274,0.0,nan
validation,20260809,0.0,8,19,5,doppler,grid_fft_topL_joint_ls,0.13774043515873613,"[0.10,0.20)",6.137740435158737,0.0,nan
validation,20260809,0.0,8,19,6,angle,grid_fft_topL_joint_ls,0.11398263601293113,"[0.10,0.20)",0.11398263601293479,1.0,nan
validation,20260809,0.0,8,19,6,delay,grid_fft_topL_joint_ls,0.03564048979953888,"[0.00,0.10)",0.0356404897995386,1.0,nan
validation,20260809,0.0,8,19,6,doppler,grid_fft_topL_joint_ls,0.46391706212954475,"[0.40,0.49]",0.46391706212954453,1.0,nan
validation,20260809,0.0,8,19,7,angle,grid_fft_topL_joint_ls,0.42275640925868907,"[0.40,0.49]",0.42275640925868174,1.0,nan
validation,20260809,0.0,8,19,7,delay,grid_fft_topL_joint_ls,0.07295735793323438,"[0.00,0.10)",2.072957357933234,0.0,nan
validation,20260809,0.0,8,19,7,doppler,grid_fft_topL_joint_ls,0.31222018431280996,"[0.30,0.40)",9.68777981568719,0.0,nan
validation,20260809,0.0,8,19,0,angle,axiswise_quadratic_peak_joint_ls,0.22783879154351327,"[0.20,0.30)",28.213455269735768,0.0,nan
validation,20260809,0.0,8,19,0,delay,axiswise_quadratic_peak_joint_ls,0.18733960408912642,"[0.10,0.20)",2.8177041683900867,0.0,nan
validation,20260809,0.0,8,19,0,doppler,axiswise_quadratic_peak_joint_ls,0.03372000282578291,"[0.00,0.10)",7.084302652273575,0.0,nan
validation,20260809,0.0,8,19,1,angle,axiswise_quadratic_peak_joint_ls,0.24670089911314352,"[0.20,0.30)",0.2242435030425156,1.0,nan
validation,20260809,0.0,8,19,1,delay,axiswise_quadratic_peak_joint_ls,0.37995848814243594,"[0.30,0.40)",0.6200415118575648,0.0,nan
validation,20260809,0.0,8,19,1,doppler,axiswise_quadratic_peak_joint_ls,0.011549455361485439,"[0.00,0.10)",0.011748443340184878,1.0,nan
validation,20260809,0.0,8,19,2,angle,axiswise_quadratic_peak_joint_ls,0.2297501204646808,"[0.20,0.30)",0.21567326618523452,1.0,nan
validation,20260809,0.0,8,19,2,delay,axiswise_quadratic_peak_joint_ls,0.15942136083581115,"[0.10,0.20)",0.15436212799429505,1.0,nan
validation,20260809,0.0,8,19,2,doppler,axiswise_quadratic_peak_joint_ls,0.39792677156085565,"[0.30,0.40)",0.6020732284391457,0.0,nan
validation,20260809,0.0,8,19,3,angle,axiswise_quadratic_peak_joint_ls,0.27681122470872416,"[0.20,0.30)",4.753066189508857,0.0,nan
validation,20260809,0.0,8,19,3,delay,axiswise_quadratic_peak_joint_ls,0.39071831980073446,"[0.30,0.40)",1.384564063547348,0.0,nan
validation,20260809,0.0,8,19,3,doppler,axiswise_quadratic_peak_joint_ls,0.15976165764354955,"[0.10,0.20)",6.157411009087108,0.0,nan
validation,20260809,0.0,8,19,4,angle,axiswise_quadratic_peak_joint_ls,0.0491743117458735,"[0.00,0.10)",0.048761715024710384,1.0,nan
validation,20260809,0.0,8,19,4,delay,axiswise_quadratic_peak_joint_ls,0.09075338628540963,"[0.00,0.10)",0.08985805874099739,1.0,nan
