search_radius,scene_count,mean_gain_vs_grid_db,mean_per_component_half_bin_hit,harmful_update_rate,mean_candidate_axis_correctness,mean_boundary_saturation_rate
0.25,1200,6.212952068253012,0.6475,0.0,0.7114930555555556,0.6140972222222223
0.35,1200,7.159994018895574,0.6517708333333333,0.0,0.6899652777777778,0.4643402777777778
0.45,1200,6.623529257306136,0.6525,0.0,0.670451388888889,0.32666666666666666
0.5,1200,5.992705636136512,0.6527083333333333,0.0,0.6647916666666667,0.26538194444444446
0.55,1200,5.817180061972695,0.651875,0.0,0.6613888888888888,0.20930555555555555
