user_index,sample_index,snr_db,l_value,grid_channel_nmse_db,source_alpha_channel_nmse_db,source_alpha_gain_vs_grid_db,bounded_refine_channel_nmse_db,bounded_gain_vs_grid_db,oracle_alpha_channel_nmse_db,oracle_alpha_gain_vs_grid_db,source_alpha_gap_vs_oracle_db,oracle_alpha,support_recall,dominant_energy_recall,delay_bin_rmse,tx_bin_rmse,noise_variance,rx_x_m,rx_y_m,rx_z_m
596.0,0.0,0.0,4.0,-7.523630527566359,-10.41799000072649,2.894359473160131,-9.973305316933576,2.449674789367217,-10.462530242585748,2.9388997150193887,0.044540241859257534,0.8,0.5,0.9124942708581996,7.810249675906654,0.7071067811865476,0.9999999999999999,27.45989990234375,6.220439910888672,0.6000000238418579
2385.0,1.0,0.0,4.0,-8.654948887113065,-8.259107339074413,-0.3958415480386517,-8.173132166458085,-0.4818167206549795,-8.654948887113044,-2.1316282072803006e-14,0.39584154803863036,0.0,0.5,0.9487305281342728,14.212670403551895,0.7071067811865476,0.9999999999999999,27.199899673461914,6.3704400062561035,0.6000000238418579
2981.0,2.0,0.0,4.0,-8.904005694854574,-12.490942408455837,3.586936713601263,-12.39778776247947,3.493782067624897,-12.487352429331,3.583346734476427,-0.0035899791248361623,0.8,0.75,0.9262455665661711,11.510864433221338,0.5,0.9999999999999998,27.109899520874023,6.420440196990967,0.6000000238418579
5962.0,3.0,0.0,4.0,-10.349134643135274,-11.730369312724175,1.3812346695889008,-11.554261325727243,1.2051266825919686,-11.860618456568881,1.5114838134336068,0.13024914384470598,0.4,1.0,0.9646408676243625,0.0,0.0,1.0,26.66990089416504,6.670440196990967,0.6000000238418579
6559.0,4.0,0.0,4.0,-8.982582449052323,-11.564045270730519,2.581462821678196,-11.619418183258636,2.636835734206313,-11.621838085746585,2.639255636694262,0.05779281501606626,0.8,0.75,0.9366514925016799,6.041522986797286,0.5,1.0,26.58989906311035,6.720439910888672,0.6000000238418579
8049.0,5.0,0.0,4.0,-7.630250867635571,-8.833111672976004,1.2028608053404337,-8.241260866533198,0.611009998897627,-8.87887437603463,1.24862350839906,0.045762703058626286,0.8,0.5,0.9340903981479857,19.1049731745428,0.5,1.0,26.969900131225586,6.840439796447754,0.6000000238418579
8347.0,6.0,0.0,4.0,-7.282578084793631,-10.423449562462377,3.140871477668746,-10.241674389798492,2.959096305004861,-10.59821520792819,3.315637123134559,0.17476564546581308,0.8,0.5,0.8983823296459336,15.556349186104045,0.0,0.9999999999999998,27.52989959716797,6.860439777374268,0.6000000238418579
8944.0,7.0,0.0,4.0,-8.63254887019189,-11.074668176916623,2.4421193067247327,-11.212861996921355,2.5803131267294646,-11.212861996921355,2.5803131267294646,0.1381938200047319,1.0,0.75,0.9369568712308664,9.5,0.0,1.0,27.449899673461914,6.910439968109131,0.6000000238418579
9540.0,8.0,0.0,4.0,-8.095753533576623,-10.185196791981618,2.0894432584049945,-9.574699185515168,1.4789456519385453,-10.145062759164603,2.0493092255879795,-0.040134032817015,0.6,0.75,0.9382458690101889,15.016657417681207,0.0,0.9999999999999998,27.359899520874023,6.960440158843994,0.6000000238418579
9838.0,9.0,0.0,4.0,-7.334373625970533,-8.701867983760852,1.367494357790319,-7.751418134260089,0.41704450828955597,-8.726093805628757,1.3917201796582237,0.024225821867904784,0.6,0.5,0.9247567122399247,12.083045973594572,0.7071067811865476,1.0,26.70989990234375,6.9904398918151855,0.6000000238418579
11329.0,10.0,0.0,4.0,-6.270504676813047,-8.008383044380112,1.737878367567065,-7.8219814782654264,1.5514768014523792,-8.050178375048572,1.7796736982355252,0.041795330668460196,0.8,0.5,0.904164955842716,14.849242404917497,0.5,1.0,27.099899291992188,7.110439777374268,0.6000000238418579
11627.0,11.0,0.0,4.0,-9.195322915370738,-9.252131206272994,0.056808290902255365,-9.303138401481181,0.107815486110443,-9.505244871246987,0.3099219558762485,0.2531136649739931,0.2,0.75,0.970867008880336,3.570714214271425,0.0,0.9999999999999997,26.449899673461914,7.140439987182617,0.6000000238418579
12521.0,12.0,0.0,4.0,-6.39188172160723,-5.799522832377764,-0.592358889229466,-5.763892229171993,-0.6279894924352369,-6.391881721607228,-1.7763568394002505e-15,0.5923588892294642,0.0,0.5,0.8716842091835344,12.509996003196804,0.0,0.9999999999999998,26.91990089416504,7.210440158843994,0.6000000238418579
13714.0,13.0,0.0,4.0,-8.899404392475725,-8.467335048862743,-0.4320693436129819,-8.600412918383885,-0.29899147409184046,-8.899404392475708,-1.7763568394002505e-14,0.4320693436129641,0.0,0.5,0.9652730553541181,2.5495097567963922,0.0,0.9999999999999998,26.749900817871094,7.3104400634765625,0.6000000238418579
16695.0,14.0,0.0,4.0,-10.240127491053512,-12.450641346641564,2.2105138555880526,-12.00208388432754,1.761956393274028,-12.461836826967442,2.22170933591393,0.011195480325877583,0.6,0.75,0.9521699659801999,2.0,0.0,1.0,27.519899368286133,7.550439834594727,0.6000000238418579
16994.0,15.0,0.0,4.0,-8.487992443122018,-11.473164712054391,2.9851722689323736,-12.166981135917274,3.678988692795256,-12.421552269302541,3.933559826180524,0.9483875572481502,1.2,0.5,0.9406467229949926,5.0,0.7071067811865476,1.0,26.879899978637695,7.580440044403076,0.6000000238418579
17888.0,16.0,0.0,4.0,-10.359031519422269,-10.830052063141258,0.47102054371898916,-11.198110371651113,0.8390788522288446,-11.40969051750281,1.0506589980805412,0.579638454361552,1.2,0.75,0.9652429331345808,15.0,0.5,1.0,27.349899291992188,7.650440216064453,0.6000000238418579
19080.0,17.0,0.0,4.0,-5.637520077317287,-7.41098399439554,1.773463917078253,-7.380798580596386,1.7432785032790985,-7.514555331806414,1.877035254489127,0.10357133741087399,0.8,0.5,0.8916462917187397,14.017845768876187,0.0,1.0,27.16990089416504,7.7504401206970215,0.6000000238418579
20273.0,18.0,0.0,4.0,-9.739346914961471,-12.052434738830689,2.3130878238692176,-11.394252330338526,1.6549054153770548,-12.059555824065791,2.32020890910432,0.0071210852351022425,0.6,0.75,0.9511181763845404,14.0,0.5,1.0000000000000002,26.999900817871094,7.85044002532959,0.6000000238418579
21764.0,19.0,0.0,4.0,-7.48085063682143,-11.519825915658606,4.038975278837176,-11.44067214555326,3.95982150873183,-11.875184590726114,4.394333953904685,0.3553586750675084,0.8,0.5,0.9195969312348662,13.546217184144066,0.0,1.0000000000000002,27.38990020751953,7.970439910888672,0.6000000238418579
22956.0,20.0,0.0,4.0,-8.427004928457709,-7.978238823911581,-0.4487661045461282,-7.909149481459769,-0.51785544699794,-8.42700492845772,1.0658141036401503e-14,0.44876610454613886,0.0,0.5,0.9315016731595975,3.8078865529319543,0.5,1.0,27.20989990234375,8.070440292358398,0.6000000238418579
24149.0,21.0,0.0,4.0,-7.932874428685382,-8.67423792243719,0.7413634937518072,-8.766294542742225,0.8334201140568425,-8.852776732993686,0.9199023043083034,0.17853881055649623,1.2,0.75,0.955635358644352,5.024937810560445,0.5,0.9999999999999999,27.039899826049805,8.170439720153809,0.6000000238418579
24745.0,22.0,0.0,4.0,-9.372051166262253,-9.391393430621026,0.019342264358773065,-9.504587920151273,0.13253675388902053,-9.590615950358114,0.2185647840958609,0.19922251973708782,1.2,0.75,0.9714425579103899,15.016657417681207,0.5,0.9999999999999999,26.949899673461914,8.220439910888672,0.6000000238418579
25640.0,23.0,0.0,4.0,-9.043455128893418,-9.257199756438728,0.2137446275453101,-9.180706493278302,0.13725136438488406,-9.258165560477122,0.21471043158370406,0.0009658040383939692,0.6,0.75,0.9350778968263512,14.0089257261219,0.0,1.0,27.429899215698242,8.29043960571289,0.6000000238418579
31304.0,24.0,0.0,4.0,-7.681236042774733,-9.295514781485464,1.6142787387107305,-9.064538458878362,1.3833024161036285,-9.361181402438032,1.6799453596632983,0.06566662095256781,0.8,0.5,0.9212098324981747,3.8078865529319543,0.7071067811865476,1.0,27.199899673461914,8.7604398727417,0.6000000238418579
31602.0,25.0,0.0,4.0,-7.496179853613,-8.986024539265658,1.489844685652658,-8.274947277646282,0.7787674240332816,-8.993083966483935,1.4969041128709346,0.0070594272182766815,0.6,0.5,0.9306898952407261,8.958236433584458,0.0,1.0,26.54990005493164,8.79043960571289,0.6000000238418579
31901.0,26.0,0.0,4.0,-9.06684339342291,-11.008037296957658,1.9411939035347476,-11.050229257867837,1.9833858644449265,-11.050823706421804,1.9839803129988933,0.04278640946414569,0.8,0.75,0.9578170612927756,12.020815280171307,0.0,1.0000000000000002,27.11989974975586,8.810440063476562,0.6000000238418579
32795.0,27.0,0.0,4.0,-9.328373637004596,-11.049626514282739,1.7212528772781432,-10.553042385961005,1.2246687489564092,-11.133439115108398,1.8050654781038027,0.08381260082565944,0.4,0.75,0.9425790503667535,13.0,0.5,1.0,26.379899978637695,8.890439987182617,0.6000000238418579
