dataset_key,dataset,paper_role,claim_update,campaign_classification,n_seeds,n_users_per_seed,source_alpha,mean_grid_channel_nmse_db,std_grid_channel_nmse_db,ci95_grid_channel_nmse_db_low,ci95_grid_channel_nmse_db_high,mean_source_alpha_channel_nmse_db,std_source_alpha_channel_nmse_db,ci95_source_alpha_channel_nmse_db_low,ci95_source_alpha_channel_nmse_db_high,mean_source_alpha_gain_vs_grid_db,std_source_alpha_gain_vs_grid_db,ci95_source_alpha_gain_vs_grid_db_low,ci95_source_alpha_gain_vs_grid_db_high,min_seed_mean_source_alpha_gain_vs_grid_db,min_cell_source_alpha_gain_vs_grid_db,mean_source_alpha_gap_vs_oracle_db,std_source_alpha_gap_vs_oracle_db,ci95_source_alpha_gap_vs_oracle_db_low,ci95_source_alpha_gap_vs_oracle_db_high,min_mean_support_recall,mean_dominant_energy_recall,total_elapsed_seconds
o1_60,DeepMIMO O1_60,E2 ray-traced scalar source-alpha transfer robustness,scaled-source-alpha-transfer-weak-support,weak,5,100,0.6419195571509573,-4.6224814706707615,0.13259027032239115,-4.78711403584218,-4.457848905499343,-5.945935777878067,0.1189866744760882,-6.093677247841017,-5.798194307915118,1.3234543072073055,0.0560597298098532,1.2538469589533805,1.3930616554612305,1.2250421494588433,0.8554463670332608,0.21197435440869353,0.022617229555093328,0.183891354731024,0.24005735408636306,0.825,0.6122641419700285,72.19129379999958
i3_60,DeepMIMO I3_60,E3 indoor cross-scenario scalar source-alpha transfer robustness,scaled-source-alpha-transfer-partial-support,partial,5,100,0.6419195571509573,-13.980867521257442,0.10981578607610692,-14.11722182926259,-13.844513213252295,-20.68229862567556,0.19022219951923858,-20.91849068247773,-20.44610656887339,6.7014311044181145,0.18959643295604628,6.466016039428738,6.936846169407491,6.409724295404705,-0.24115118541562042,0.9972642876430553,0.05539180983180424,0.9284862715795547,1.0660423037065558,0.30625,0.9705740337445862,52.95398930000101
