n_targets,snr_db,offset_radius_bins,mean_grid_nmse_db,mean_refined_nmse_db,mean_refinement_gain_db,mean_recovery_seconds
2.0,20.0,0.35,-5.417837427149771,-12.412480282838835,6.994642855689063,0.160158575
4.0,20.0,0.35,-5.243891491484931,-13.460061530357773,8.216170038872844,0.30731200000000003
8.0,20.0,0.35,-5.481623694711491,-12.870310479747635,7.3886867850361435,0.6185862000000001
16.0,20.0,0.35,-5.5798351359961345,-13.127631278027502,7.547796142031367,1.2675139749999997
