method,sample_count,mean_measurement_nmse_db,mean_gain_vs_grid_db,mean_angle_bin_rmse,mean_delay_bin_rmse,mean_doppler_bin_rmse,mean_normalized_joint_bin_rmse,mean_matched_fraction_within_half_bin,median_wall_clock_ms
grid_fft_topk_plus_ls,18,-5.7380488034784065,0.0,1.651998815237602,0.7800525277626861,2.200656230689392,0.1855532373026953,0.6388888888888888,0.7636000004822563
deterministic_cartesian_local_refinement_plus_ls,18,-12.324695982320735,6.586647178842328,1.8432111039550112,0.7537174432436746,2.172681916811927,0.18235070386166052,0.7361111111111112,13.894449999952485
fixed_source_trained_scalar_interpolation_plus_ls,18,-10.977870573835974,5.239821770357565,1.6424886358591047,0.7383059187012884,2.196598470202037,0.18082609629091867,0.7222222222222222,14.04080000020258
tensor_nomp3d_known_order_v1,18,-21.489512807734073,15.751464004255663,1.1488713680013551,0.5138016920803825,1.1945291411840548,0.1139050665083465,0.8333333333333334,29.871499999899243
