user_index,sample_index,snr_db,l_value,grid_channel_nmse_db,source_alpha_channel_nmse_db,source_alpha_gain_vs_grid_db,bounded_refine_channel_nmse_db,bounded_gain_vs_grid_db,oracle_alpha_channel_nmse_db,oracle_alpha_gain_vs_grid_db,source_alpha_gap_vs_oracle_db,oracle_alpha,support_recall,dominant_energy_recall,delay_bin_rmse,tx_bin_rmse,noise_variance,rx_x_m,rx_y_m,rx_z_m
7552.0,0.0,0.0,4.0,-9.749737646146157,-12.598006792590752,2.8482691464445953,-12.323299070972723,2.5735614248265666,-12.585794356428487,2.83605671028233,-0.012212436162265305,0.6,0.75,0.9492492996967279,6.041522986797286,0.0,1.0,26.83989906311035,6.800439834594727,0.6000000238418579
15105.0,1.0,0.0,4.0,-8.240290867254835,-10.085982831742735,1.8456919644878997,-9.16545444692627,0.9251635796714357,-10.09610956940602,1.8558187021511845,0.010126737663284757,0.6,0.5,0.9320097810835969,10.074720839804943,0.0,0.9999999999999999,27.349899291992188,7.420440196990967,0.6000000238418579
33988.0,2.0,0.0,4.0,-8.38235865275655,-10.211490557735747,1.8291319049791976,-9.23834858686195,0.8559899341054003,-10.227965405997244,1.8456067532406948,0.016474848261497144,0.6,0.5,0.9406741200547775,11.10180165558726,0.5,0.9999999999999999,27.41990089416504,8.980440139770508,0.6000000238418579
41540.0,3.0,0.0,4.0,-10.304874507868915,-11.12822948335422,0.8233549754853051,-11.299584849477926,0.9947103416090108,-11.576002771713869,1.271128263844954,0.4477732883596488,1.2,1.0,0.9636956542731148,0.0,0.0,1.0,26.70989990234375,9.610440254211426,0.6000000238418579
45317.0,4.0,0.0,4.0,-8.89987257068883,-10.810374205308179,1.910501634619349,-10.087120666736489,1.187248096047659,-10.864551371951363,1.964678801262533,0.05417716664318384,0.6,0.75,0.9566750585771696,6.0,0.5,1.0,26.969900131225586,9.920439720153809,0.6000000238418579
54758.0,5.0,0.0,4.0,-8.927782521442301,-10.445840812853348,1.5180582914110463,-10.152580857566662,1.2247983361243602,-10.464711011236343,1.5369284897940414,0.018870198382995085,0.6,0.75,0.9529368157835212,13.0,0.5,1.0,26.999900817871094,10.700400352478027,0.6000000238418579
66087.0,6.0,0.0,4.0,-7.446516166068885,-8.984534841382235,1.5380186753133502,-8.990869602445475,1.54435343637659,-9.008126994299017,1.5616108282301324,0.023592152916782183,0.8,0.5,0.9207070908972849,15.92953232207399,0.0,1.0000000000000002,26.54990005493164,11.640399932861328,0.6000000238418579
69864.0,7.0,0.0,4.0,-6.980620255918702,-10.851514301716783,3.8708940457980807,-10.329610089648988,3.3489898337302852,-10.824580119688875,3.8439598637701726,-0.026934182027908093,0.6,0.75,0.8644825905934529,9.526279441628825,0.0,0.9999999999999998,18.505300521850586,6.51501989364624,1.0
81193.0,8.0,0.0,4.0,-8.973910269126218,-9.461782268431687,0.48787199930546876,-6.863225984734182,-2.110684284392036,-9.740600988665179,0.7666907195389605,0.27881872023349175,0.4,0.75,0.966627943899684,15.016657417681207,0.0,0.9999999999999998,19.387300491333008,8.349020004272461,1.0
88746.0,9.0,0.0,4.0,-8.602409049969229,-9.327844777547798,0.725435727578569,-8.211502039173858,-0.39090701079537027,-9.507602434255551,0.9051933842863225,0.17975765670775345,0.4,0.5,0.966570065379641,5.545268253204709,0.5,1.0,19.17729949951172,9.58102035522461,1.0
