n_targets,mean_depth_savings_percent,std_depth_savings_percent,min_depth_savings_percent,depth_savings_ci95_low_percent,depth_savings_ci95_high_percent,mean_nmse_gap_db,max_nmse_gap_db,nmse_gap_ci95_low_db,nmse_gap_ci95_high_db,n_seed_cells
16.0,20.5,6.937218462755804,12.5,11.886305587121658,29.113694412878342,0.25306429755686904,0.42874431401764673,0.092621591951845,0.4135070031618931,5.0
32.0,26.5,3.3541019662496847,22.5,22.33533234220331,30.66466765779669,0.395595875728264,0.49570807202904843,0.29351321802418645,0.49767853343234153,5.0
64.0,27.0,2.7386127875258306,25.0,23.59956309670872,30.40043690329128,0.38827004949118943,0.4608707027870388,0.3055731651391726,0.47096693384320626,5.0
