seed,snr_db,l_value,mean_delay_alpha,mean_angle_alpha,mean_grid_nmse_db,mean_model_nmse_db,mean_grid_delay_rmse_bins,mean_model_delay_rmse_bins,mean_grid_angle_rmse_bins,mean_model_angle_rmse_bins,mean_local_grid_delay_rmse_bins,mean_local_model_delay_rmse_bins,mean_local_grid_angle_rmse_bins,mean_local_model_angle_rmse_bins
20260625.0,10.0,16.0,0.7780988128997915,0.8668602588984464,-7.514850266117651,-11.60516141142785,3.0382005252085342,3.053403958181248,0.6850053544878784,0.7216838994161905,0.23158250667320385,0.14938572953600715,0.23230155455064921,0.14464381071556462
20260625.0,20.0,4.0,0.846798812894394,0.9527575537354285,-7.106248050049505,-14.078746683704148,4.926395703373252,4.924119614038531,0.5310606497468764,0.4564047747959625,0.20805662637374117,0.07825353384142053,0.27568782851644374,0.09762577049785001
20260625.0,20.0,8.0,0.8136471991906754,0.99383154649074,-7.803462914110811,-12.827124260376591,4.018401808365302,4.068589275414798,0.6321286588665579,0.6724154195957002,0.22675218320198448,0.10594473018536726,0.23107292436272328,0.09639082432864077
20260625.0,20.0,16.0,0.7571174625063812,0.890042506935849,-7.7293913873879525,-13.148649377634968,2.633150203316114,2.6569542536517514,0.7090031624626354,0.7240291406320523,0.2410861288383311,0.12015886759028052,0.24291084547384426,0.13905538550884822
20260625.0,30.0,4.0,0.7770634022422755,0.9075156043245687,-6.9974396309959195,-13.829479394829711,4.013415743699619,3.9786508986203857,0.5387697658334043,0.48065197902082835,0.24487297053184795,0.0803074755374361,0.19467713017435928,0.06929912411970378
20260625.0,30.0,8.0,0.8619710687094633,1.0095098812898886,-6.960953474284967,-13.70283356822841,5.8978292405508,5.953409149233967,0.9607998469882955,0.9821168808262656,0.236440950721503,0.0867865402863942,0.26568777451630127,0.08316854175828363
20260625.0,30.0,16.0,0.7298477769523252,0.8885387263396893,-7.395139696776977,-12.022080507297419,3.738554023844843,3.7647992523450107,0.8160814457183224,0.8424138676361357,0.2905881040490065,0.14709742499785727,0.29780285095280706,0.1503885400925699
20260626.0,0.0,4.0,0.9272868537097982,0.9954066683550302,-6.087939161816244,-11.432857512112832,4.836023000724147,4.817330379341152,0.4659954895934228,0.3220291289021928,0.21563999112762144,0.11792844627657506,0.2764547787842347,0.14406730542259696
20260626.0,0.0,8.0,0.9077835943720263,0.8755296015511684,-5.716981547710697,-8.651785409038744,6.330505872412803,6.378342896313844,0.7801809218053646,0.7455252255390639,0.2428952233785593,0.12599084463762059,0.27197543913921735,0.12655263127623867
20260626.0,0.0,16.0,0.7308108219180663,0.7388308487962951,-4.92442066016898,-6.477135314634431,4.057277079778992,4.104281826074066,0.8724720653464498,0.8735465582426555,0.3207500914556473,0.20399908462099411,0.27198723226799665,0.17771075922589813
20260626.0,10.0,4.0,0.9005074047049465,0.7971191677504446,-6.88976627450579,-14.322710008004183,3.882050090560227,3.7972634950132846,0.29095007552563523,0.19769920779603262,0.19554136702243427,0.06456938515911832,0.21837174687065267,0.07675073943548433
20260626.0,10.0,8.0,0.9755576012174696,0.8387449461221287,-7.651106832012756,-12.159967669942473,5.777499026379328,5.7808021586205065,0.6859466895569906,0.6477399847625165,0.2553295181298277,0.0847242697277597,0.3557357347370628,0.16119314307063443
20260626.0,10.0,16.0,0.8378974202603517,0.7760245226930522,-7.49101287522904,-11.788962706925645,4.016978922145583,4.024831961036091,0.6686214916101514,0.6735804828623428,0.265471123972648,0.1399576084651682,0.2585796306031149,0.16042322398967354
20260626.0,20.0,4.0,0.9335713311433915,1.0077936340368934,-8.157739213587394,-14.736952025150998,3.073427407414056,3.0097549691598675,0.39763151873692243,0.3408112370219472,0.18000884719396967,0.08062564653841589,0.31081705097225537,0.09693530593161126
20260626.0,20.0,8.0,0.9916739190894528,0.8214961360033726,-7.012279102744392,-12.303352723045144,3.8001307205553267,3.8486986834637413,0.6298834907970339,0.6710097391611787,0.20694637896640353,0.10147524611348241,0.2499931438385573,0.10136617719543228
20260626.0,20.0,16.0,0.9667237870630205,0.8309045315168504,-7.837589347717242,-12.579932472772699,3.4674292161670923,3.518401425735096,0.7626476505871729,0.7533498512984356,0.2737616065506886,0.15883865399955813,0.247214631382975,0.14283161640147435
20260626.0,30.0,4.0,1.1109941208487255,0.9093724772681595,-7.704367224312737,-12.158968461492972,5.382206993192694,5.4776527513555315,0.484952026643533,0.46111751745510465,0.2234954388185735,0.11345330342308603,0.149006445357239,0.09326894782344908
20260626.0,30.0,8.0,1.0318621075913184,0.8383964640288901,-7.441710188797357,-12.864835994221343,2.3082817426431648,2.3216397185539854,0.3553966393510294,0.2820460734399391,0.2571300882250456,0.12230659586691228,0.18943242584439354,0.08917524638745683
20260626.0,30.0,16.0,0.8855518622651193,0.7418678527885986,-7.084771673504116,-11.715644795626453,3.971911683330441,4.006032303620235,0.8385108699169187,0.8494819311795146,0.2773903639180941,0.1271706798051964,0.33360532659221226,0.1740829069690572
