method,sample_count,mean_measurement_nmse_db,mean_gain_vs_grid_db,mean_angle_bin_rmse,mean_delay_bin_rmse,mean_doppler_bin_rmse,mean_normalized_joint_bin_rmse,mean_matched_fraction_within_half_bin,median_wall_clock_ms
grid_fft_topk_plus_ls,30,-5.411913520177573,0.0,9.668488604938286,1.2806259167391814,2.700660499893122,0.15244542117194895,0.6958333333333333,11.927049999940209
deterministic_cartesian_local_refinement_plus_ls,30,-12.505456784587134,7.093543264409563,9.531534876877553,1.2772783513842494,2.6708882883975855,0.15051416681997312,0.7833333333333333,378.37390000004234
fixed_source_trained_scalar_interpolation_plus_ls,30,-11.405716004073946,5.993802483896371,9.530142204606399,1.267504791251705,2.6644691738419444,0.15034855675440753,0.75,357.5345499998548
tensor_nomp3d_known_order_v1,30,-58.592931545223685,53.18101802504613,0.0005748650533140384,0.0005537378959719939,0.00048475990374100003,3.9916914234277884e-05,1.0,2711.465799999587
