seed,snr_db,n_targets,sample_index,method,measurement_nmse_db,angle_bin_rmse,delay_bin_rmse,doppler_bin_rmse,normalized_joint_bin_rmse,matched_fraction_within_half_bin,wall_clock_ms,gain_vs_grid_db,newton_updates,final_residual_energy
20260630,20.0,2,0,grid_fft_topk_plus_ls,-8.129680729710117,4.457529911746509,3.7785263965775666,4.977777105132871,0.28492248146365906,0.0,6.512200000543089,0.0,,
20260630,20.0,2,0,deterministic_cartesian_local_refinement_plus_ls,-10.594687683286166,4.457529911746509,3.7785263965775666,5.110877876634925,0.28721447760861657,0.5,156.49469999971188,2.465006953576049,,
20260630,20.0,2,0,fixed_source_trained_scalar_interpolation_plus_ls,-10.498457922734563,4.457529911746509,3.7785263965775666,5.06074579114894,0.28634626381545814,0.0,161.71549999944546,2.368777193024446,,
20260630,20.0,2,0,tensor_nomp3d_known_order_v1,-59.21999931194776,0.0009542460495195064,0.0009337286249223534,0.00012340156138669354,5.895854045610412e-05,1.0,946.6738000000987,51.09031858223764,6.0,0.002438654806766646
20260630,20.0,2,1,grid_fft_topk_plus_ls,-6.3738451558185405,0.2693597488988782,0.11765362396380633,0.14735660758942065,0.008927777593923427,1.0,6.7543000004661735,0.0,,
20260630,20.0,2,1,deterministic_cartesian_local_refinement_plus_ls,-15.09139744547923,0.08675205523767263,0.04693549287023762,0.07065470481895639,0.0037335863733108593,1.0,185.80759999986185,8.717552289660688,,
20260630,20.0,2,1,fixed_source_trained_scalar_interpolation_plus_ls,-18.184998799479768,0.04147210162466278,0.023505160449436728,0.07184402918552474,0.0027025434257771717,1.0,217.10589999929653,11.811153643661228,,
20260630,20.0,2,1,tensor_nomp3d_known_order_v1,-62.586550186177945,0.00012478866804197918,0.0002450480221217289,0.0002198068865788096,1.6813617040029934e-05,1.0,1033.3183999991888,56.2127050303594,7.0,0.028913604036947697
20260630,20.0,4,0,grid_fft_topk_plus_ls,-4.968504167873839,11.34692224520211,1.5912223289530512,2.4049231103094066,0.15296116696140588,0.75,13.27099999980419,0.0,,
20260630,20.0,4,0,deterministic_cartesian_local_refinement_plus_ls,-12.22515167371278,11.458379773526655,1.5845642914079818,2.618612215092773,0.15658217845735564,0.75,311.65579999924375,7.2566475058389415,,
20260630,20.0,4,0,fixed_source_trained_scalar_interpolation_plus_ls,-12.077942087141551,11.418211883690345,1.5851173855604659,2.538434183487348,0.15512881892371963,0.75,331.2783999999738,7.109437919267712,,
20260630,20.0,4,0,tensor_nomp3d_known_order_v1,-56.97703316472829,0.00025180402097551235,0.000985147786146618,0.0007569727933970482,6.598883725146008e-05,1.0,2733.2082999992053,52.00852899685445,16.0,0.014683426773915894
20260630,20.0,4,1,grid_fft_topk_plus_ls,-3.4680543994513884,0.2833075610287785,0.1439303941696807,0.18018442836613258,0.010840944795319695,1.0,10.407300000224495,0.0,,
20260630,20.0,4,1,deterministic_cartesian_local_refinement_plus_ls,-11.937682010815871,0.08567462161020248,0.06577437039384686,0.08120687202034088,0.004877241678654138,1.0,381.23300000006566,8.469627611364483,,
20260630,20.0,4,1,fixed_source_trained_scalar_interpolation_plus_ls,-10.588236921371452,0.1264814107053263,0.06615733962831245,0.0844471118507911,0.005003742325095907,1.0,419.91179999968153,7.120182521920064,,
20260630,20.0,4,1,tensor_nomp3d_known_order_v1,-59.0880258178649,0.00047003349050647205,0.0002102339327245733,0.00015458629956149306,1.4473115146227854e-05,1.0,2895.2343000000837,55.61997141841351,18.0,0.02004434784442213
20260630,20.0,8,0,grid_fft_topk_plus_ls,-4.522402600235194,6.99707299771419,0.34681188984694217,1.800280006079794,0.0813824728741972,0.875,20.310699999754434,0.0,,
20260630,20.0,8,0,deterministic_cartesian_local_refinement_plus_ls,-12.732543864221057,6.91523722888051,0.4512513834132763,1.7877117148164852,0.08267503945319012,0.875,788.3639000001494,8.210141263985864,,
20260630,20.0,8,0,fixed_source_trained_scalar_interpolation_plus_ls,-10.32029955746819,6.943918727756758,0.40086265595966936,1.789785834450935,0.08184709844882279,0.875,879.6797000004517,5.797896957232996,,
20260630,20.0,8,0,tensor_nomp3d_known_order_v1,-55.747880327186934,0.000675628854907381,0.0008718679249026567,0.0006620724646518332,5.8525871592814496e-05,1.0,8574.117399999523,51.22547772695174,47.0,0.06689706173038355
20260630,20.0,8,1,grid_fft_topk_plus_ls,-3.974316192977266,18.582000091890084,1.1669279989978176,3.7607919460162793,0.20051474371065683,0.625,20.697699999800534,0.0,,
20260630,20.0,8,1,deterministic_cartesian_local_refinement_plus_ls,-12.532037463169384,18.702338497418964,1.2996669271704215,3.6987019083223416,0.20324040921514996,0.75,750.2293999996255,8.557721270192118,,
20260630,20.0,8,1,fixed_source_trained_scalar_interpolation_plus_ls,-10.03507226202148,18.6587521973264,1.245604196082073,3.7202723198487155,0.20205453506716853,0.75,730.7010000004084,6.0607560690442135,,
20260630,20.0,8,1,tensor_nomp3d_known_order_v1,-54.17688568161462,0.0018322014313664617,0.0010858142815142041,0.0005215091555553834,7.12455628100779e-05,1.0,8878.362100000231,50.20256948863735,44.0,0.04729303705295414
20260701,20.0,2,0,grid_fft_topk_plus_ls,-5.485664708899019,0.16575679955165445,0.28692394869488225,0.17174610110660612,0.01876341550979167,1.0,6.717199999911827,0.0,,
20260701,20.0,2,0,deterministic_cartesian_local_refinement_plus_ls,-13.721177053831493,0.0674108773276104,0.07321801799028539,0.054636397192222186,0.004912581770225264,1.0,184.1217000001052,8.235512344932474,,
20260701,20.0,2,0,fixed_source_trained_scalar_interpolation_plus_ls,-13.877934098445149,0.08328925171793519,0.06187763575342812,0.029014015519891,0.0040251587990386235,1.0,175.42489999959798,8.39226938954613,,
20260701,20.0,2,0,tensor_nomp3d_known_order_v1,-62.90530573978047,6.226124444349423e-05,0.00018852121175934477,0.00011546896579908388,1.2332326601251552e-05,1.0,1064.7743999998056,57.41964103088145,7.0,0.0028455177257248492
20260701,20.0,2,1,grid_fft_topk_plus_ls,-7.305165915690973,10.719867434014244,4.943908224940219,2.920967621451685,0.3329015261720915,0.0,7.421000000249478,0.0,,
20260701,20.0,2,1,deterministic_cartesian_local_refinement_plus_ls,-12.694572415699207,10.878560309907495,5.078163676329385,2.920967621451685,0.34101107605922504,0.5,211.19720000024245,5.389406500008234,,
20260701,20.0,2,1,fixed_source_trained_scalar_interpolation_plus_ls,-13.893902624076958,10.821465295686009,5.02760889580989,2.920967621451685,0.33796042614154986,0.5,183.61229999936768,6.5887367083859845,,
20260701,20.0,2,1,tensor_nomp3d_known_order_v1,-64.45559488395544,0.00012254216610146505,0.00012801793719586238,0.00021517011370882763,1.0495119923123297e-05,1.0,902.7168000002348,57.15042896826447,7.0,0.005363966502889389
20260701,20.0,4,0,grid_fft_topk_plus_ls,-4.120548586287105,27.644508027406896,3.344229809092767,7.5794750763113345,0.3826659298507175,0.25,12.038500000016938,0.0,,
20260701,20.0,4,0,deterministic_cartesian_local_refinement_plus_ls,-10.25631644505692,27.63426510564474,3.4438463714873975,7.558531938248079,0.38565589976828285,0.5,388.2722999996986,6.135767858769814,,
20260701,20.0,4,0,fixed_source_trained_scalar_interpolation_plus_ls,-9.222774684103058,27.63756492170838,3.405521700778339,7.565268887485189,0.3844680943323056,0.5,337.5000000005457,5.102226097815953,,
