profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,topk_energy_efficiency,clean_topk_energy_fraction,effective_support_95,effective_support_99,delay_support_recall,angle_support_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
A,20260626.0,33.0,0.0,4.0,-5.247420017656603,1.0,0.7022378315354388,1.0,0.7022378315354388,30.0,133.0,1.0,1.0,0.0,0.0,1.0000000741981754
A,20260626.0,34.0,0.0,4.0,-8.573749008888637,1.0,0.862367698522782,1.0000000000000002,0.8623676985227818,21.0,121.0,1.0,1.0,0.0,0.0,1.0000000515717735
A,20260626.0,35.0,0.0,4.0,-5.059671984930537,1.0,0.6905992730071484,1.0000000000000002,0.6905992730071483,41.0,186.0,1.0,1.0,0.0,0.0,1.000000059631847
A,20260626.0,36.0,0.0,4.0,-8.767717996490678,0.75,0.8686699678909575,0.9960503206097199,0.8721145407183966,12.0,73.0,0.75,0.75,0.7071067811865476,0.5,1.0000000830553186
A,20260626.0,37.0,0.0,4.0,-5.101721959634541,1.0,0.6917655250863376,1.0000000000000002,0.6917655250863375,38.0,173.0,1.0,1.0,0.0,0.0,0.9999998782611859
A,20260626.0,38.0,0.0,4.0,-6.164702087534062,1.0,0.76033699295317,1.0000000000000002,0.7603369929531699,24.0,127.0,1.0,1.0,0.0,0.0,0.999999947603449
A,20260626.0,39.0,0.0,4.0,-6.353089358763181,1.0,0.7694786836931261,1.0,0.7694786836931261,40.0,180.0,1.0,1.0,0.0,0.0,0.9999997375024979
A,20260626.0,40.0,0.0,4.0,-3.5199289258745003,1.0,0.557897132216083,1.0,0.557897132216083,58.0,261.0,1.0,1.0,0.0,0.0,0.9999999808273498
A,20260626.0,41.0,0.0,4.0,-5.998571411904262,1.0,0.7511322180992083,1.0000000000000002,0.7511322180992082,23.0,131.0,1.0,1.0,0.0,0.0,0.9999997838228845
A,20260626.0,42.0,0.0,4.0,-6.231624712539644,1.0,0.7657598869450413,1.0,0.7657598869450413,31.0,141.0,1.0,1.0,0.0,0.0,0.9999999732028492
A,20260626.0,43.0,0.0,4.0,-6.311404019448687,0.75,0.7690670725771603,0.9886737488887551,0.7778775085730483,32.0,148.0,0.75,1.0,0.8660254037844386,0.0,0.9999998632405293
