profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,topk_energy_efficiency,clean_topk_energy_fraction,effective_support_95,effective_support_99,delay_support_recall,angle_support_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
A,20260626.0,23.0,20.0,8.0,-6.790009186211136,1.0,0.7906558480243153,1.0000000000000002,0.7906558480243152,48.0,212.0,1.0,1.0,0.0,0.0,0.01000000099959899
A,20260626.0,24.0,20.0,8.0,-8.172838826102097,1.0,0.847740296342445,1.0,0.847740296342445,43.0,195.0,1.0,1.0,0.0,0.0,0.009999999632338247
A,20260626.0,25.0,20.0,8.0,-7.046211236498281,0.875,0.8026640997390639,0.9991940267459432,0.8033115473609119,45.0,205.0,0.875,0.875,0.3535533905932738,0.3535533905932738,0.009999999569286912
A,20260626.0,26.0,20.0,8.0,-7.183149947991842,1.0,0.8087505554062774,1.0000000000000002,0.8087505554062773,38.0,158.0,1.0,1.0,0.0,0.0,0.0100000006515145
A,20260626.0,27.0,20.0,8.0,-10.018672406131087,1.0,0.9004525675958169,1.0,0.9004525675958169,19.0,72.0,1.0,1.0,0.0,0.0,0.009999999503670882
A,20260626.0,28.0,20.0,8.0,-4.910305512066099,1.0,0.6771921424023994,1.0,0.6771921424023994,81.0,334.0,1.0,1.0,0.0,0.0,0.009999999858250643
A,20260626.0,29.0,20.0,8.0,-8.323374221415063,1.0,0.8529070806368725,1.0,0.8529070806368725,33.0,149.0,1.0,1.0,0.0,0.0,0.009999999702605877
A,20260626.0,30.0,20.0,8.0,-8.954369438227491,1.0,0.8728073417624558,1.0,0.8728073417624558,25.0,112.0,1.0,1.0,0.0,0.0,0.009999999090958394
A,20260626.0,31.0,20.0,8.0,-6.747327195665578,1.0,0.788586243847347,1.0,0.788586243847347,52.0,228.0,1.0,1.0,0.0,0.0,0.009999997232978964
A,20260626.0,32.0,20.0,8.0,-8.334376714882906,1.0,0.8532853139300595,1.0000000000000002,0.8532853139300594,36.0,174.0,1.0,1.0,0.0,0.0,0.00999999981766174
A,20260626.0,33.0,20.0,8.0,-7.872507388020253,1.0,0.8368280658267523,1.0000000000000002,0.8368280658267522,30.0,133.0,1.0,1.0,0.0,0.0,0.010000000741981754
A,20260626.0,34.0,20.0,8.0,-10.581638084752374,1.0,0.9125690168377864,0.9999999999999999,0.9125690168377865,21.0,121.0,1.0,1.0,0.0,0.0,0.010000000515717734
A,20260626.0,35.0,20.0,8.0,-7.827315602671982,1.0,0.8351442454047293,1.0,0.8351442454047293,41.0,186.0,1.0,1.0,0.0,0.0,0.01000000059631847
A,20260626.0,36.0,20.0,8.0,-11.769318239369804,1.0,0.9335183217359352,1.0,0.9335183217359352,12.0,73.0,1.0,1.0,0.0,0.0,0.010000000830553185
A,20260626.0,37.0,20.0,8.0,-7.725047146452411,1.0,0.8312305712292051,1.0,0.8312305712292051,38.0,173.0,1.0,1.0,0.0,0.0,0.009999998782611859
A,20260626.0,38.0,20.0,8.0,-9.23266314150693,1.0,0.8807052562326146,1.0,0.8807052562326146,24.0,127.0,1.0,1.0,0.0,0.0,0.00999999947603449
A,20260626.0,39.0,20.0,8.0,-8.173056020215142,1.0,0.8477259229352264,1.0000000000000002,0.8477259229352263,40.0,180.0,1.0,1.0,0.0,0.0,0.00999999737502498
A,20260626.0,40.0,20.0,8.0,-5.760934654878059,1.0,0.7346252252639318,1.0,0.7346252252639318,58.0,261.0,1.0,1.0,0.0,0.0,0.009999999808273497
A,20260626.0,41.0,20.0,8.0,-9.351154855351593,1.0,0.8839158311240213,1.0000000000000002,0.8839158311240211,23.0,131.0,1.0,1.0,0.0,0.0,0.009999997838228844
A,20260626.0,42.0,20.0,8.0,-8.862412156408222,1.0,0.8701065051725171,1.0,0.8701065051725171,31.0,141.0,1.0,1.0,0.0,0.0,0.009999999732028492
A,20260626.0,43.0,20.0,8.0,-8.714826214813636,1.0,0.8656006805926248,1.0000000000000002,0.8656006805926247,32.0,148.0,1.0,1.0,0.0,0.0,0.009999998632405293
A,20260626.0,44.0,20.0,8.0,-10.012879858375335,1.0,0.9003171261737042,1.0,0.9003171261737042,21.0,104.0,1.0,1.0,0.0,0.0,0.009999999802358397
A,20260626.0,45.0,20.0,8.0,-7.3983803998902,1.0,0.8179973462697734,1.0000000000000002,0.8179973462697733,42.0,182.0,1.0,1.0,0.0,0.0,0.010000001179319254
A,20260626.0,46.0,20.0,8.0,-7.456374874888362,1.0,0.8204269076314117,0.9999999999999999,0.8204269076314118,32.0,138.0,1.0,1.0,0.0,0.0,0.00999999901417457
A,20260626.0,47.0,20.0,8.0,-8.235353523818741,1.0,0.8499336455129796,1.0000000000000002,0.8499336455129795,36.0,178.0,1.0,1.0,0.0,0.0,0.009999999850412507
A,20260626.0,48.0,20.0,8.0,-7.498482930250811,1.0,0.8221637068063944,0.9999999999999999,0.8221637068063945,39.0,173.0,1.0,1.0,0.0,0.0,0.01000000082985026
A,20260626.0,49.0,20.0,8.0,-7.000792590131194,1.0,0.8005417710973146,0.9999999999999999,0.8005417710973147,47.0,213.0,1.0,1.0,0.0,0.0,0.01000000054746508
A,20260626.0,0.0,20.0,16.0,-6.893653253051053,1.0,0.7956232766536476,0.9999999999999999,0.7956232766536477,65.0,294.0,1.0,1.0,0.0,0.0,0.010000000176969141
A,20260626.0,1.0,20.0,16.0,-8.781136868180324,1.0,0.8676776887894563,1.0,0.8676776887894563,49.0,211.0,1.0,1.0,0.0,0.0,0.009999999956993091
A,20260626.0,2.0,20.0,16.0,-11.593007127654378,1.0,0.9307664894325284,0.9999999999999999,0.9307664894325285,24.0,115.0,1.0,1.0,0.0,0.0,0.009999998260097842
A,20260626.0,3.0,20.0,16.0,-11.451133237696112,1.0,0.9284785483048419,1.0,0.9284785483048419,26.0,140.0,1.0,1.0,0.0,0.0,0.010000000670420804
A,20260626.0,4.0,20.0,16.0,-10.628594635291293,1.0,0.9135471712289039,1.0,0.9135471712289039,31.0,139.0,1.0,1.0,0.0,0.0,0.009999998662220991
A,20260626.0,5.0,20.0,16.0,-7.4633906966085135,1.0,0.8207375025851448,0.9999999999999999,0.8207375025851449,64.0,268.0,1.0,1.0,0.0,0.0,0.009999999654495426
A,20260626.0,6.0,20.0,16.0,-14.349052021256679,1.0,0.9633327082162854,1.0,0.9633327082162854,12.0,77.0,1.0,1.0,0.0,0.0,0.010000001087644317
A,20260626.0,7.0,20.0,16.0,-9.58844509442157,1.0,0.8901514102963725,1.0000000000000002,0.8901514102963723,43.0,190.0,1.0,1.0,0.0,0.0,0.009999999123530036
A,20260626.0,8.0,20.0,16.0,-11.77740891289532,1.0,0.9336498478005858,0.9999999999999999,0.9336498478005859,23.0,105.0,1.0,1.0,0.0,0.0,0.00999999931955535
A,20260626.0,9.0,20.0,16.0,-9.431285458586675,1.0,0.8861083509941191,0.9999999999999999,0.8861083509941192,36.0,164.0,1.0,1.0,0.0,0.0,0.010000000629020662
A,20260626.0,10.0,20.0,16.0,-10.225651689095525,1.0,0.9051402882402217,0.9999999999999999,0.9051402882402219,39.0,182.0,1.0,1.0,0.0,0.0,0.010000000371522847
A,20260626.0,11.0,20.0,16.0,-8.960568735665627,1.0,0.8730487074517997,1.0,0.8730487074517997,47.0,207.0,1.0,1.0,0.0,0.0,0.009999998558258446
A,20260626.0,12.0,20.0,16.0,-9.686334952826497,1.0,0.8926023223706886,1.0000000000000002,0.8926023223706885,41.0,185.0,1.0,1.0,0.0,0.0,0.009999999480379546
A,20260626.0,13.0,20.0,16.0,-10.046071804115995,1.0,0.9011402456825247,1.0000000000000002,0.9011402456825246,35.0,151.0,1.0,1.0,0.0,0.0,0.010000000264367027
A,20260626.0,14.0,20.0,16.0,-12.743739277717053,1.0,0.9469160345473239,1.0,0.9469160345473239,18.0,82.0,1.0,1.0,0.0,0.0,0.010000000508829689
A,20260626.0,15.0,20.0,16.0,-10.003880076530889,1.0,0.9001732655878886,1.0000000000000002,0.9001732655878885,40.0,181.0,1.0,1.0,0.0,0.0,0.010000000437352661
A,20260626.0,16.0,20.0,16.0,-10.3326961485259,1.0,0.9074621267886744,0.9999999999999999,0.9074621267886746,32.0,143.0,1.0,1.0,0.0,0.0,0.009999999506735873
A,20260626.0,17.0,20.0,16.0,-9.676018909538314,1.0,0.8923171376172535,1.0,0.8923171376172535,40.0,181.0,1.0,1.0,0.0,0.0,0.010000001187772193
A,20260626.0,18.0,20.0,16.0,-7.8174087924661375,1.0,0.8347805192886971,1.0,0.8347805192886971,58.0,244.0,1.0,1.0,0.0,0.0,0.009999998749278826
A,20260626.0,19.0,20.0,16.0,-9.105453553776211,1.0,0.8771797889873647,1.0,0.8771797889873647,42.0,193.0,1.0,1.0,0.0,0.0,0.01000000031921816
A,20260626.0,20.0,20.0,16.0,-7.648423217539811,1.0,0.8282261557399352,1.0000000000000002,0.8282261557399351,62.0,270.0,1.0,1.0,0.0,0.0,0.010000001421500598
A,20260626.0,21.0,20.0,16.0,-9.687457745730054,1.0,0.8926631864365263,0.9999999999999999,0.8926631864365264,41.0,194.0,1.0,1.0,0.0,0.0,0.009999999969908056
A,20260626.0,22.0,20.0,16.0,-11.09975220754897,1.0,0.9224715465875887,1.0,0.9224715465875887,28.0,124.0,1.0,1.0,0.0,0.0,0.010000000117268964
A,20260626.0,23.0,20.0,16.0,-9.037776152557772,1.0,0.8753087179590466,1.0,0.8753087179590466,48.0,212.0,1.0,1.0,0.0,0.0,0.01000000099959899
A,20260626.0,24.0,20.0,16.0,-9.947826008358172,1.0,0.8988868665591362,1.0,0.8988868665591362,43.0,195.0,1.0,1.0,0.0,0.0,0.009999999632338247
A,20260626.0,25.0,20.0,16.0,-9.122840895967979,0.9375,0.877743746606851,0.9999345915097243,0.8778011622556363,45.0,205.0,0.9375,0.9375,0.25,0.3535533905932738,0.009999999569286912
A,20260626.0,26.0,20.0,16.0,-9.474653117105715,1.0,0.8872057496359502,1.0,0.8872057496359502,38.0,158.0,1.0,1.0,0.0,0.0,0.0100000006515145
A,20260626.0,27.0,20.0,16.0,-12.30703261843515,0.9375,0.9412853477358605,0.9994349322373942,0.9418175384651039,19.0,72.0,1.0,0.9375,0.0,0.75,0.009999999503670882
A,20260626.0,28.0,20.0,16.0,-6.34762584240547,1.0,0.7681855360605692,1.0000000000000002,0.768185536060569,81.0,334.0,1.0,1.0,0.0,0.0,0.009999999858250643
A,20260626.0,29.0,20.0,16.0,-10.372854011773065,0.9375,0.9083240474305843,0.9999326144952073,0.908385259429837,33.0,149.0,0.9375,0.9375,0.4330127018922193,0.3535533905932738,0.009999999702605877
A,20260626.0,30.0,20.0,16.0,-11.291819514864066,1.0,0.9258132823210299,1.0,0.9258132823210299,25.0,112.0,1.0,1.0,0.0,0.0,0.009999999090958394
A,20260626.0,31.0,20.0,16.0,-8.887890438440865,1.0,0.8709456126460025,0.9999999999999999,0.8709456126460026,52.0,228.0,1.0,1.0,0.0,0.0,0.009999997232978964
A,20260626.0,32.0,20.0,16.0,-10.240169414788875,1.0,0.9054407535080669,1.0000000000000002,0.9054407535080667,36.0,174.0,1.0,1.0,0.0,0.0,0.00999999981766174
A,20260626.0,33.0,20.0,16.0,-10.68348714293032,1.0,0.9146409401504795,1.0,0.9146409401504795,30.0,133.0,1.0,1.0,0.0,0.0,0.010000000741981754
A,20260626.0,34.0,20.0,16.0,-12.246901562884677,0.9375,0.9404491191832317,0.9993489705185291,0.9410617781446893,21.0,121.0,0.9375,0.9375,0.5,0.5,0.010000000515717734
A,20260626.0,35.0,20.0,16.0,-9.706518392376251,0.9375,0.8931085160928742,0.9999028858756065,0.8931952579682642,41.0,186.0,0.9375,0.9375,0.3535533905932738,0.3535533905932738,0.01000000059631847
A,20260626.0,36.0,20.0,16.0,-14.173383526828635,1.0,0.9618326748421985,1.0,0.9618326748421985,12.0,73.0,1.0,1.0,0.0,0.0,0.010000000830553185
A,20260626.0,37.0,20.0,16.0,-9.804241979021743,1.0,0.8954989556873316,1.0,0.8954989556873316,38.0,173.0,1.0,1.0,0.0,0.0,0.009999998782611859
A,20260626.0,38.0,20.0,16.0,-11.853716307221813,1.0,0.9348003960725223,1.0000000000000002,0.9348003960725222,24.0,127.0,1.0,1.0,0.0,0.0,0.00999999947603449
A,20260626.0,39.0,20.0,16.0,-10.288296831315584,1.0,0.9064858002318863,0.9999999999999998,0.9064858002318865,40.0,180.0,1.0,1.0,0.0,0.0,0.00999999737502498
A,20260626.0,40.0,20.0,16.0,-7.595395463276608,0.9375,0.826094035765886,0.999847849853169,0.8262197452214362,58.0,261.0,1.0,0.9375,0.0,0.82915619758885,0.009999999808273497
A,20260626.0,41.0,20.0,16.0,-11.757079389052459,0.9375,0.9333227881360137,0.9995810971598191,0.9337139235505054,23.0,131.0,1.0,0.9375,0.0,0.4330127018922193,0.009999997838228844
A,20260626.0,42.0,20.0,16.0,-10.89025403621098,1.0,0.9186345822947976,1.0,0.9186345822947976,31.0,141.0,1.0,1.0,0.0,0.0,0.009999999732028492
A,20260626.0,43.0,20.0,16.0,-10.700336490126324,1.0,0.9149440284541293,0.9999999999999999,0.9149440284541294,32.0,148.0,1.0,1.0,0.0,0.0,0.009999998632405293
A,20260626.0,44.0,20.0,16.0,-12.22661655167859,1.0,0.9401660491440724,1.0,0.9401660491440724,21.0,104.0,1.0,1.0,0.0,0.0,0.009999999802358397
A,20260626.0,45.0,20.0,16.0,-9.59967193958247,0.9375,0.8904302148100367,0.9996274859885856,0.8907620361493382,42.0,182.0,0.9375,0.9375,0.25,0.25,0.010000001179319254
A,20260626.0,46.0,20.0,16.0,-9.51734831961082,1.0,0.888322656308805,1.0,0.888322656308805,32.0,138.0,1.0,1.0,0.0,0.0,0.00999999901417457
A,20260626.0,47.0,20.0,16.0,-10.456004744720333,0.9375,0.9100898534921761,0.9999975048663928,0.9100921242936211,36.0,178.0,0.9375,0.9375,0.5,0.3535533905932738,0.009999999850412507
A,20260626.0,48.0,20.0,16.0,-9.8712674503588,1.0,0.8970768682827895,1.0000000000000002,0.8970768682827894,39.0,173.0,1.0,1.0,0.0,0.0,0.01000000082985026
A,20260626.0,49.0,20.0,16.0,-9.184091691990915,1.0,0.8794055129599705,0.9999999999999998,0.8794055129599707,47.0,213.0,1.0,1.0,0.0,0.0,0.01000000054746508
A,20260626.0,0.0,30.0,4.0,-3.0374423214465547,1.0,0.5031165093021924,1.0,0.5031165093021924,65.0,294.0,1.0,1.0,0.0,0.0,0.001000000017696914
A,20260626.0,1.0,30.0,4.0,-4.213508119991532,1.0,0.6209940575266212,1.0,0.6209940575266212,49.0,211.0,1.0,1.0,0.0,0.0,0.0009999999956993091
A,20260626.0,2.0,30.0,4.0,-6.093298284422833,1.0,0.7541521222405996,1.0,0.7541521222405996,24.0,115.0,1.0,1.0,0.0,0.0,0.0009999998260097841
A,20260626.0,3.0,30.0,4.0,-6.139771985102684,1.0,0.7567678238334336,1.0,0.7567678238334336,26.0,140.0,1.0,1.0,0.0,0.0,0.0010000000670420802
A,20260626.0,4.0,30.0,4.0,-4.728697755951652,0.75,0.6633909996479498,0.9985407249597915,0.6643604843204194,31.0,139.0,1.0,0.75,0.0,0.5,0.0009999998662220992
A,20260626.0,5.0,30.0,4.0,-3.521732521352085,1.0,0.5555469491101431,1.0,0.5555469491101431,64.0,268.0,1.0,1.0,0.0,0.0,0.0009999999654495427
A,20260626.0,6.0,30.0,4.0,-8.924305375903778,1.0,0.8718976811506707,1.0,0.8718976811506707,12.0,77.0,1.0,1.0,0.0,0.0,0.0010000001087644317
A,20260626.0,7.0,30.0,4.0,-4.267917360225013,1.0,0.6257110927294122,1.0000000000000002,0.625711092729412,43.0,190.0,1.0,1.0,0.0,0.0,0.0009999999123530036
A,20260626.0,8.0,30.0,4.0,-7.177187221551784,1.0,0.8084522859350345,1.0,0.8084522859350345,23.0,105.0,1.0,1.0,0.0,0.0,0.000999999931955535
A,20260626.0,9.0,30.0,4.0,-4.907571953680047,1.0,0.676973575572059,1.0000000000000002,0.6769735755720588,36.0,164.0,1.0,1.0,0.0,0.0,0.0010000000629020662
A,20260626.0,10.0,30.0,4.0,-5.957496409131176,1.0,0.7463439187654295,0.9999999999999999,0.7463439187654296,39.0,182.0,1.0,1.0,0.0,0.0,0.0010000000371522847
A,20260626.0,11.0,30.0,4.0,-4.419821011269555,1.0,0.638576506925052,0.9999999999999998,0.6385765069250521,47.0,207.0,1.0,1.0,0.0,0.0,0.0009999998558258446
A,20260626.0,12.0,30.0,4.0,-5.590657494797133,1.0,0.7239863418290666,1.0,0.7239863418290666,41.0,185.0,1.0,1.0,0.0,0.0,0.0009999999480379547
A,20260626.0,13.0,30.0,4.0,-6.299113610728863,1.0,0.7655321647301788,1.0,0.7655321647301788,35.0,151.0,1.0,1.0,0.0,0.0,0.0010000000264367027
A,20260626.0,14.0,30.0,4.0,-7.442530081100828,1.0,0.8198040525164236,1.0,0.8198040525164236,18.0,82.0,1.0,1.0,0.0,0.0,0.0010000000508829689
A,20260626.0,15.0,30.0,4.0,-5.409646042116025,1.0,0.7122398286364485,1.0,0.7122398286364485,40.0,181.0,1.0,1.0,0.0,0.0,0.001000000043735266
A,20260626.0,16.0,30.0,4.0,-6.195504712776048,1.0,0.7598692831887426,1.0,0.7598692831887426,32.0,143.0,1.0,1.0,0.0,0.0,0.0009999999506735873
A,20260626.0,17.0,30.0,4.0,-5.833456796603271,1.0,0.7389931176709301,0.9999999999999999,0.7389931176709302,40.0,181.0,1.0,1.0,0.0,0.0,0.0010000001187772194
A,20260626.0,18.0,30.0,4.0,-3.9905316041651266,1.0,0.6010250265039547,1.0,0.6010250265039547,58.0,244.0,1.0,1.0,0.0,0.0,0.0009999998749278826
A,20260626.0,19.0,30.0,4.0,-4.873222160315679,1.0,0.6744058435984086,0.9999999999999999,0.6744058435984087,42.0,193.0,1.0,1.0,0.0,0.0,0.0010000000319218161
A,20260626.0,20.0,30.0,4.0,-3.3705653781683687,1.0,0.53980500863986,1.0,0.53980500863986,62.0,270.0,1.0,1.0,0.0,0.0,0.0010000001421500598
A,20260626.0,21.0,30.0,4.0,-4.7727327189913735,1.0,0.6667857370298381,0.9999999999999999,0.6667857370298382,41.0,194.0,1.0,1.0,0.0,0.0,0.0009999999969908056
A,20260626.0,22.0,30.0,4.0,-6.409510508395158,1.0,0.7714159271665827,1.0,0.7714159271665827,28.0,124.0,1.0,1.0,0.0,0.0,0.0010000000117268964
A,20260626.0,23.0,30.0,4.0,-4.573996377258772,1.0,0.6511821963338701,0.9999999999999998,0.6511821963338702,48.0,212.0,1.0,1.0,0.0,0.0,0.001000000099959899
A,20260626.0,24.0,30.0,4.0,-5.585192936375265,1.0,0.7236385498106782,1.0000000000000002,0.7236385498106781,43.0,195.0,1.0,1.0,0.0,0.0,0.0009999999632338246
A,20260626.0,25.0,30.0,4.0,-5.619649221936464,1.0,0.7258226898510184,1.0,0.7258226898510184,45.0,205.0,1.0,1.0,0.0,0.0,0.0009999999569286913
A,20260626.0,26.0,30.0,4.0,-4.32998053377211,1.0,0.6310223122121353,1.0,0.6310223122121353,38.0,158.0,1.0,1.0,0.0,0.0,0.00100000006515145
A,20260626.0,27.0,30.0,4.0,-7.923643260901367,1.0,0.8387017909414909,1.0,0.8387017909414909,19.0,72.0,1.0,1.0,0.0,0.0,0.0009999999503670883
A,20260626.0,28.0,30.0,4.0,-3.3294856435576143,1.0,0.5354311900453129,1.0,0.5354311900453129,81.0,334.0,1.0,1.0,0.0,0.0,0.0009999999858250643
A,20260626.0,29.0,30.0,4.0,-5.523274241532641,1.0,0.7196693557215154,0.9999999999999999,0.7196693557215155,33.0,149.0,1.0,1.0,0.0,0.0,0.0009999999702605877
A,20260626.0,30.0,30.0,4.0,-6.177644552801068,1.0,0.7588795544247747,1.0,0.7588795544247747,25.0,112.0,1.0,1.0,0.0,0.0,0.0009999999090958393
A,20260626.0,31.0,30.0,4.0,-4.110119685702423,1.0,0.6118616550931444,1.0,0.6118616550931444,52.0,228.0,1.0,1.0,0.0,0.0,0.0009999997232978965
A,20260626.0,32.0,30.0,4.0,-5.935696127877279,1.0,0.745066196469209,1.0,0.745066196469209,36.0,174.0,1.0,1.0,0.0,0.0,0.000999999981766174
A,20260626.0,33.0,30.0,4.0,-5.261281563319306,1.0,0.7022378315354388,1.0,0.7022378315354388,30.0,133.0,1.0,1.0,0.0,0.0,0.0010000000741981754
A,20260626.0,34.0,30.0,4.0,-8.61271127165054,1.0,0.862367698522782,1.0000000000000002,0.8623676985227818,21.0,121.0,1.0,1.0,0.0,0.0,0.0010000000515717736
A,20260626.0,35.0,30.0,4.0,-5.094750619044435,1.0,0.6905992730071484,1.0000000000000002,0.6905992730071483,41.0,186.0,1.0,1.0,0.0,0.0,0.001000000059631847
A,20260626.0,36.0,30.0,4.0,-8.931670879090106,1.0,0.8721145407183966,1.0,0.8721145407183966,12.0,73.0,1.0,1.0,0.0,0.0,0.0010000000830553187
A,20260626.0,37.0,30.0,4.0,-5.111158330266958,1.0,0.6917655250863376,1.0000000000000002,0.6917655250863375,38.0,173.0,1.0,1.0,0.0,0.0,0.000999999878261186
A,20260626.0,38.0,30.0,4.0,-6.203945804281369,1.0,0.76033699295317,1.0000000000000002,0.7603369929531699,24.0,127.0,1.0,1.0,0.0,0.0,0.000999999947603449
A,20260626.0,39.0,30.0,4.0,-6.372870166136895,1.0,0.7694786836931261,1.0,0.7694786836931261,40.0,180.0,1.0,1.0,0.0,0.0,0.000999999737502498
A,20260626.0,40.0,30.0,4.0,-3.544738969129635,1.0,0.557897132216083,1.0,0.557897132216083,58.0,261.0,1.0,1.0,0.0,0.0,0.0009999999808273498
A,20260626.0,41.0,30.0,4.0,-6.040269636595658,1.0,0.7511322180992083,1.0000000000000002,0.7511322180992082,23.0,131.0,1.0,1.0,0.0,0.0,0.0009999997838228845
A,20260626.0,42.0,30.0,4.0,-6.303369350299475,1.0,0.7657598869450413,1.0,0.7657598869450413,31.0,141.0,1.0,1.0,0.0,0.0,0.0009999999732028492
A,20260626.0,43.0,30.0,4.0,-6.534064823561129,1.0,0.7778775085730483,1.0,0.7778775085730483,32.0,148.0,1.0,1.0,0.0,0.0,0.0009999998632405293
A,20260626.0,44.0,30.0,4.0,-7.638264624773418,1.0,0.827745830852887,1.0000000000000002,0.8277458308528869,21.0,104.0,1.0,1.0,0.0,0.0,0.0009999999802358397
A,20260626.0,45.0,30.0,4.0,-4.903550623345108,1.0,0.676672799348285,1.0,0.676672799348285,42.0,182.0,1.0,1.0,0.0,0.0,0.0010000001179319253
A,20260626.0,46.0,30.0,4.0,-4.625183265462931,1.0,0.6552692710467551,1.0,0.6552692710467551,32.0,138.0,1.0,1.0,0.0,0.0,0.000999999901417457
A,20260626.0,47.0,30.0,4.0,-6.369608612313693,1.0,0.7693067338243008,0.9999999999999999,0.7693067338243009,36.0,178.0,1.0,1.0,0.0,0.0,0.0009999999850412507
A,20260626.0,48.0,30.0,4.0,-4.968232112086774,1.0,0.681453097809402,0.9999999999999999,0.6814530978094021,39.0,173.0,1.0,1.0,0.0,0.0,0.001000000082985026
A,20260626.0,49.0,30.0,4.0,-4.427925539094578,1.0,0.6392527635993768,0.9999999999999998,0.6392527635993769,47.0,213.0,1.0,1.0,0.0,0.0,0.001000000054746508
A,20260626.0,0.0,30.0,8.0,-5.030145164975154,1.0,0.685963113867596,1.0,0.685963113867596,65.0,294.0,1.0,1.0,0.0,0.0,0.001000000017696914
A,20260626.0,1.0,30.0,8.0,-6.639104514757045,1.0,0.7831883977174481,1.0,0.7831883977174481,49.0,211.0,1.0,1.0,0.0,0.0,0.0009999999956993091
A,20260626.0,2.0,30.0,8.0,-9.225892329465239,1.0,0.8804917686763779,1.0,0.8804917686763779,24.0,115.0,1.0,1.0,0.0,0.0,0.0009999998260097841
A,20260626.0,3.0,30.0,8.0,-8.918993188516534,1.0,0.8717390215776427,1.0,0.8717390215776427,26.0,140.0,1.0,1.0,0.0,0.0,0.0010000000670420802
A,20260626.0,4.0,30.0,8.0,-8.043348425048947,1.0,0.8430909366427574,0.9999999999999999,0.8430909366427575,31.0,139.0,1.0,1.0,0.0,0.0,0.0009999998662220992
A,20260626.0,5.0,30.0,8.0,-5.465882005559712,1.0,0.7159421526938189,1.0000000000000002,0.7159421526938188,64.0,268.0,1.0,1.0,0.0,0.0,0.0009999999654495427
A,20260626.0,6.0,30.0,8.0,-11.925237320866536,1.0,0.9358145651062173,1.0,0.9358145651062173,12.0,77.0,1.0,1.0,0.0,0.0,0.0010000001087644317
A,20260626.0,7.0,30.0,8.0,-7.2044475016527905,1.0,0.8096533306942268,1.0,0.8096533306942268,43.0,190.0,1.0,1.0,0.0,0.0,0.0009999999123530036
A,20260626.0,8.0,30.0,8.0,-9.457801462418718,1.0,0.8867076011102817,1.0000000000000002,0.8867076011102816,23.0,105.0,1.0,1.0,0.0,0.0,0.000999999931955535
A,20260626.0,9.0,30.0,8.0,-7.34379816805434,1.0,0.8156656335022181,0.9999999999999999,0.8156656335022182,36.0,164.0,1.0,1.0,0.0,0.0,0.0010000000629020662
A,20260626.0,10.0,30.0,8.0,-7.717831175803518,1.0,0.8308746746114204,1.0000000000000002,0.8308746746114202,39.0,182.0,1.0,1.0,0.0,0.0,0.0010000000371522847
A,20260626.0,11.0,30.0,8.0,-6.787408931691211,1.0,0.7904684149716598,0.9999999999999999,0.7904684149716599,47.0,207.0,1.0,1.0,0.0,0.0,0.0009999998558258446
A,20260626.0,12.0,30.0,8.0,-7.423450023572656,1.0,0.8190132537336359,1.0,0.8190132537336359,41.0,185.0,1.0,1.0,0.0,0.0,0.0009999999480379547
A,20260626.0,13.0,30.0,8.0,-8.247099240537075,1.0,0.8502803234325743,1.0,0.8502803234325743,35.0,151.0,1.0,1.0,0.0,0.0,0.0010000000264367027
A,20260626.0,14.0,30.0,8.0,-10.02417155691097,1.0,0.9005575135121912,1.0,0.9005575135121912,18.0,82.0,1.0,1.0,0.0,0.0,0.0010000000508829689
A,20260626.0,15.0,30.0,8.0,-7.529182367159341,1.0,0.8233682666131378,1.0,0.8233682666131378,40.0,181.0,1.0,1.0,0.0,0.0,0.001000000043735266
A,20260626.0,16.0,30.0,8.0,-7.945695307009956,1.0,0.8395196459144916,1.0,0.8395196459144916,32.0,143.0,1.0,1.0,0.0,0.0,0.0009999999506735873
A,20260626.0,17.0,30.0,8.0,-7.620691307152826,1.0,0.8270517413956027,1.0,0.8270517413956027,40.0,181.0,1.0,1.0,0.0,0.0,0.0010000001187772194
A,20260626.0,18.0,30.0,8.0,-5.855753111981752,1.0,0.7403314552879284,1.0,0.7403314552879284,58.0,244.0,1.0,1.0,0.0,0.0,0.0009999998749278826
A,20260626.0,19.0,30.0,8.0,-6.946168285836514,1.0,0.7979882687167269,0.9999999999999999,0.797988268716727,42.0,193.0,1.0,1.0,0.0,0.0,0.0010000000319218161
A,20260626.0,20.0,30.0,8.0,-5.6700397312568604,1.0,0.7289885273848223,1.0,0.7289885273848223,62.0,270.0,1.0,1.0,0.0,0.0,0.0010000001421500598
A,20260626.0,21.0,30.0,8.0,-7.7346131069478155,1.0,0.8315289017909393,0.9999999999999999,0.8315289017909394,41.0,194.0,1.0,1.0,0.0,0.0,0.0009999999969908056
A,20260626.0,22.0,30.0,8.0,-8.798278161313496,1.0,0.8681250408420595,1.0,0.8681250408420595,28.0,124.0,1.0,1.0,0.0,0.0,0.0010000000117268964
A,20260626.0,23.0,30.0,8.0,-6.791338311332985,1.0,0.7906558480243153,1.0000000000000002,0.7906558480243152,48.0,212.0,1.0,1.0,0.0,0.0,0.001000000099959899
A,20260626.0,24.0,30.0,8.0,-8.174026532301326,1.0,0.847740296342445,1.0,0.847740296342445,43.0,195.0,1.0,1.0,0.0,0.0,0.0009999999632338246
