profile,seed,snr_db,l_value,n_samples,mean_channel_nmse_db,mean_support_recall,mean_dominant_energy_recall,mean_topk_energy_efficiency,mean_clean_topk_energy_fraction,mean_effective_support_95,mean_effective_support_99,mean_delay_support_recall,mean_angle_support_recall,mean_delay_bin_rmse,mean_angle_bin_rmse
A,20260626.0,30.0,16.0,50.0,-10.13744945309377,0.99375,0.8962109150538684,0.9999933764782402,0.8962167625645117,37.66,170.82,0.99375,0.995,0.03825140769936442,0.026213203435596428
A,20260627.0,0.0,4.0,50.0,-5.397325363645771,0.945,0.7064494676596351,0.9975620195973482,0.7081362078360519,36.84,169.54,0.96,0.945,0.08,0.1223606797749979
A,20260627.0,0.0,8.0,50.0,-7.668567215910247,0.9525,0.8271000341202166,0.9982454733799997,0.828553570678287,36.84,169.54,0.9575,0.96,0.16434513391499095,0.1574065481849753
A,20260627.0,0.0,16.0,50.0,-9.431642233084938,0.8675,0.8911769271415468,0.9933460155412567,0.8971480513294628,36.84,169.54,0.9,0.90125,0.7961092965081673,0.6334931752446312
A,20260627.0,10.0,4.0,50.0,-5.451108522014429,0.98,0.708013246268363,0.9998095562449452,0.7081362078360519,36.84,169.54,0.985,0.98,0.034142135623730946,0.04
A,20260627.0,10.0,8.0,50.0,-7.797386787870117,0.9775,0.8283475919411855,0.9997577119681109,0.828553570678287,36.84,169.54,0.9825,0.98,0.06702459173643832,0.06985023648715917
A,20260627.0,10.0,16.0,50.0,-10.010155170198624,0.9525,0.8966386521927697,0.9994292994397159,0.8971480513294628,36.84,169.54,0.955,0.9625,0.29022477062330587,0.254704335778264
A,20260627.0,20.0,4.0,50.0,-5.455647630869302,1.0,0.7081362078360516,1.0,0.7081362078360519,36.84,169.54,1.0,1.0,0.0,0.0
A,20260627.0,20.0,8.0,50.0,-7.813453079692324,0.995,0.8285382830237847,0.9999811300870288,0.828553570678287,36.84,169.54,0.995,0.995,0.02,0.022247448713915888
A,20260627.0,20.0,16.0,50.0,-10.061560405261618,0.98,0.8970685425510636,0.9999115538070654,0.8971480513294628,36.84,169.54,0.9825,0.98,0.11662003681934524,0.13447530570060284
A,20260627.0,30.0,4.0,50.0,-5.455946767210646,1.0,0.7081362078360516,1.0,0.7081362078360519,36.84,169.54,1.0,1.0,0.0,0.0
A,20260627.0,30.0,8.0,50.0,-7.8147583098302285,1.0,0.828553570678287,1.0,0.828553570678287,36.84,169.54,1.0,1.0,0.0,0.0
