profile,seed,sample_index,snr_db,l_value,channel_nmse_db,support_recall,dominant_energy_recall,delay_bin_rmse,angle_bin_rmse,noise_variance
A,20260626.0,3.0,10.0,4.0,-10.799016457681056,1.0,0.9190714707099408,0.0,0.0,0.10000000226998577
A,20260626.0,0.0,10.0,8.0,-9.16189120792826,0.875,0.8809569044853863,0.3535533905932738,0.3535533905932738,0.09999999144306848
A,20260626.0,1.0,10.0,8.0,-9.06219474176723,0.875,0.8809497605119487,0.5,0.3535533905932738,0.09999998805865357
A,20260626.0,2.0,10.0,8.0,-11.516501805161807,1.0,0.932597883717622,0.0,0.0,0.09999999097332174
A,20260626.0,3.0,10.0,8.0,-12.838604756867102,0.875,0.9512800242249639,0.6123724356957945,0.5,0.10000000226998577
A,20260626.0,0.0,10.0,16.0,-11.397241756407466,0.875,0.9348605921621889,0.6123724356957945,0.3535533905932738,0.09999999144306848
A,20260626.0,1.0,10.0,16.0,-12.083157502728298,0.9375,0.94678833113576,0.25,0.0,0.09999998805865357
A,20260626.0,2.0,10.0,16.0,-13.381211843336175,0.875,0.9620918045209539,0.7071067811865476,0.25,0.09999999097332174
A,20260626.0,3.0,10.0,16.0,-13.618869010688726,0.6875,0.9680728665955756,7.874007874011811,0.25,0.10000000226998577
A,20260626.0,0.0,20.0,4.0,-6.09166042537913,1.0,0.7544075251085189,0.0,0.0,0.009999999144306848
A,20260626.0,1.0,20.0,4.0,-6.408411918099563,1.0,0.7715986910742826,0.0,0.0,0.009999998805865357
A,20260626.0,2.0,20.0,4.0,-8.959807805839397,1.0,0.873190380035383,0.0,0.0,0.009999999097332174
A,20260626.0,3.0,20.0,4.0,-10.911761992116896,1.0,0.9190714707099408,0.0,0.0,0.010000000226998578
A,20260626.0,0.0,20.0,8.0,-9.3610485256157,1.0,0.8846300278833247,0.0,0.0,0.009999999144306848
A,20260626.0,1.0,20.0,8.0,-9.3113142971795,1.0,0.8832581998067968,0.0,0.0,0.009999998805865357
A,20260626.0,2.0,20.0,8.0,-11.688425593160192,1.0,0.932597883717622,0.0,0.0,0.009999999097332174
