profile,seed,snr_db,l_value,sample_index,grid_channel_nmse_db,candan_channel_nmse_db,candan_gain_vs_grid_db,candan_harmful_update
A,20260628,0.0,16,2,-6.136664511624888,-8.292820555288081,2.1561560436631932,0
A,20260628,0.0,16,3,-6.373531395522788,-8.215404871065761,1.8418734755429735,0
A,20260628,0.0,16,4,-5.5516049784809205,-6.924888799279087,1.3732838207981661,0
A,20260628,0.0,16,5,-6.075679377297545,-8.708781285065282,2.6331019077677364,0
A,20260628,0.0,16,6,-6.133206376987649,-7.079683496601991,0.9464771196143422,0
A,20260628,0.0,16,7,-6.146176612789549,-8.046667084476963,1.900490471687414,0
A,20260628,0.0,16,8,-7.086050374559582,-8.240986019807504,1.1549356452479227,0
A,20260628,0.0,16,9,-5.711057372116701,-7.126603292231061,1.4155459201143596,0
A,20260628,0.0,16,10,-5.903299275830216,-7.344423849395075,1.441124573564859,0
A,20260628,0.0,16,11,-6.441278572068062,-8.597916348240794,2.1566377761727322,0
A,20260628,0.0,16,12,-5.856803721745739,-8.63901427695989,2.7822105552141503,0
A,20260628,0.0,16,13,-6.173513661683572,-7.5481937120896365,1.3746800504060648,0
A,20260628,0.0,16,14,-5.779581422868702,-6.7951311282488644,1.0155497053801623,0
A,20260628,0.0,16,15,-5.7947374494664805,-7.460282739990557,1.6655452905240766,0
A,20260628,0.0,16,16,-5.3657844272962265,-6.916485816357064,1.5507013890608379,0
A,20260628,0.0,16,17,-5.873371657418794,-8.875057772340526,3.001686114921732,0
A,20260628,0.0,16,18,-5.580515867707051,-7.194756464009538,1.614240596302487,0
A,20260628,0.0,16,19,-6.82637015538738,-8.685157216612295,1.8587870612249144,0
A,20260628,0.0,16,20,-6.325504844076322,-8.309122205097836,1.9836173610215138,0
A,20260628,0.0,16,21,-5.539390980009209,-6.899504963857717,1.3601139838485077,0
A,20260628,0.0,16,22,-5.413065981164049,-7.57595847082939,2.1628924896653405,0
A,20260628,0.0,16,23,-6.129405310470268,-6.730191267562203,0.6007859570919347,0
A,20260628,0.0,16,24,-6.227081624886157,-8.077469077449086,1.850387452562929,0
A,20260628,0.0,16,25,-5.345401339712936,-6.562725656604231,1.217324316891295,0
A,20260628,0.0,16,26,-6.274272124501877,-8.689771084616233,2.4154989601143555,0
A,20260628,0.0,16,27,-6.305268847143123,-8.783338809730248,2.478069962587125,0
A,20260628,0.0,16,28,-6.1256519793431075,-8.3517966571093,2.226144677766193,0
A,20260628,0.0,16,29,-6.226465006566638,-8.008018639573361,1.7815536330067232,0
