Nv,theta_center_deg,delta_theta_deg,epsilon_grid,epsilon_corrected
64,-20,-0.0375,0.000636714650174008,6.36698352174392e-06
64,-20,-0.025,0.000283036813453208,2.83020110869447e-06
64,-20,-0.0125,7.07693314808688e-05,7.07657588194799e-07
64,-20,0,0,0
64,-20,0.0125,7.07805711521736e-05,7.07871150806838e-07
64,-20,0.025,0.000283126719368365,2.8319096081475e-06
64,-20,0.0375,0.000637018018214586,6.37274969428336e-06
64,-20,0.05,0.00113239792820408,1.1331021481209e-05
64,-20,0.0625,0.00176917379559249,1.77073507834358e-05
64,-20,0.075,0.00254721686216575,2.5502359154328e-05
64,-20,0.0875,0.00346636228602137,3.47166638779983e-05
64,-20,0.1,0.00452640917335057,4.53508779660883e-05
64,-20,0.1125,0.00572712062121616,5.74056101499965e-05
64,-20,0.125,0.00706822377132221,7.08814648763267e-05
64,-20,0.1375,0.00854940987476527,8.577904230056e-05
64,-20,0.15,0.0101703343677536,0.000102098938282169
64,-20,0.1625,0.0119306169582849,0.000119841744378291
64,-20,0.175,0.0138298417237478,0.000139008047838618
64,-20,0.1875,0.0158675572194423,0.000159598431599517
64,-20,0.2,0.0180432765979731,0.000181613474278364
64,-20,0.2125,0.0203564777395003,0.000205053750168327
64,-20,0.225,0.022806603392802,0.000229919829232705
64,-20,0.2375,0.0253930613271184,0.000256212277099155
64,-20,0.25,0.0281152244947233,0.000283931655054581
64,0,-0.25,0.0317539428714558,0.000320573733870511
64,0,-0.2375,0.0286848413938633,0.000289320992190367
64,0,-0.225,0.0257677754042713,0.000259670316635985
64,0,-0.2125,0.0230035841960486,0.000231621808024052
64,0,-0.2,0.0203930633464104,0.000205175561725168
64,0,-0.1875,0.0179369644431802,0.000180331667661737
64,0,-0.175,0.0156359948266132,0.000157090210310185
64,0,-0.1625,0.0134908173463782,0.000135451268697406
64,0,-0.15,0.0115020501337904,0.000115414916402767
64,0,-0.1375,0.00967026638937374,9.69812215568799e-05
64,0,-0.125,0.00799599418584462,8.01502468408266e-05
64,0,-0.1125,0.00647971628657862,6.49220494861602e-05
64,0,-0.1,0.00512186997963726,5.12966812754589e-05
64,0,-0.0875,0.00392284692740974,3.9274188540217e-05
64,0,-0.075,0.00288299303193384,2.885461216251e-05
64,0,-0.0625,0.0020026083159399,2.00379875735512e-05
64,0,-0.05,0.00128194681966565,1.28243447538035e-05
64,0,-0.0375,0.000721216513480005,7.21370823331124e-06
64,0,-0.025,0.000320579226349316,3.20609709081321e-06
64,0,-0.0125,8.01505901715238e-05,8.0152495418595e-07
64,0,0,0,0
64,0,0.0125,8.01505901715238e-05,8.0152495418595e-07
64,0,0.025,0.000320579226349316,3.20609709081321e-06
64,0,0.0375,0.000721216513480005,7.21370823331124e-06
64,0,0.05,0.00128194681966565,1.28243447538035e-05
64,0,0.0625,0.0020026083159399,2.00379875735512e-05
64,0,0.075,0.00288299303193384,2.885461216251e-05
64,0,0.0875,0.00392284692740974,3.9274188540217e-05
64,0,0.1,0.00512186997963726,5.12966812754589e-05
64,0,0.1125,0.00647971628657862,6.49220494861602e-05
64,0,0.125,0.00799599418584462,8.01502468408266e-05
64,0,0.1375,0.00967026638937374,9.69812215568799e-05
64,0,0.15,0.0115020501337904,0.000115414916402767
64,0,0.1625,0.0134908173463782,0.000135451268697406
64,0,0.175,0.0156359948266132,0.000157090210310185
64,0,0.1875,0.0179369644431802,0.000180331667661737
64,0,0.2,0.0203930633464104,0.000205175561725168
64,0,0.2125,0.0230035841960486,0.000231621808024052
64,0,0.225,0.0257677754042713,0.000259670316635985
64,0,0.2375,0.0286848413938633,0.000289320992190367
64,0,0.25,0.0317539428714558,0.000320573733870511
64,20,-0.25,0.0281152244947233,0.000283931655054581
64,20,-0.2375,0.0253930613271184,0.000256212277099155
64,20,-0.225,0.022806603392802,0.000229919829232705
64,20,-0.2125,0.0203564777395003,0.000205053750168327
64,20,-0.2,0.0180432765979731,0.000181613474278364
64,20,-0.1875,0.0158675572194423,0.000159598431599517
64,20,-0.175,0.0138298417237478,0.000139008047838618
64,20,-0.1625,0.0119306169582849,0.000119841744378291
64,20,-0.15,0.0101703343677536,0.000102098938282169
64,20,-0.1375,0.00854940987476527,8.577904230056e-05
64,20,-0.125,0.00706822377132221,7.08814648763267e-05
64,20,-0.1125,0.00572712062121616,5.74056101499965e-05
64,20,-0.1,0.00452640917335057,4.53508779660883e-05
64,20,-0.0875,0.00346636228602137,3.47166638779983e-05
64,20,-0.075,0.00254721686216575,2.5502359154328e-05
64,20,-0.0625,0.00176917379559249,1.77073507834358e-05
64,20,-0.05,0.00113239792820408,1.1331021481209e-05
64,20,-0.0375,0.000637018018214586,6.37274969428336e-06
64,20,-0.025,0.000283126719368365,2.8319096081475e-06
64,20,-0.0125,7.07805711521736e-05,7.07871150806838e-07
64,20,0,0,0
64,20,0.0125,7.07693314808688e-05,7.07657588194799e-07
64,20,0.025,0.000283036813453208,2.83020110869447e-06
64,20,0.0375,0.000636714650174008,6.36698352174392e-06
64,20,0.05,0.00113167904733857,1.13173535597477e-05
64,20,0.0625,0.0017677702680321,1.76806557332654e-05
64,20,0.075,0.00254479269955876,2.54562303373396e-05
64,20,0.0875,0.00346251493112648,3.46434134569362e-05
64,20,0.1,0.00452066984234245,4.52415369731618e-05
64,20,0.1125,0.00571895470249262,5.72499285682593e-05
64,20,0.125,0.00705703128055413,7.06679117333797e-05
64,20,0.1375,0.00853452596590143,8.54948057725791e-05
64,20,0.15,0.0101510298996536,0.000101729925809924
64,20,0.1625,0.0119060991166169,0.00011937258279493
64,20,0.175,0.0137992546977594,0.000138422083509004
64,20,0.1875,0.0158299829331653,0.000158877730571549
64,20,0.2,0.0179977354953977,0.000180738822445181
64,20,0.2125,0.0203019296232226,0.000204004653442502
64,20,0.225,0.0227419483155998,0.000228674513731542
64,20,0.2375,0.0253171405358901,0.000254747689343082
64,20,0.25,0.0280268214261872,0.000282223462175324
64,45,-0.25,0.0160228608044157,0.000161626162601181
64,45,-0.2375,0.0144643161650514,0.000145808338409048
64,45,-0.225,0.0129848145183045,0.00013081076236221
64,45,-0.2125,0.0115845195379681,0.00011663246004201
64,45,-0.2,0.0102635832064405,0.000103272455777126
64,45,-0.1875,0.00902214580440641,9.07297726470135e-05
64,45,-0.175,0.00786033590259871,7.9003432489233e-05
64,45,-0.1625,0.00677827035561307,6.80924559038898e-05
64,45,-0.15,0.00577605429780004,5.79958622590748e-05
64,45,-0.1375,0.00485378114122081,4.87126696963047e-05
64,45,-0.125,0.0040115325756449,4.02418951361838e-05
64,45,-0.1125,0.00324937857062102,3.25825542841773e-05
64,45,-0.1,0.00256737737958235,2.57336616346082e-05
64,45,-0.0875,0.0019655755460013,1.96942304775405e-05
64,45,-0.075,0.00144400791157773,1.44632729034422e-05
64,45,-0.0625,0.00100269762646499,1.00397998089585e-05
64,45,-0.05,0.000641656161514681,6.42282090157487e-06
64,45,-0.0375,0.000360883322544137,3.61134470616697e-06
64,45,-0.025,0.000160367266612282,1.60437856921991e-06
64,45,-0.0125,4.00845203026856e-05,4.00928664712197e-07
64,45,0,0,0
64,45,0.0125,4.00670341563769e-05,4.00596420147004e-07
64,45,0.025,0.000160227387535072,1.60172061380859e-06
64,45,0.0375,0.000360411287425921,3.60237411900499e-06
64,45,0.05,0.00064053745182191,6.40155732789527e-06
64,45,0.0625,0.00100051311954674,9.99826949210636e-06
64,45,0.075,0.00144023408232308,1.43915087282842e-05
64,45,0.0875,0.00195958471877422,1.95802720239779e-05
64,45,0.1,0.00255843803034317,2.55635552417477e-05
64,45,0.1125,0.00323665567912601,3.23403531256039e-05
64,45,0.125,0.00399408802759582,3.99096593061143e-05
64,45,0.1375,0.00483057418021982,4.8270466304734e-05
64,45,0.15,0.00574594202695022,5.74217655409104e-05
64,45,0.1625,0.0067400082885708,6.73625473356365e-05
64,45,0.175,0.00781257856390094,7.8091800918445e-05
64,45,0.1875,0.00896344737883137,8.96085144310721e-05
64,45,0.2,0.0101923982371835,0.000101911674933786
64,45,0.2125,0.0114992036733802,0.000115000268410603
64,45,0.225,0.0128836253069085,0.0001288732797744
64,45,0.2375,0.0143454138985658,0.000143529692871791
64,45,0.25,0.0158843094084761,0.000158968490489464
128,-45,-0.25,0.062641824184858,0.000635899409633489
128,-45,-0.2375,0.0566522223904732,0.000574149728185924
128,-45,-0.225,0.0509470126167704,0.000515527717125264
128,-45,-0.2125,0.045529630052818,0.000460037692979753
128,-45,-0.2,0.0404033516819625,0.000407683955197413
128,-45,-0.1875,0.0355712938265762,0.00035847078606055
128,-45,-0.175,0.0310364097970858,0.000312402450612148
128,-45,-0.1625,0.026801487647219,0.000269483196572717
128,-45,-0.15,0.0228691480373995,0.000229717254262907
128,-45,-0.1375,0.0192418422081176,0.000193108836522793
128,-45,-0.125,0.0159218500650458,0.000159662138634387
128,-45,-0.1125,0.0129112783775429,0.00012938133823992
128,-45,-0.1,0.010212059092211,0.000102270595264797
128,-45,-0.0875,0.00782594776294621,7.83340518377695e-05
128,-45,-0.075,0.00575452209896177,5.75758322101105e-05
128,-45,-0.0625,0.00399918063214155,4.00000426791225e-05
128,-45,-0.05,0.00256114150493802,2.56107715065346e-05
128,-45,-0.0375,0.00144144138004798,1.44120888410093e-05
128,-45,-0.025,0.000640934472899479,6.40804663742944e-06
128,-45,-0.0125,0.000160291707998583,1.60267857995944e-06
128,-45,0,1.11022302462516e-16,1.11022302462516e-16
128,-45,0.0125,0.000160361660346275,1.60400780102599e-06
128,-45,0.025,0.000641493930179537,6.41868037520865e-06
128,-45,0.0375,0.00144332864017127,1.44479775276984e-05
128,-45,0.05,0.00256561199779048,2.5695840396911e-05
128,-45,0.0625,0.00400790450246369,4.01661913743689e-05
128,-45,0.075,0.00576958098896019,5.78629340272085e-05
128,-45,0.0875,0.00784983079926482,7.87899530185765e-05
128,-45,0.1,0.0102476580830746,0.000102951114029248
128,-45,0.1125,0.0129618822269979,0.00013035026367858
128,-45,0.125,0.0159911384123786,0.000160991229446128
128,-45,0.1375,0.0193338783016453,0.000194877819592265
128,-45,0.15,0.0229883708529182,0.000232013823080468
128,-45,0.1625,0.0269527032625709,0.000272403009498157
128,-45,0.175,0.0312247820352517,0.000316049128977425
128,-45,0.1875,0.0358023341809305,0.000362955912118434
128,-45,0.2,0.0406829085382491,0.000413127069909147
128,-45,0.2125,0.0458638772234891,0.000466566293647275
128,-45,0.225,0.0513424372043677,0.000523277254863563
128,-45,0.2375,0.0571156119976658,0.000583263605240858
128,-45,0.25,0.0631802534897348,0.000646528976537275
128,-20,-0.25,0.109307938251914,0.00112881375223362
128,-20,-0.2375,0.0989854072048203,0.00101894366569322
128,-20,-0.225,0.0891266277791375,0.000914677255194229
128,-20,-0.2125,0.0797416181715095,0.000816018182758449
128,-20,-0.2,0.0708399360243445,0.000722970051867611
128,-20,-0.1875,0.0624306666859799,0.000635536407363579
128,-20,-0.175,0.0545224120242438,0.000553720735344987
128,-20,-0.1625,0.0471232798086132,0.000477526463068756
128,-20,-0.15,0.0402408736753234,0.000406956958848514
128,-20,-0.1375,0.0338822836891973,0.000342015531956674
128,-20,-0.125,0.0280540775150449,0.000282705432525843
128,-20,-0.1125,0.0227622922107851,0.000229029851452012
128,-20,-0.1,0.0180124266535876,0.000180991920296525
128,-20,-0.0875,0.0138094346095667,0.00013859471119082
128,-20,-0.075,0.0101577184566634,0.000101841236741507
128,-20,-0.0625,0.00706112356954025,7.073444993555e-05
128,-20,-0.05,0.00452293337442611,4.5277244046682e-05
128,-20,-0.0375,0.00254586508099697,2.54724525432515e-05
128,-20,-0.025,0.00113206609746153,1.13228489939665e-05
128,-20,-0.0125,0.000283111134154135,2.83114697974263e-06
128,-20,0,0,0
128,-20,0.0125,0.000283156095343129,2.83200138595507e-06
128,-20,0.025,0.00113242560367266,1.13296842089161e-05
128,-20,0.0375,0.00254707738388993,2.54955211936858e-05
128,-20,0.05,0.00452580356380983,4.53319246308537e-05
128,-20,0.0625,0.00706672083468562,7.08412462906427e-05
128,-20,0.075,0.0101673724455957,0.000102025777336645
128,-20,0.0875,0.013824730895612,0.000138887748239669
128,-20,0.1,0.018035201320754,0.000181429328697025
128,-20,0.1125,0.0227946255717892,0.000229652627544819
128,-20,0.125,0.0280982869780408,0.000283559692679125
128,-20,0.1375,0.0339409157914372,0.000343152510971501
128,-20,0.15,0.0403166953041342,0.000408433008189713
128,-20,0.1625,0.0472192686321772,0.00047940304891736
128,-20,0.175,0.054641746156691,0.000556064436473713
128,-20,0.1875,0.0625767136133535,0.000638418912836558
128,-20,0.2,0.0710162408198702,0.000726468158563476
128,-20,0.2125,0.0799518910304932,0.000820213792715241
128,-20,0.225,0.0893747309056343,0.000919657372779659
128,-20,0.2375,0.0992753410839203,0.00102480039459785
128,-20,0.25,0.109643827343127,0.00113564429228785
128,0,-0.25,0.12342085980543,0.00128215968042611
128,0,-0.2375,0.111806760636625,0.00115719446283102
128,0,-0.225,0.100705733761311,0.00103862866145443
128,0,-0.2125,0.0901304279004531,0.000926463705797187
128,0,-0.2,0.0800929098279773,0.000820700948215958
128,0,-0.1875,0.0706046478913169,0.000721341663904029
128,0,-0.175,0.0616764963375359,0.000628387050869428
128,0,-0.1625,0.0533186804684073,0.000541838229917158
128,0,-0.15,0.0455407826466055,0.000461696244631438
128,0,-0.1375,0.0383517291739081,0.000387962061359715
128,0,-0.125,0.0317597780610085,0.00032063656919723
128,0,-0.1125,0.0257725077072201,0.0002597205799727
128,0,-0.1,0.0203968065069877,0.000205214828236655
128,0,-0.0875,0.0156388633987518,0.000157119971249342
128,0,-0.075,0.0115041593703001,0.000115436588969953
128,0,-0.0625,0.0079974599333178,8.01651840485196e-05
128,0,-0.05,0.00512280857839154,5.13061818178118e-05
128,0,-0.0375,0.00288352122026858,2.88599302858961e-05
128,0,-0.025,0.00128218164168381,1.28267001319182e-05
128,0,-0.0125,0.000320637942574087,3.20668470044083e-06
128,0,0,2.22044604925031e-16,2.22044604925031e-16
128,0,0.0125,0.000320637942574087,3.20668470044083e-06
128,0,0.025,0.00128218164168381,1.28267001319182e-05
128,0,0.0375,0.00288352122026858,2.88599302858961e-05
128,0,0.05,0.00512280857839154,5.13061818178118e-05
128,0,0.0625,0.0079974599333178,8.01651840485196e-05
128,0,0.075,0.0115041593703001,0.000115436588969953
128,0,0.0875,0.0156388633987518,0.000157119971249342
128,0,0.1,0.0203968065069877,0.000205214828236655
128,0,0.1125,0.0257725077072201,0.0002597205799727
128,0,0.125,0.0317597780610085,0.00032063656919723
128,0,0.1375,0.0383517291739081,0.000387962061359715
128,0,0.15,0.0455407826466055,0.000461696244631438
128,0,0.1625,0.0533186804684073,0.000541838229917158
128,0,0.175,0.0616764963375359,0.000628387050869428
128,0,0.1875,0.0706046478913169,0.000721341663904029
128,0,0.2,0.0800929098279773,0.000820700948215958
128,0,0.2125,0.0901304279004531,0.000926463705797187
128,0,0.225,0.100705733761311,0.00103862866145443
128,0,0.2375,0.111806760636625,0.00115719446283102
128,0,0.25,0.12342085980543,0.00128215968042611
128,20,-0.25,0.109643827343127,0.00113564429228785
128,20,-0.2375,0.0992753410839203,0.00102480039459785
128,20,-0.225,0.0893747309056343,0.000919657372779659
128,20,-0.2125,0.0799518910304932,0.000820213792715241
128,20,-0.2,0.0710162408198702,0.000726468158563476
128,20,-0.1875,0.0625767136133535,0.000638418912836558
128,20,-0.175,0.054641746156691,0.000556064436473713
128,20,-0.1625,0.0472192686321772,0.00047940304891736
128,20,-0.15,0.0403166953041342,0.000408433008189713
128,20,-0.1375,0.0339409157914372,0.000343152510971501
128,20,-0.125,0.0280982869780408,0.000283559692679125
128,20,-0.1125,0.0227946255717892,0.000229652627544819
128,20,-0.1,0.018035201320754,0.000181429328697025
128,20,-0.0875,0.013824730895612,0.000138887748239669
128,20,-0.075,0.0101673724455957,0.000102025777336645
128,20,-0.0625,0.00706672083468562,7.08412462906427e-05
128,20,-0.05,0.00452580356380983,4.53319246308537e-05
128,20,-0.0375,0.00254707738388993,2.54955211936858e-05
128,20,-0.025,0.00113242560367266,1.13296842089161e-05
128,20,-0.0125,0.000283156095343129,2.83200138595507e-06
128,20,0,0,0
128,20,0.0125,0.000283111134154135,2.83114697974263e-06
128,20,0.025,0.00113206609746153,1.13228489939665e-05
128,20,0.0375,0.00254586508099697,2.54724525432515e-05
128,20,0.05,0.00452293337442611,4.5277244046682e-05
128,20,0.0625,0.00706112356954025,7.073444993555e-05
128,20,0.075,0.0101577184566634,0.000101841236741507
128,20,0.0875,0.0138094346095667,0.00013859471119082
128,20,0.1,0.0180124266535876,0.000180991920296525
128,20,0.1125,0.0227622922107851,0.000229029851452012
128,20,0.125,0.0280540775150449,0.000282705432525843
128,20,0.1375,0.0338822836891973,0.000342015531956674
128,20,0.15,0.0402408736753234,0.000406956958848514
128,20,0.1625,0.0471232798086132,0.000477526463068756
128,20,0.175,0.0545224120242438,0.000553720735344987
128,20,0.1875,0.0624306666859799,0.000635536407363579
128,20,0.2,0.0708399360243445,0.000722970051867611
128,20,0.2125,0.0797416181715095,0.000816018182758449
128,20,0.225,0.0891266277791375,0.000914677255194229
128,20,0.2375,0.0989854072048203,0.00101894366569322
128,20,0.25,0.109307938251914,0.00112881375223362
128,45,-0.25,0.0631802534897348,0.000646528976537275
128,45,-0.2375,0.0571156119976658,0.000583263605240858
128,45,-0.225,0.0513424372043677,0.000523277254863563
128,45,-0.2125,0.0458638772234891,0.000466566293647275
128,45,-0.2,0.0406829085382491,0.000413127069909147
128,45,-0.1875,0.0358023341809305,0.000362955912118434
128,45,-0.175,0.0312247820352517,0.000316049128977425
128,45,-0.1625,0.0269527032625709,0.000272403009498157
128,45,-0.15,0.0229883708529182,0.000232013823080468
128,45,-0.1375,0.0193338783016453,0.000194877819592265
128,45,-0.125,0.0159911384123786,0.000160991229446128
128,45,-0.1125,0.0129618822269979,0.00013035026367858
128,45,-0.1,0.0102476580830746,0.000102951114029248
128,45,-0.0875,0.00784983079926482,7.87899530185765e-05
128,45,-0.075,0.00576958098896019,5.78629340272085e-05
128,45,-0.0625,0.00400790450246369,4.01661913743689e-05
128,45,-0.05,0.00256561199779048,2.5695840396911e-05
128,45,-0.0375,0.00144332864017127,1.44479775276984e-05
128,45,-0.025,0.000641493930179537,6.41868037520865e-06
128,45,-0.0125,0.000160361660346275,1.60400780102599e-06
128,45,0,1.11022302462516e-16,1.11022302462516e-16
128,45,0.0125,0.000160291707998583,1.60267857995944e-06
128,45,0.025,0.000640934472899479,6.40804663742944e-06
128,45,0.0375,0.00144144138004798,1.44120888410093e-05
128,45,0.05,0.00256114150493802,2.56107715065346e-05
128,45,0.0625,0.00399918063214155,4.00000426791225e-05
128,45,0.075,0.00575452209896177,5.75758322101105e-05
128,45,0.0875,0.00782594776294621,7.83340518377695e-05
128,45,0.1,0.010212059092211,0.000102270595264797
128,45,0.1125,0.0129112783775429,0.00012938133823992
128,45,0.125,0.0159218500650458,0.000159662138634387
128,45,0.1375,0.0192418422081176,0.000193108836522793
128,45,0.15,0.0228691480373995,0.000229717254262907
128,45,0.1625,0.026801487647219,0.000269483196572717
128,45,0.175,0.0310364097970858,0.000312402450612148
128,45,0.1875,0.0355712938265762,0.00035847078606055
128,45,0.2,0.0404033516819625,0.000407683955197413
128,45,0.2125,0.045529630052818,0.000460037692979753
128,45,0.225,0.0509470126167704,0.000515527717125264
128,45,0.2375,0.0566522223904732,0.000574149728185924
128,45,0.25,0.062641824184858,0.000635899409633489
