profile,seed,snr_db,l_value,n_samples,source_alpha,mean_grid_channel_nmse_db,mean_trained_refinement_channel_nmse_db,mean_trained_refinement_gain_vs_grid_db,mean_grid_physical_delay_rmse_ns,mean_trained_refinement_physical_delay_rmse_ns,mean_physical_delay_rmse_reduction_vs_grid_ns,mean_grid_projected_broadside_angle_rmse_deg,mean_trained_refinement_projected_broadside_angle_rmse_deg,mean_projected_angle_rmse_reduction_vs_grid_deg,mean_support_recall,mean_topk_energy_efficiency
A,20260627.0,20.0,4.0,2.0,0.6419195571509573,-7.887768988029068,-16.645001300755574,8.757232312726506,101.28954522996733,87.31051784027645,13.979027389690884,32.594319189987644,29.138499356660382,3.455819833327258,0.875,0.9995752359772229
