seed,mean_delay_alpha,std_delay_alpha,mean_angle_alpha,std_angle_alpha,mean_nmse_gain_db,mean_delay_rmse_reduction_bins,mean_angle_rmse_reduction_bins,train_loss_reduction
20260624.0,0.8015304991836508,0.17861440721992036,0.8880566876208884,0.2007593334093567,4.905546404311146,-0.011747824645253244,0.005041908027105133,0.02314772782642424
