seed,n_targets,shared_alpha,train_nmse_db,test_grid_nmse_db,test_curriculum_nmse_db,test_full_refine_nmse_db,test_gain_vs_grid_db,test_gap_vs_full_refine_db,n_test
20260624.0,2.0,0.7999999999999999,-13.16771178124853,-4.416619683696401,-13.84885643316588,-13.7184776892066,9.432236749469478,-0.13037874395928029,3.0
20260624.0,4.0,0.7999999999999999,-13.16771178124853,-6.615127191628086,-11.661509734629888,-11.482574050944448,5.046382543001802,-0.17893568368543988,3.0
20260624.0,8.0,0.7999999999999999,-13.16771178124853,-5.5948001424336695,-12.498125229203245,-13.006610177726857,6.903325086769575,0.5084849485236127,3.0
20260625.0,2.0,0.9999999999999999,-14.272155146107153,-5.014207675782855,-14.600219678558672,-14.600219678558672,9.586012002775817,0.0,3.0
20260625.0,4.0,0.9999999999999999,-14.272155146107153,-5.524976523509372,-13.926058312758824,-13.926058312758824,8.401081789249453,0.0,3.0
20260625.0,8.0,0.9999999999999999,-14.272155146107153,-6.318981057916804,-11.928324295066467,-11.928324295066467,5.609343237149663,0.0,3.0
