profile,seed,L,snr_db,sample,method,nmse_db,newton_updates,wall_ms
A,3102,8,10.0,3,grid,-6.831139220257494,0,0.16
A,3102,8,10.0,3,deterministic,-8.35323244533745,0,2.3
A,3102,8,10.0,3,controller,-8.025358671145396,0,2.78
A,3102,8,10.0,3,nomp2d,-16.610003935509656,155,35.26
A,3102,8,10.0,4,grid,-6.84989559047229,0,0.16
A,3102,8,10.0,4,deterministic,-11.8093341544784,0,2.68
A,3102,8,10.0,4,controller,-11.010256166602604,0,3.16
A,3102,8,10.0,4,nomp2d,-16.82182394817355,149,35.32
A,3102,8,10.0,5,grid,-6.895196724271907,0,0.16
A,3102,8,10.0,5,deterministic,-9.08472253957656,0,2.25
A,3102,8,10.0,5,controller,-8.708501305441542,0,2.75
A,3102,8,10.0,5,nomp2d,-18.563186946600986,163,33.56
A,3102,8,20.0,0,grid,-7.411723491417095,0,0.3
A,3102,8,20.0,0,deterministic,-11.717735558291162,0,2.55
A,3102,8,20.0,0,controller,-11.237340224873105,0,3.1
A,3102,8,20.0,0,nomp2d,-18.524308325363798,153,35.06
A,3102,8,20.0,1,grid,-6.538569525637152,0,0.16
A,3102,8,20.0,1,deterministic,-8.424113878158053,0,2.49
A,3102,8,20.0,1,controller,-9.134316117164879,0,3.02
A,3102,8,20.0,1,nomp2d,-19.462716816860194,151,36.54
A,3102,8,20.0,2,grid,-6.219111565109311,0,0.17
A,3102,8,20.0,2,deterministic,-8.178921492301674,0,2.29
A,3102,8,20.0,2,controller,-8.064044623270677,0,2.78
A,3102,8,20.0,2,nomp2d,-18.218115558319436,151,36.17
A,3102,8,20.0,3,grid,-6.917068666079023,0,0.17
A,3102,8,20.0,3,deterministic,-8.45670311532708,0,2.39
A,3102,8,20.0,3,controller,-8.083517859913233,0,2.89
A,3102,8,20.0,3,nomp2d,-16.84014380125703,152,35.92
A,3102,8,20.0,4,grid,-6.912735203023763,0,0.19
A,3102,8,20.0,4,deterministic,-12.040941121591931,0,2.55
A,3102,8,20.0,4,controller,-11.223922558708388,0,3.1
A,3102,8,20.0,4,nomp2d,-21.916151292436986,153,35.47
A,3102,8,20.0,5,grid,-7.041254820205492,0,0.16
A,3102,8,20.0,5,deterministic,-9.05440135253315,0,2.36
A,3102,8,20.0,5,controller,-8.656980404977366,0,2.86
A,3102,8,20.0,5,nomp2d,-19.409811929491205,154,34.88
A,3102,8,30.0,0,grid,-7.418380749649135,0,0.32
A,3102,8,30.0,0,deterministic,-11.431103845155393,0,2.71
A,3102,8,30.0,0,controller,-11.02369250330381,0,3.36
A,3102,8,30.0,0,nomp2d,-18.837643198205246,151,36.38
A,3102,8,30.0,1,grid,-6.5459701712662515,0,0.19
A,3102,8,30.0,1,deterministic,-8.677426961742345,0,2.34
A,3102,8,30.0,1,controller,-9.168295987073453,0,2.85
A,3102,8,30.0,1,nomp2d,-20.013828250781614,153,40.07
A,3102,8,30.0,2,grid,-6.235775178436952,0,0.17
A,3102,8,30.0,2,deterministic,-8.590289689101015,0,2.3
A,3102,8,30.0,2,controller,-8.284431405244268,0,2.82
A,3102,8,30.0,2,nomp2d,-18.309173566271657,152,35.42
A,3102,8,30.0,3,grid,-6.922433106136766,0,0.16
A,3102,8,30.0,3,deterministic,-8.466625104521789,0,2.28
A,3102,8,30.0,3,controller,-8.091532940023594,0,2.78
A,3102,8,30.0,3,nomp2d,-17.348218094750695,153,36.85
A,3102,8,30.0,4,grid,-6.916839059942309,0,0.2
A,3102,8,30.0,4,deterministic,-12.057228475344147,0,2.45
A,3102,8,30.0,4,controller,-11.23616853639236,0,3.0
A,3102,8,30.0,4,nomp2d,-22.065819023035196,149,35.52
A,3102,8,30.0,5,grid,-7.044951262904182,0,0.16
A,3102,8,30.0,5,deterministic,-9.062895228035977,0,2.27
A,3102,8,30.0,5,controller,-8.661230467034978,0,2.77
A,3102,8,30.0,5,nomp2d,-19.54255444467464,152,34.88
A,3102,16,0.0,0,grid,-5.0984931209179525,0,0.46
A,3102,16,0.0,0,deterministic,-5.510911132920304,0,4.82
A,3102,16,0.0,0,controller,-5.807920197217975,0,5.7
A,3102,16,0.0,0,nomp2d,-5.188318700861172,484,172.05
A,3102,16,0.0,1,grid,-5.723288069997209,0,0.33
A,3102,16,0.0,1,deterministic,-6.915697988194011,0,4.52
A,3102,16,0.0,1,controller,-7.422288576640702,0,5.34
A,3102,16,0.0,1,nomp2d,-6.327533878021122,510,170.47
A,3102,16,0.0,2,grid,-5.775381171526394,0,0.31
A,3102,16,0.0,2,deterministic,-6.5280809424240545,0,4.53
A,3102,16,0.0,2,controller,-7.034207265427053,0,5.34
A,3102,16,0.0,2,nomp2d,-5.063233262638911,532,162.14
A,3102,16,0.0,3,grid,-6.062987724484246,0,0.3
A,3102,16,0.0,3,deterministic,-6.567529268989678,0,4.75
A,3102,16,0.0,3,controller,-6.426836229581619,0,5.55
A,3102,16,0.0,3,nomp2d,-5.279648948085864,481,174.17
A,3102,16,0.0,4,grid,-5.732741986772392,0,0.29
A,3102,16,0.0,4,deterministic,-8.352550462945876,0,4.49
A,3102,16,0.0,4,controller,-7.888496205033224,0,5.31
A,3102,16,0.0,4,nomp2d,-6.009836181960148,491,172.04
A,3102,16,0.0,5,grid,-4.383467555250822,0,0.35
A,3102,16,0.0,5,deterministic,-4.572268903994789,0,4.81
A,3102,16,0.0,5,controller,-4.711317728592116,0,5.64
A,3102,16,0.0,5,nomp2d,-5.802658241565912,483,185.34
A,3102,16,10.0,0,grid,-9.995626686895617,0,0.44
A,3102,16,10.0,0,deterministic,-15.114771137835625,0,4.84
A,3102,16,10.0,0,controller,-15.563269117429604,0,5.71
A,3102,16,10.0,0,nomp2d,-15.106848253010714,521,171.66
A,3102,16,10.0,1,grid,-9.727551764657893,0,0.3
A,3102,16,10.0,1,deterministic,-12.040591296166296,0,4.52
A,3102,16,10.0,1,controller,-10.812711333850837,0,5.36
A,3102,16,10.0,1,nomp2d,-14.949998086240821,484,177.87
A,3102,16,10.0,2,grid,-9.62933137118076,0,0.29
A,3102,16,10.0,2,deterministic,-15.429624220417107,0,4.49
A,3102,16,10.0,2,controller,-16.072342047799236,0,5.28
A,3102,16,10.0,2,nomp2d,-15.898648049980888,490,169.21
A,3102,16,10.0,3,grid,-11.984114740296945,0,0.28
A,3102,16,10.0,3,deterministic,-13.671208441835645,0,4.44
A,3102,16,10.0,3,controller,-12.9725726092822,0,5.22
A,3102,16,10.0,3,nomp2d,-15.837784362777313,533,163.73
A,3102,16,10.0,4,grid,-9.860311037674176,0,0.29
A,3102,16,10.0,4,deterministic,-16.032986768555702,0,4.53
A,3102,16,10.0,4,controller,-14.57151820914081,0,5.35
A,3102,16,10.0,4,nomp2d,-14.949506496246876,482,167.43
A,3102,16,10.0,5,grid,-9.545361048280071,0,0.29
A,3102,16,10.0,5,deterministic,-10.733386710738575,0,4.63
A,3102,16,10.0,5,controller,-12.536938824377874,0,5.47
A,3102,16,10.0,5,nomp2d,-14.862435417896418,462,172.43
A,3102,16,20.0,0,grid,-10.544467029958373,0,0.47
A,3102,16,20.0,0,deterministic,-16.703183556651815,0,5.27
A,3102,16,20.0,0,controller,-15.313480709639775,0,6.15
A,3102,16,20.0,0,nomp2d,-25.770964057452158,497,177.16
A,3102,16,20.0,1,grid,-10.16523218767194,0,0.31
A,3102,16,20.0,1,deterministic,-15.86365009539788,0,4.53
A,3102,16,20.0,1,controller,-14.609415834045379,0,5.33
A,3102,16,20.0,1,nomp2d,-25.891864184452906,486,168.95
A,3102,16,20.0,2,grid,-9.908024863685297,0,0.3
A,3102,16,20.0,2,deterministic,-16.568798002932862,0,4.54
A,3102,16,20.0,2,controller,-17.921798746353684,0,5.35
A,3102,16,20.0,2,nomp2d,-25.07972964763787,495,173.37
A,3102,16,20.0,3,grid,-12.316059251711662,0,0.32
A,3102,16,20.0,3,deterministic,-14.512115858317902,0,4.63
A,3102,16,20.0,3,controller,-13.55270342082055,0,5.58
A,3102,16,20.0,3,nomp2d,-25.952849583134906,517,163.35
A,3102,16,20.0,4,grid,-10.524573180979539,0,0.29
A,3102,16,20.0,4,deterministic,-16.872233770600573,0,4.47
A,3102,16,20.0,4,controller,-15.34263759393835,0,5.28
A,3102,16,20.0,4,nomp2d,-25.946779398911872,511,165.66
A,3102,16,20.0,5,grid,-9.712414371263058,0,0.28
A,3102,16,20.0,5,deterministic,-16.903698074336944,0,4.48
A,3102,16,20.0,5,controller,-15.133046559915313,0,5.27
A,3102,16,20.0,5,nomp2d,-25.931108032483078,490,164.97
A,3102,16,30.0,0,grid,-10.608411712710177,0,0.44
A,3102,16,30.0,0,deterministic,-16.362030587486952,0,4.85
A,3102,16,30.0,0,controller,-15.76104251560733,0,5.82
A,3102,16,30.0,0,nomp2d,-34.35601416484346,522,172.67
A,3102,16,30.0,1,grid,-10.189408578336307,0,0.28
A,3102,16,30.0,1,deterministic,-15.946693841913026,0,4.49
A,3102,16,30.0,1,controller,-14.670781110404075,0,5.31
A,3102,16,30.0,1,nomp2d,-34.562596975027915,510,168.46
A,3102,16,30.0,2,grid,-9.943416638231238,0,0.31
A,3102,16,30.0,2,deterministic,-16.71895318406626,0,4.54
A,3102,16,30.0,2,controller,-18.129291129435398,0,5.34
A,3102,16,30.0,2,nomp2d,-34.793976583250334,496,171.59
A,3102,16,30.0,3,grid,-12.340916887474087,0,0.28
A,3102,16,30.0,3,deterministic,-14.54331343133935,0,4.66
A,3102,16,30.0,3,controller,-13.576220357837796,0,5.5
A,3102,16,30.0,3,nomp2d,-30.810194414968713,516,167.02
A,3102,16,30.0,4,grid,-10.552861658205861,0,0.29
A,3102,16,30.0,4,deterministic,-16.98149437646386,0,4.5
A,3102,16,30.0,4,controller,-15.428379875657514,0,5.27
A,3102,16,30.0,4,nomp2d,-32.90237231599044,510,165.73
A,3102,16,30.0,5,grid,-9.79108012172146,0,0.31
A,3102,16,30.0,5,deterministic,-14.46046555029521,0,4.52
A,3102,16,30.0,5,controller,-14.500429011486098,0,5.3
A,3102,16,30.0,5,nomp2d,-32.682464623791184,485,166.43
A,3103,4,0.0,0,grid,-2.501025384549181,0,0.22
A,3103,4,0.0,0,deterministic,-4.342983546545995,0,1.39
A,3103,4,0.0,0,controller,-4.42016333994459,0,1.82
A,3103,4,0.0,0,nomp2d,-8.073904044255134,47,11.09
A,3103,4,0.0,1,grid,-3.1798619864205917,0,0.11
A,3103,4,0.0,1,deterministic,-6.2635005445182435,0,1.22
A,3103,4,0.0,1,controller,-6.26764872031227,0,1.61
A,3103,4,0.0,1,nomp2d,-7.014856127943082,46,10.96
A,3103,4,0.0,2,grid,-3.7447107848841914,0,0.12
A,3103,4,0.0,2,deterministic,-7.076711439498675,0,1.27
A,3103,4,0.0,2,controller,-7.30152978448772,0,1.69
A,3103,4,0.0,2,nomp2d,-7.679560652427591,42,11.68
A,3103,4,0.0,3,grid,-3.07647036542186,0,0.12
A,3103,4,0.0,3,deterministic,-5.216158328764332,0,1.23
A,3103,4,0.0,3,controller,-4.356634854432192,0,1.61
A,3103,4,0.0,3,nomp2d,-8.166928531649154,47,9.63
A,3103,4,0.0,4,grid,-3.482530233275524,0,0.1
A,3103,4,0.0,4,deterministic,-6.419223018213018,0,1.24
A,3103,4,0.0,4,controller,-6.402539373908562,0,1.6
A,3103,4,0.0,4,nomp2d,-8.754681562059744,44,10.08
A,3103,4,0.0,5,grid,-5.021214714804355,0,0.11
A,3103,4,0.0,5,deterministic,-5.341958525473833,0,1.19
A,3103,4,0.0,5,controller,-6.333244981832882,0,1.55
A,3103,4,0.0,5,nomp2d,-8.063399245018328,42,9.91
A,3103,4,10.0,0,grid,-3.0060604007563025,0,0.26
A,3103,4,10.0,0,deterministic,-4.364561066491238,0,1.4
A,3103,4,10.0,0,controller,-4.453079453872906,0,1.95
A,3103,4,10.0,0,nomp2d,-9.922941508281527,47,10.5
A,3103,4,10.0,1,grid,-3.8696982906549673,0,0.12
A,3103,4,10.0,1,deterministic,-7.154074422507587,0,1.22
A,3103,4,10.0,1,controller,-6.103546160680664,0,1.62
A,3103,4,10.0,1,nomp2d,-10.468178919880895,45,9.91
A,3103,4,10.0,2,grid,-3.885857448151459,0,0.11
A,3103,4,10.0,2,deterministic,-7.700642993258922,0,1.2
A,3103,4,10.0,2,controller,-8.060317483499537,0,1.55
A,3103,4,10.0,2,nomp2d,-8.864214077620154,40,9.63
A,3103,4,10.0,3,grid,-3.976798295627515,0,0.1
A,3103,4,10.0,3,deterministic,-5.610740030047068,0,1.19
A,3103,4,10.0,3,controller,-6.316489706859959,0,1.53
A,3103,4,10.0,3,nomp2d,-8.540042457514513,46,10.06
A,3103,4,10.0,4,grid,-3.977606873329949,0,0.11
A,3103,4,10.0,4,deterministic,-5.693903133629943,0,1.19
A,3103,4,10.0,4,controller,-5.552893188797348,0,1.53
A,3103,4,10.0,4,nomp2d,-12.890246987120385,48,9.71
A,3103,4,10.0,5,grid,-5.165389070127107,0,0.1
A,3103,4,10.0,5,deterministic,-5.8899831299519345,0,1.23
A,3103,4,10.0,5,controller,-6.478738210241208,0,1.56
A,3103,4,10.0,5,nomp2d,-9.457732862894918,47,9.88
A,3103,4,20.0,0,grid,-3.0280775391395442,0,0.25
A,3103,4,20.0,0,deterministic,-4.413903875473693,0,1.39
A,3103,4,20.0,0,controller,-4.600667786897358,0,1.98
A,3103,4,20.0,0,nomp2d,-10.062223202500826,44,10.69
A,3103,4,20.0,1,grid,-3.8874457359393104,0,0.13
A,3103,4,20.0,1,deterministic,-7.172289859532629,0,1.23
A,3103,4,20.0,1,controller,-6.109928535896678,0,1.6
A,3103,4,20.0,1,nomp2d,-10.677379741031077,46,9.75
A,3103,4,20.0,2,grid,-3.891627340522477,0,0.11
A,3103,4,20.0,2,deterministic,-7.493633719089984,0,1.25
A,3103,4,20.0,2,controller,-7.695264715663218,0,1.61
A,3103,4,20.0,2,nomp2d,-8.936416689861261,47,9.85
A,3103,4,20.0,3,grid,-3.998644918700493,0,0.16
A,3103,4,20.0,3,deterministic,-5.630211613293817,0,1.29
A,3103,4,20.0,3,controller,-6.340888724074779,0,1.64
A,3103,4,20.0,3,nomp2d,-9.29340877453325,44,10.08
A,3103,4,20.0,4,grid,-3.9909075584049916,0,0.1
A,3103,4,20.0,4,deterministic,-5.12395615826291,0,1.19
A,3103,4,20.0,4,controller,-5.156820607622414,0,1.54
A,3103,4,20.0,4,nomp2d,-13.230920569980677,46,10.01
A,3103,4,20.0,5,grid,-5.183837875126429,0,0.1
A,3103,4,20.0,5,deterministic,-5.912531261934921,0,1.23
A,3103,4,20.0,5,controller,-6.5032799386145355,0,1.58
A,3103,4,20.0,5,nomp2d,-9.59755004791721,46,10.02
A,3103,4,30.0,0,grid,-3.0298138100173984,0,0.24
A,3103,4,30.0,0,deterministic,-4.417013932605654,0,1.39
A,3103,4,30.0,0,controller,-4.602939793016668,0,1.84
A,3103,4,30.0,0,nomp2d,-10.070846566718368,45,11.34
A,3103,4,30.0,1,grid,-3.889199688176409,0,0.13
A,3103,4,30.0,1,deterministic,-7.1764782873818795,0,1.83
A,3103,4,30.0,1,controller,-6.111710757123308,0,2.42
A,3103,4,30.0,1,nomp2d,-10.69710995046021,46,10.44
A,3103,4,30.0,2,grid,-3.8926419635077396,0,0.11
A,3103,4,30.0,2,deterministic,-7.731649154178628,0,1.21
A,3103,4,30.0,2,controller,-8.023044021214709,0,1.59
A,3103,4,30.0,2,nomp2d,-8.942590217612498,47,9.89
A,3103,4,30.0,3,grid,-3.999331558043066,0,0.11
A,3103,4,30.0,3,deterministic,-5.630732643258871,0,1.19
A,3103,4,30.0,3,controller,-6.341514292867217,0,1.54
A,3103,4,30.0,3,nomp2d,-8.673277614086754,45,10.12
A,3103,4,30.0,4,grid,-3.992173223414412,0,0.1
A,3103,4,30.0,4,deterministic,-5.777679018871478,0,1.25
A,3103,4,30.0,4,controller,-5.492792888074849,0,1.59
A,3103,4,30.0,4,nomp2d,-13.253770699934563,46,9.95
A,3103,4,30.0,5,grid,-5.185199699576925,0,0.1
A,3103,4,30.0,5,deterministic,-5.914211280225463,0,1.19
A,3103,4,30.0,5,controller,-6.505279992782588,0,1.54
A,3103,4,30.0,5,nomp2d,-9.602102321214065,46,9.97
A,3103,8,0.0,0,grid,-5.396760786893351,0,0.32
A,3103,8,0.0,0,deterministic,-7.938368022247308,0,2.52
A,3103,8,0.0,0,controller,-7.546162049571833,0,3.07
A,3103,8,0.0,0,nomp2d,-8.988547351754493,157,42.49
A,3103,8,0.0,1,grid,-6.152564060401133,0,0.22
A,3103,8,0.0,1,deterministic,-7.091355092800952,0,2.59
A,3103,8,0.0,1,controller,-7.724283926716486,0,3.17
A,3103,8,0.0,1,nomp2d,-7.32274463312239,139,36.93
A,3103,8,0.0,2,grid,-5.564970809091521,0,0.17
A,3103,8,0.0,2,deterministic,-7.058639717782582,0,2.3
A,3103,8,0.0,2,controller,-7.16653775511022,0,2.83
A,3103,8,0.0,2,nomp2d,-7.400044342420873,154,34.79
A,3103,8,0.0,3,grid,-6.327065677952254,0,0.17
A,3103,8,0.0,3,deterministic,-6.945722475523848,0,2.31
A,3103,8,0.0,3,controller,-6.9765151544731765,0,2.8
A,3103,8,0.0,3,nomp2d,-7.005255101617754,149,37.58
A,3103,8,0.0,4,grid,-6.288640757327312,0,0.21
A,3103,8,0.0,4,deterministic,-8.574964538046348,0,2.6
A,3103,8,0.0,4,controller,-9.668209739591969,0,3.16
A,3103,8,0.0,4,nomp2d,-7.276663388873588,123,40.17
A,3103,8,0.0,5,grid,-6.029157777994943,0,0.16
A,3103,8,0.0,5,deterministic,-7.070549255819385,0,2.51
A,3103,8,0.0,5,controller,-7.823104721526024,0,3.01
A,3103,8,0.0,5,nomp2d,-8.256005805460319,147,36.1
A,3103,8,10.0,0,grid,-6.487448580716894,0,0.3
A,3103,8,10.0,0,deterministic,-9.770378694596877,0,2.53
A,3103,8,10.0,0,controller,-9.467908483387223,0,3.07
A,3103,8,10.0,0,nomp2d,-17.84366357607073,140,37.87
A,3103,8,10.0,1,grid,-6.98052287436097,0,0.16
A,3103,8,10.0,1,deterministic,-11.008096940482943,0,2.35
A,3103,8,10.0,1,controller,-10.779225728002267,0,2.86
A,3103,8,10.0,1,nomp2d,-17.631097019426754,153,35.32
A,3103,8,10.0,2,grid,-6.581379678841475,0,0.16
A,3103,8,10.0,2,deterministic,-9.307199763091592,0,2.28
A,3103,8,10.0,2,controller,-9.54480998419979,0,2.77
A,3103,8,10.0,2,nomp2d,-17.361540163353283,156,34.41
A,3103,8,10.0,3,grid,-6.5494607051652665,0,0.16
A,3103,8,10.0,3,deterministic,-8.015599084134026,0,2.34
A,3103,8,10.0,3,controller,-8.097727457532086,0,2.83
A,3103,8,10.0,3,nomp2d,-16.38049718549776,156,36.84
A,3103,8,10.0,4,grid,-6.659461644987072,0,0.17
A,3103,8,10.0,4,deterministic,-11.674420533076088,0,2.32
A,3103,8,10.0,4,controller,-10.79850078930641,0,2.83
A,3103,8,10.0,4,nomp2d,-16.72835253962147,143,36.95
A,3103,8,10.0,5,grid,-7.6186675325080095,0,0.16
A,3103,8,10.0,5,deterministic,-8.407397812183685,0,2.28
A,3103,8,10.0,5,controller,-9.49317238333087,0,2.77
A,3103,8,10.0,5,nomp2d,-18.57605175603939,152,34.95
A,3103,8,20.0,0,grid,-6.522729756815502,0,0.31
A,3103,8,20.0,0,deterministic,-10.775152488918636,0,2.79
A,3103,8,20.0,0,controller,-10.142111628039764,0,3.39
A,3103,8,20.0,0,nomp2d,-20.186049945865932,143,36.58
A,3103,8,20.0,1,grid,-7.041622983080406,0,0.16
A,3103,8,20.0,1,deterministic,-11.203777248670255,0,2.32
A,3103,8,20.0,1,controller,-10.888972012234298,0,2.8
A,3103,8,20.0,1,nomp2d,-22.322554180462543,152,35.26
A,3103,8,20.0,2,grid,-6.603201584472523,0,0.17
A,3103,8,20.0,2,deterministic,-9.749578012435876,0,2.27
A,3103,8,20.0,2,controller,-9.439209419108476,0,2.75
A,3103,8,20.0,2,nomp2d,-17.766349210329185,161,34.35
A,3103,8,20.0,3,grid,-6.787082144864057,0,0.16
A,3103,8,20.0,3,deterministic,-8.121298202739137,0,2.28
A,3103,8,20.0,3,controller,-8.278815281167123,0,2.76
A,3103,8,20.0,3,nomp2d,-17.043318431126043,152,36.71
A,3103,8,20.0,4,grid,-6.7152913259894795,0,0.18
A,3103,8,20.0,4,deterministic,-11.868425912571269,0,2.33
A,3103,8,20.0,4,controller,-10.787325263692997,0,2.88
A,3103,8,20.0,4,nomp2d,-20.49699661948066,151,42.89
A,3103,8,20.0,5,grid,-7.732927762868339,0,0.22
A,3103,8,20.0,5,deterministic,-9.72571943463312,0,2.71
A,3103,8,20.0,5,controller,-10.64953255396944,0,3.38
A,3103,8,20.0,5,nomp2d,-21.51604160774098,153,43.25
A,3103,8,30.0,0,grid,-6.530845126042438,0,0.34
A,3103,8,30.0,0,deterministic,-10.796796947241214,0,2.57
A,3103,8,30.0,0,controller,-10.147854530126247,0,3.14
A,3103,8,30.0,0,nomp2d,-21.09049456179062,143,37.48
A,3103,8,30.0,1,grid,-7.04861607159767,0,0.19
A,3103,8,30.0,1,deterministic,-11.223585668083393,0,2.35
A,3103,8,30.0,1,controller,-10.906048677216209,0,2.87
A,3103,8,30.0,1,nomp2d,-21.521259936776648,156,36.92
A,3103,8,30.0,2,grid,-6.6096271046436925,0,0.18
A,3103,8,30.0,2,deterministic,-9.76097444021278,0,2.34
A,3103,8,30.0,2,controller,-9.4410538907938,0,2.91
A,3103,8,30.0,2,nomp2d,-18.06447823252825,157,34.48
A,3103,8,30.0,3,grid,-6.799925950109681,0,0.17
A,3103,8,30.0,3,deterministic,-8.138177744398366,0,2.33
A,3103,8,30.0,3,controller,-8.289827661691119,0,2.82
A,3103,8,30.0,3,nomp2d,-17.294517783435925,154,37.06
A,3103,8,30.0,4,grid,-6.719505172958419,0,0.17
A,3103,8,30.0,4,deterministic,-11.340826360109906,0,2.31
A,3103,8,30.0,4,controller,-10.823087480565539,0,2.83
A,3103,8,30.0,4,nomp2d,-20.40780845295994,155,36.15
A,3103,8,30.0,5,grid,-7.735183316179822,0,0.17
A,3103,8,30.0,5,deterministic,-9.730860815233719,0,2.33
A,3103,8,30.0,5,controller,-10.648131747553105,0,2.86
A,3103,8,30.0,5,nomp2d,-21.70603471779367,149,39.41
A,3103,16,0.0,0,grid,-6.412621078604021,0,0.48
A,3103,16,0.0,0,deterministic,-6.999590744718853,0,4.78
A,3103,16,0.0,0,controller,-6.860420822955237,0,5.63
A,3103,16,0.0,0,nomp2d,-5.776266049382793,463,177.15
A,3103,16,0.0,1,grid,-5.960260057063687,0,0.3
A,3103,16,0.0,1,deterministic,-7.3045554248660585,0,4.64
A,3103,16,0.0,1,controller,-7.518618782456209,0,5.48
A,3103,16,0.0,1,nomp2d,-5.921816878559917,459,171.56
A,3103,16,0.0,2,grid,-5.70033316859159,0,0.29
A,3103,16,0.0,2,deterministic,-6.201398053094906,0,4.53
A,3103,16,0.0,2,controller,-6.653131982530808,0,5.31
A,3103,16,0.0,2,nomp2d,-5.769450622846637,473,167.66
A,3103,16,0.0,3,grid,-7.300593727384188,0,0.32
A,3103,16,0.0,3,deterministic,-8.316332527327475,0,4.53
A,3103,16,0.0,3,controller,-7.765029850824268,0,5.3
A,3103,16,0.0,3,nomp2d,-6.276542804586964,498,169.43
A,3103,16,0.0,4,grid,-4.49007025541477,0,0.3
A,3103,16,0.0,4,deterministic,-6.218570317077221,0,4.54
A,3103,16,0.0,4,controller,-6.1691599605728795,0,5.37
A,3103,16,0.0,4,nomp2d,-4.771920667446407,432,177.52
A,3103,16,0.0,5,grid,-6.206731078915712,0,0.3
A,3103,16,0.0,5,deterministic,-6.7217203535420875,0,4.49
A,3103,16,0.0,5,controller,-7.641884408211006,0,5.31
A,3103,16,0.0,5,nomp2d,-6.484656411419628,492,168.12
A,3103,16,10.0,0,grid,-9.77208166505646,0,0.44
A,3103,16,10.0,0,deterministic,-16.70727777002663,0,4.79
A,3103,16,10.0,0,controller,-16.7716846365466,0,5.72
A,3103,16,10.0,0,nomp2d,-15.729016406146894,462,175.73
A,3103,16,10.0,1,grid,-10.611861272841118,0,0.35
A,3103,16,10.0,1,deterministic,-14.231746450903211,0,4.74
A,3103,16,10.0,1,controller,-13.262531804308253,0,5.56
A,3103,16,10.0,1,nomp2d,-15.891458792754081,494,175.03
A,3103,16,10.0,2,grid,-10.470865337856953,0,0.32
A,3103,16,10.0,2,deterministic,-16.203687061472337,0,4.57
A,3103,16,10.0,2,controller,-14.192092916804096,0,5.38
A,3103,16,10.0,2,nomp2d,-15.36358451036377,491,164.19
A,3103,16,10.0,3,grid,-11.854304480040225,0,0.28
A,3103,16,10.0,3,deterministic,-13.453004142367405,0,4.94
A,3103,16,10.0,3,controller,-12.155805487952751,0,5.79
A,3103,16,10.0,3,nomp2d,-14.806057765321214,509,165.78
A,3103,16,10.0,4,grid,-9.6327564063321,0,0.29
A,3103,16,10.0,4,deterministic,-13.949282753108712,0,4.52
A,3103,16,10.0,4,controller,-13.307340438313744,0,5.31
A,3103,16,10.0,4,nomp2d,-15.2551940388108,503,168.12
A,3103,16,10.0,5,grid,-9.692904270257268,0,0.3
A,3103,16,10.0,5,deterministic,-12.026591273982095,0,4.53
A,3103,16,10.0,5,controller,-12.530328717609907,0,5.33
A,3103,16,10.0,5,nomp2d,-15.094432949964967,482,167.87
A,3103,16,20.0,0,grid,-10.170336625322838,0,0.49
A,3103,16,20.0,0,deterministic,-17.397997223227193,0,5.02
A,3103,16,20.0,0,controller,-17.783353827128025,0,5.93
A,3103,16,20.0,0,nomp2d,-26.759045578727054,481,172.2
A,3103,16,20.0,1,grid,-10.84764284360295,0,0.29
A,3103,16,20.0,1,deterministic,-13.357459223724435,0,4.56
A,3103,16,20.0,1,controller,-12.51257296211751,0,5.37
A,3103,16,20.0,1,nomp2d,-26.36072138228507,491,168.91
A,3103,16,20.0,2,grid,-10.828443237578522,0,0.29
A,3103,16,20.0,2,deterministic,-16.415022236238784,0,4.52
A,3103,16,20.0,2,controller,-14.135892781064072,0,5.32
A,3103,16,20.0,2,nomp2d,-26.3889229489492,513,169.2
A,3103,16,20.0,3,grid,-12.17677181617663,0,0.31
A,3103,16,20.0,3,deterministic,-15.849506586715536,0,4.6
A,3103,16,20.0,3,controller,-14.114328726568903,0,5.39
A,3103,16,20.0,3,nomp2d,-26.53619530392642,519,162.02
A,3103,16,20.0,4,grid,-9.895575593559585,0,0.31
A,3103,16,20.0,4,deterministic,-14.598829314106275,0,4.47
A,3103,16,20.0,4,controller,-13.709517332964527,0,5.26
A,3103,16,20.0,4,nomp2d,-24.735012382046833,526,159.57
A,3103,16,20.0,5,grid,-10.127776972709167,0,0.29
A,3103,16,20.0,5,deterministic,-14.055663070493134,0,4.5
A,3103,16,20.0,5,controller,-13.416308509004475,0,5.3
A,3103,16,20.0,5,nomp2d,-24.60178081266306,482,168.91
A,3103,16,30.0,0,grid,-10.195364498905477,0,0.45
A,3103,16,30.0,0,deterministic,-17.544877246242276,0,4.83
A,3103,16,30.0,0,controller,-17.955920431928604,0,5.7
A,3103,16,30.0,0,nomp2d,-36.45790616557623,476,181.6
A,3103,16,30.0,1,grid,-10.942193279997735,0,0.3
A,3103,16,30.0,1,deterministic,-15.037052648714377,0,4.71
A,3103,16,30.0,1,controller,-13.727029993737059,0,5.6
A,3103,16,30.0,1,nomp2d,-36.51540786326818,511,184.78
A,3103,16,30.0,2,grid,-10.857933256030993,0,0.37
A,3103,16,30.0,2,deterministic,-14.516839557408119,0,4.75
A,3103,16,30.0,2,controller,-14.094951820250039,0,5.59
A,3103,16,30.0,2,nomp2d,-33.55996935204572,508,188.68
