seed,mean_delay_alpha,std_delay_alpha,mean_angle_alpha,std_angle_alpha,mean_nmse_gain_db,mean_delay_rmse_reduction_bins,mean_angle_rmse_reduction_bins,mean_angle_rmse_reduction_deg,mean_local_delay_rmse_reduction_bins,mean_local_angle_rmse_reduction_bins,train_loss_reduction
20260620.0,0.9748725618941041,0.21799428211888205,0.12453013527923411,0.17017943845638847,6.048578777943166,0.06543731179869272,0.002699753643122625,0.5758062114108028,0.2021742184200814,-0.013162032063762298,0.1489041233422288
