snr_db,mean_depth_savings_percent,std_depth_savings_percent,min_depth_savings_percent,mean_nmse_gap_db,max_nmse_gap_db,n_seed_cells
10.0,31.25,8.838834764831844,25.0,0.47718196227154275,0.6834463407198346,2.0
20.0,34.375,4.419417382415922,31.25,0.45545339826156095,0.5161311251772185,2.0
30.0,21.875,4.419417382415922,18.75,0.3249737333107121,0.40452851113208066,2.0
