seed,snr_db,L,scene,method,nmse_db,wall_ms,newton_updates
2,30,2,2,nomp_inspired,-74.113287,74.627,6
2,30,2,2,parafac_als,-8.991015,13.814,0
2,30,2,3,grid,-5.156466,10.211,0
2,30,2,3,deterministic,-17.238765,20.135,0
2,30,2,3,learned_scalar,-18.092790,26.248,0
2,30,2,3,nomp_inspired,-70.222999,79.356,6
2,30,2,3,parafac_als,-52.729779,14.509,0
2,30,2,4,grid,-5.008586,10.587,0
2,30,2,4,deterministic,-14.185168,21.593,0
2,30,2,4,learned_scalar,-16.091513,26.528,0
2,30,2,4,nomp_inspired,-70.075048,107.782,7
2,30,2,4,parafac_als,-52.866175,14.769,0
2,30,2,5,grid,-3.987234,12.408,0
2,30,2,5,deterministic,-10.753923,27.261,0
2,30,2,5,learned_scalar,-12.066764,32.451,0
2,30,2,5,nomp_inspired,-71.532881,91.720,7
2,30,2,5,parafac_als,-6.012122,15.451,0
2,30,4,1,grid,-5.097247,16.269,0
2,30,4,1,deterministic,-13.366676,42.338,0
2,30,4,1,learned_scalar,-13.592389,53.070,0
2,30,4,1,nomp_inspired,-71.478994,268.868,18
2,30,4,1,parafac_als,-7.796593,17.802,0
2,30,4,2,grid,-3.768283,16.846,0
2,30,4,2,deterministic,-15.617388,36.065,0
2,30,4,2,learned_scalar,-14.357889,44.079,0
2,30,4,2,nomp_inspired,-66.841105,270.727,16
2,30,4,2,parafac_als,-13.143129,20.529,0
2,30,4,3,grid,-6.828378,17.362,0
2,30,4,3,deterministic,-13.757719,40.197,0
2,30,4,3,learned_scalar,-14.097629,50.118,0
2,30,4,3,nomp_inspired,-70.454462,299.953,17
2,30,4,3,parafac_als,-19.449351,17.684,0
2,30,4,4,grid,-6.311631,16.014,0
2,30,4,4,deterministic,-11.871926,36.295,0
2,30,4,4,learned_scalar,-11.938458,45.084,0
2,30,4,4,nomp_inspired,-66.925177,270.581,17
2,30,4,4,parafac_als,-26.904250,18.750,0
2,30,4,5,grid,-3.818259,17.091,0
2,30,4,5,deterministic,-15.648816,36.713,0
2,30,4,5,learned_scalar,-14.628291,49.720,0
2,30,4,5,nomp_inspired,-68.339805,263.976,15
2,30,4,5,parafac_als,-19.051104,19.905,0
2,30,8,1,grid,-5.614913,34.245,0
2,30,8,1,deterministic,-12.572684,85.635,0
2,30,8,1,learned_scalar,-12.818296,111.973,0
2,30,8,1,nomp_inspired,-65.889951,1466.213,53
2,30,8,1,parafac_als,-9.074189,28.386,0
2,30,8,2,grid,-4.885973,31.663,0
2,30,8,2,deterministic,-15.027617,84.624,0
2,30,8,2,learned_scalar,-14.568246,114.302,0
2,30,8,2,nomp_inspired,-67.071006,1379.613,51
2,30,8,2,parafac_als,-13.612719,24.488,0
2,30,8,3,grid,-4.966478,30.633,0
2,30,8,3,deterministic,-13.216761,76.160,0
2,30,8,3,learned_scalar,-13.166427,98.788,0
2,30,8,3,nomp_inspired,-65.123995,1371.073,50
2,30,8,3,parafac_als,-12.436448,29.661,0
2,30,8,4,grid,-6.318969,34.252,0
2,30,8,4,deterministic,-10.733889,86.823,0
2,30,8,4,learned_scalar,-10.828667,114.858,0
2,30,8,4,nomp_inspired,-64.857161,1277.409,50
2,30,8,4,parafac_als,-12.270436,25.682,0
2,30,8,5,grid,-7.034064,31.016,0
2,30,8,5,deterministic,-13.847730,83.856,0
2,30,8,5,learned_scalar,-14.007835,111.186,0
2,30,8,5,nomp_inspired,-66.624182,1374.043,48
2,30,8,5,parafac_als,-19.313091,27.812,0
3,0,2,1,grid,-6.754060,9.978,0
3,0,2,1,deterministic,-16.495685,20.067,0
3,0,2,1,learned_scalar,-15.893128,24.343,0
3,0,2,1,nomp_inspired,-41.037442,75.785,5
3,0,2,1,parafac_als,-22.934158,14.208,0
3,0,2,2,grid,-4.675088,11.198,0
3,0,2,2,deterministic,-7.872544,21.629,0
3,0,2,2,learned_scalar,-7.932826,26.722,0
3,0,2,2,nomp_inspired,-42.376204,78.150,7
3,0,2,2,parafac_als,-22.387047,14.997,0
3,0,2,3,grid,-7.969733,9.259,0
3,0,2,3,deterministic,-12.106019,18.779,0
3,0,2,3,learned_scalar,-12.505128,23.099,0
3,0,2,3,nomp_inspired,-43.725261,77.603,7
3,0,2,3,parafac_als,-22.908291,15.123,0
3,0,2,4,grid,-3.162400,11.503,0
3,0,2,4,deterministic,-12.394012,22.583,0
3,0,2,4,learned_scalar,-13.727874,27.393,0
3,0,2,4,nomp_inspired,-41.146815,79.741,7
3,0,2,4,parafac_als,-22.948928,14.179,0
3,0,2,5,grid,-4.823603,10.494,0
3,0,2,5,deterministic,-13.263749,21.005,0
3,0,2,5,learned_scalar,-13.093102,25.995,0
3,0,2,5,nomp_inspired,-38.910443,86.035,7
3,0,2,5,parafac_als,-22.482683,14.272,0
3,0,4,1,grid,-6.326925,13.674,0
3,0,4,1,deterministic,-12.000744,32.608,0
3,0,4,1,learned_scalar,-12.417112,40.801,0
3,0,4,1,nomp_inspired,-39.192604,256.840,17
3,0,4,1,parafac_als,-14.593260,20.967,0
3,0,4,2,grid,-5.720077,14.893,0
3,0,4,2,deterministic,-14.283435,33.475,0
3,0,4,2,learned_scalar,-14.871306,41.573,0
3,0,4,2,nomp_inspired,-39.822904,273.482,18
3,0,4,2,parafac_als,-18.008009,18.439,0
3,0,4,3,grid,-5.419757,17.106,0
3,0,4,3,deterministic,-9.727832,37.672,0
3,0,4,3,learned_scalar,-9.851131,46.026,0
3,0,4,3,nomp_inspired,-42.119728,273.951,16
3,0,4,3,parafac_als,-9.010724,19.740,0
3,0,4,4,grid,-5.070658,18.629,0
3,0,4,4,deterministic,-12.750711,41.392,0
3,0,4,4,learned_scalar,-12.743816,50.457,0
3,0,4,4,nomp_inspired,-39.065407,296.832,18
3,0,4,4,parafac_als,-8.403061,25.651,0
3,0,4,5,grid,-4.867575,17.403,0
3,0,4,5,deterministic,-12.071094,39.447,0
3,0,4,5,learned_scalar,-12.530516,49.463,0
3,0,4,5,nomp_inspired,-39.100135,301.504,17
3,0,4,5,parafac_als,-13.702383,24.917,0
3,0,8,1,grid,-4.775219,40.792,0
3,0,8,1,deterministic,-13.164486,99.123,0
3,0,8,1,learned_scalar,-12.953014,132.969,0
3,0,8,1,nomp_inspired,-36.569648,1486.626,51
3,0,8,1,parafac_als,-9.316827,28.827,0
3,0,8,2,grid,-4.738112,37.791,0
3,0,8,2,deterministic,-9.103491,92.136,0
3,0,8,2,learned_scalar,-9.172903,121.497,0
3,0,8,2,nomp_inspired,-35.891868,1407.878,53
3,0,8,2,parafac_als,-11.368153,31.072,0
3,0,8,3,grid,-3.750958,29.916,0
3,0,8,3,deterministic,-11.395208,76.091,0
3,0,8,3,learned_scalar,-11.133449,101.325,0
3,0,8,3,nomp_inspired,-34.646214,1426.578,54
3,0,8,3,parafac_als,-9.978561,25.667,0
3,0,8,4,grid,-4.392664,30.142,0
3,0,8,4,deterministic,-11.992366,78.438,0
3,0,8,4,learned_scalar,-11.963065,107.118,0
3,0,8,4,nomp_inspired,-34.901655,1328.960,46
3,0,8,4,parafac_als,-15.066559,25.773,0
3,0,8,5,grid,-4.775525,32.136,0
3,0,8,5,deterministic,-11.580178,88.671,0
3,0,8,5,learned_scalar,-11.543811,117.899,0
3,0,8,5,nomp_inspired,-34.565956,1357.809,51
3,0,8,5,parafac_als,-9.212561,24.854,0
3,10,2,1,grid,-4.146501,15.994,0
3,10,2,1,deterministic,-16.082407,29.776,0
3,10,2,1,learned_scalar,-15.839000,38.706,0
3,10,2,1,nomp_inspired,-52.739694,91.524,6
3,10,2,1,parafac_als,-33.228892,16.601,0
3,10,2,2,grid,-5.387508,11.302,0
3,10,2,2,deterministic,-18.658372,24.505,0
3,10,2,2,learned_scalar,-18.466418,30.909,0
3,10,2,2,nomp_inspired,-50.104182,79.919,5
3,10,2,2,parafac_als,-32.341636,15.749,0
3,10,2,3,grid,-6.736853,11.869,0
3,10,2,3,deterministic,-13.640856,23.826,0
3,10,2,3,learned_scalar,-13.680648,30.604,0
3,10,2,3,nomp_inspired,-51.204235,90.547,7
3,10,2,3,parafac_als,-32.835247,17.283,0
3,10,2,4,grid,-3.894959,14.006,0
3,10,2,4,deterministic,-12.404365,27.209,0
3,10,2,4,learned_scalar,-12.460125,34.037,0
3,10,2,4,nomp_inspired,-48.990882,103.044,7
3,10,2,4,parafac_als,-32.300085,16.048,0
3,10,2,5,grid,-4.098224,12.824,0
3,10,2,5,deterministic,-16.581860,26.226,0
3,10,2,5,learned_scalar,-16.224038,33.907,0
3,10,2,5,nomp_inspired,-50.824729,83.326,5
3,10,2,5,parafac_als,-32.950694,15.042,0
3,10,4,1,grid,-6.080938,15.276,0
3,10,4,1,deterministic,-12.033185,36.690,0
3,10,4,1,learned_scalar,-12.293028,48.794,0
3,10,4,1,nomp_inspired,-49.427616,308.915,18
3,10,4,1,parafac_als,-14.876340,22.734,0
3,10,4,2,grid,-4.552196,17.399,0
3,10,4,2,deterministic,-13.676544,41.770,0
3,10,4,2,learned_scalar,-14.265235,54.694,0
3,10,4,2,nomp_inspired,-47.828246,327.738,19
3,10,4,2,parafac_als,-7.619751,17.304,0
3,10,4,3,grid,-5.097475,17.307,0
3,10,4,3,deterministic,-15.247727,42.236,0
3,10,4,3,learned_scalar,-15.848938,55.112,0
3,10,4,3,nomp_inspired,-48.002757,320.940,18
3,10,4,3,parafac_als,-23.495255,19.380,0
3,10,4,4,grid,-4.221544,16.270,0
3,10,4,4,deterministic,-13.893573,39.500,0
3,10,4,4,learned_scalar,-13.316963,53.471,0
3,10,4,4,nomp_inspired,-45.503191,324.052,16
3,10,4,4,parafac_als,-11.613548,18.736,0
3,10,4,5,grid,-6.129511,16.684,0
3,10,4,5,deterministic,-16.033209,40.775,0
3,10,4,5,learned_scalar,-16.007533,53.325,0
3,10,4,5,nomp_inspired,-50.685328,281.951,15
3,10,4,5,parafac_als,-29.454888,17.846,0
3,10,8,1,grid,-5.188667,32.117,0
3,10,8,1,deterministic,-12.710603,80.171,0
3,10,8,1,learned_scalar,-12.614934,108.083,0
3,10,8,1,nomp_inspired,-45.975132,1404.045,54
3,10,8,1,parafac_als,-16.264273,26.721,0
3,10,8,2,grid,-5.285535,34.735,0
3,10,8,2,deterministic,-13.597149,91.068,0
3,10,8,2,learned_scalar,-13.622856,121.433,0
3,10,8,2,nomp_inspired,-46.144997,1532.501,50
3,10,8,2,parafac_als,-17.096736,44.846,0
3,10,8,3,grid,-5.465191,46.226,0
3,10,8,3,deterministic,-12.457686,112.683,0
3,10,8,3,learned_scalar,-12.388564,146.527,0
3,10,8,3,nomp_inspired,-45.957912,1454.196,46
3,10,8,3,parafac_als,-15.177539,27.008,0
3,10,8,4,grid,-5.752715,34.952,0
3,10,8,4,deterministic,-12.711977,92.190,0
3,10,8,4,learned_scalar,-12.498386,121.259,0
3,10,8,4,nomp_inspired,-48.134115,1305.983,49
3,10,8,4,parafac_als,-15.790607,25.002,0
3,10,8,5,grid,-4.645643,30.275,0
3,10,8,5,deterministic,-14.125518,81.052,0
3,10,8,5,learned_scalar,-13.855134,109.729,0
3,10,8,5,nomp_inspired,-46.759876,1364.596,50
3,10,8,5,parafac_als,-7.949324,28.711,0
3,20,2,1,grid,-2.582062,10.044,0
3,20,2,1,deterministic,-9.907899,20.838,0
3,20,2,1,learned_scalar,-11.379004,25.271,0
3,20,2,1,nomp_inspired,-65.835826,76.979,6
3,20,2,1,parafac_als,-42.857585,14.598,0
3,20,2,2,grid,-4.430894,10.551,0
3,20,2,2,deterministic,-6.248645,20.680,0
3,20,2,2,learned_scalar,-6.383671,25.250,0
3,20,2,2,nomp_inspired,-61.645986,79.568,7
3,20,2,2,parafac_als,-42.835668,14.468,0
3,20,2,3,grid,-7.266588,10.796,0
3,20,2,3,deterministic,-14.543213,23.618,0
3,20,2,3,learned_scalar,-15.480841,27.486,0
3,20,2,3,nomp_inspired,-61.049549,80.610,6
3,20,2,3,parafac_als,-43.008806,14.758,0
3,20,2,4,grid,-6.651201,9.312,0
3,20,2,4,deterministic,-13.274717,19.177,0
3,20,2,4,learned_scalar,-13.966696,23.512,0
3,20,2,4,nomp_inspired,-64.101888,72.819,7
3,20,2,4,parafac_als,-43.118058,13.568,0
3,20,2,5,grid,-4.960882,9.462,0
3,20,2,5,deterministic,-10.281903,19.379,0
3,20,2,5,learned_scalar,-10.305673,23.833,0
3,20,2,5,nomp_inspired,-61.406401,72.839,7
3,20,2,5,parafac_als,-42.619284,14.007,0
3,20,4,1,grid,-4.963345,13.614,0
3,20,4,1,deterministic,-16.125102,34.709,0
3,20,4,1,learned_scalar,-16.307809,42.645,0
3,20,4,1,nomp_inspired,-60.798772,283.208,17
3,20,4,1,parafac_als,-14.837695,18.442,0
3,20,4,2,grid,-5.623961,15.951,0
3,20,4,2,deterministic,-13.859603,38.280,0
3,20,4,2,learned_scalar,-13.642492,47.524,0
3,20,4,2,nomp_inspired,-58.001260,272.708,16
3,20,4,2,parafac_als,-30.416229,18.981,0
3,20,4,3,grid,-6.436850,17.236,0
3,20,4,3,deterministic,-15.078514,39.244,0
3,20,4,3,learned_scalar,-15.550398,53.684,0
3,20,4,3,nomp_inspired,-57.211719,271.964,17
3,20,4,3,parafac_als,-19.875960,17.945,0
3,20,4,4,grid,-8.163172,15.695,0
3,20,4,4,deterministic,-15.155923,34.715,0
3,20,4,4,learned_scalar,-15.756316,43.170,0
3,20,4,4,nomp_inspired,-56.796875,264.956,16
3,20,4,4,parafac_als,-15.046330,19.631,0
3,20,4,5,grid,-5.465513,16.188,0
3,20,4,5,deterministic,-11.365290,36.009,0
3,20,4,5,learned_scalar,-11.909121,45.638,0
3,20,4,5,nomp_inspired,-58.532914,282.911,18
3,20,4,5,parafac_als,-8.716534,21.353,0
3,20,8,1,grid,-6.315131,37.721,0
3,20,8,1,deterministic,-11.733758,99.095,0
3,20,8,1,learned_scalar,-11.891412,138.484,0
3,20,8,1,nomp_inspired,-56.473700,1556.951,52
3,20,8,1,parafac_als,-12.468048,37.006,0
3,20,8,2,grid,-5.722740,36.380,0
3,20,8,2,deterministic,-10.759142,93.173,0
3,20,8,2,learned_scalar,-10.677752,121.751,0
3,20,8,2,nomp_inspired,-55.124344,1614.021,53
3,20,8,2,parafac_als,-16.216536,25.742,0
3,20,8,3,grid,-5.989711,31.315,0
3,20,8,3,deterministic,-10.493446,87.799,0
3,20,8,3,learned_scalar,-10.597520,123.554,0
3,20,8,3,nomp_inspired,-55.832721,1526.691,63
3,20,8,3,parafac_als,-16.048219,24.220,0
3,20,8,4,grid,-7.017533,30.037,0
3,20,8,4,deterministic,-11.550405,75.475,0
3,20,8,4,learned_scalar,-12.010630,100.077,0
3,20,8,4,nomp_inspired,-54.219043,1391.990,55
3,20,8,4,parafac_als,-11.773161,25.820,0
3,20,8,5,grid,-5.253486,38.971,0
3,20,8,5,deterministic,-14.979185,96.494,0
3,20,8,5,learned_scalar,-14.119910,126.261,0
3,20,8,5,nomp_inspired,-56.432322,1621.062,59
3,20,8,5,parafac_als,-14.949391,25.559,0
3,30,2,1,grid,-7.177449,11.427,0
3,30,2,1,deterministic,-14.438438,22.685,0
3,30,2,1,learned_scalar,-14.314320,26.810,0
3,30,2,1,nomp_inspired,-70.019097,76.127,6
3,30,2,1,parafac_als,-52.745210,14.389,0
3,30,2,2,grid,-2.845391,12.064,0
3,30,2,2,deterministic,-13.397778,23.372,0
3,30,2,2,learned_scalar,-13.633286,28.962,0
3,30,2,2,nomp_inspired,-72.958486,78.631,6
3,30,2,2,parafac_als,-52.886763,14.587,0
3,30,2,3,grid,-6.641547,11.328,0
3,30,2,3,deterministic,-9.587805,23.702,0
3,30,2,3,learned_scalar,-9.569436,28.035,0
3,30,2,3,nomp_inspired,-69.694888,92.538,6
3,30,2,3,parafac_als,-52.918411,19.952,0
3,30,2,4,grid,-4.841781,14.500,0
3,30,2,4,deterministic,-16.575073,25.932,0
3,30,2,4,learned_scalar,-15.424646,31.854,0
3,30,2,4,nomp_inspired,-73.717418,93.816,6
3,30,2,4,parafac_als,-53.013788,25.361,0
3,30,2,5,grid,-3.219127,12.270,0
3,30,2,5,deterministic,-13.511881,22.805,0
3,30,2,5,learned_scalar,-13.551425,27.699,0
3,30,2,5,nomp_inspired,-69.314069,87.177,6
3,30,2,5,parafac_als,-52.376222,14.507,0
3,30,4,1,grid,-6.022634,14.375,0
3,30,4,1,deterministic,-11.699841,37.534,0
3,30,4,1,learned_scalar,-11.825442,46.787,0
3,30,4,1,nomp_inspired,-67.857748,286.965,18
3,30,4,1,parafac_als,-18.380059,22.729,0
3,30,4,2,grid,-4.023889,14.455,0
3,30,4,2,deterministic,-12.585850,35.117,0
3,30,4,2,learned_scalar,-12.971739,44.549,0
3,30,4,2,nomp_inspired,-68.981570,298.472,17
3,30,4,2,parafac_als,-7.095203,20.277,0
3,30,4,3,grid,-3.259897,18.918,0
3,30,4,3,deterministic,-13.189109,42.068,0
3,30,4,3,learned_scalar,-12.420397,52.119,0
3,30,4,3,nomp_inspired,-68.721877,272.084,13
3,30,4,3,parafac_als,-10.363229,20.931,0
3,30,4,4,grid,-4.375697,17.498,0
3,30,4,4,deterministic,-11.633663,37.267,0
3,30,4,4,learned_scalar,-11.856190,47.160,0
3,30,4,4,nomp_inspired,-67.335299,316.668,16
3,30,4,4,parafac_als,-14.630412,18.357,0
3,30,4,5,grid,-7.709730,16.638,0
3,30,4,5,deterministic,-14.939889,37.677,0
3,30,4,5,learned_scalar,-15.068252,48.116,0
3,30,4,5,nomp_inspired,-66.310579,271.931,17
3,30,4,5,parafac_als,-49.489871,21.393,0
3,30,8,1,grid,-5.354509,30.033,0
3,30,8,1,deterministic,-12.339442,83.219,0
3,30,8,1,learned_scalar,-12.151847,107.582,0
3,30,8,1,nomp_inspired,-65.965461,1420.454,50
3,30,8,1,parafac_als,-11.068695,29.286,0
3,30,8,2,grid,-4.745002,34.429,0
3,30,8,2,deterministic,-13.641906,88.479,0
3,30,8,2,learned_scalar,-13.296307,116.780,0
3,30,8,2,nomp_inspired,-65.470584,1481.427,54
3,30,8,2,parafac_als,-8.336541,25.666,0
3,30,8,3,grid,-5.825655,35.660,0
3,30,8,3,deterministic,-11.422402,89.638,0
3,30,8,3,learned_scalar,-11.522233,116.361,0
3,30,8,3,nomp_inspired,-65.190395,1396.954,47
3,30,8,3,parafac_als,-8.801136,28.993,0
3,30,8,4,grid,-7.259918,30.837,0
3,30,8,4,deterministic,-14.113534,80.097,0
3,30,8,4,learned_scalar,-14.599110,111.343,0
3,30,8,4,nomp_inspired,-65.125982,1637.323,54
3,30,8,4,parafac_als,-22.299040,25.554,0
3,30,8,5,grid,-4.531477,29.552,0
3,30,8,5,deterministic,-8.636448,77.667,0
3,30,8,5,learned_scalar,-8.779656,105.076,0
3,30,8,5,nomp_inspired,-65.251179,1459.141,50
3,30,8,5,parafac_als,-12.872452,30.618,0
