key
,pareto_s1_snr0_L2,
,pareto_s1_snr0_L4,
,pareto_s1_snr0_L8,
,pareto_s1_snr10_L2,
,pareto_s1_snr10_L4,
,pareto_s1_snr10_L8,
,pareto_s1_snr20_L2,
,pareto_s1_snr20_L4,
,pareto_s1_snr20_L8,
,pareto_s1_snr30_L2,
,pareto_s1_snr30_L4,
,pareto_s1_snr30_L8,
,pareto_s2_snr0_L2,
,pareto_s2_snr0_L4,
,pareto_s2_snr0_L8,
,pareto_s2_snr10_L2,
,pareto_s2_snr10_L4,
,pareto_s2_snr10_L8,
,pareto_s2_snr20_L2,
,pareto_s2_snr20_L4,
,pareto_s2_snr20_L8,
,pareto_s2_snr30_L2,
,pareto_s2_snr30_L4,
,pareto_s2_snr30_L8,
,pareto_s3_snr0_L2,
,pareto_s3_snr0_L4,
,pareto_s3_snr0_L8,
,pareto_s3_snr10_L2,
,pareto_s3_snr10_L4,
,pareto_s3_snr10_L8,
,pareto_s3_snr20_L2,
,pareto_s3_snr20_L4,
,pareto_s3_snr20_L8,
,pareto_s3_snr30_L2,
,pareto_s3_snr30_L4,
,pareto_s3_snr30_L8,
