snr_db,l_value,n_users,n_bs,mean_grid_channel_nmse_db,mean_source_alpha_channel_nmse_db,mean_source_alpha_gain_vs_grid_db,mean_bounded_refine_channel_nmse_db,mean_bounded_gain_vs_grid_db,mean_oracle_alpha_channel_nmse_db,mean_oracle_alpha_gain_vs_grid_db,mean_source_alpha_gap_vs_oracle_db,mean_oracle_alpha,mean_support_recall,mean_dominant_energy_recall,mean_delay_bin_rmse,mean_tx_bin_rmse
0.0,4.0,100.0,2.0,-8.812445514283892,-9.881505453167138,1.0690599388832487,-9.454598687713073,0.6421531734291801,-10.159909253896798,1.3474637396129068,0.2784038007296581,0.5480000000000002,0.62,0.9429176887275748,8.299648786520454,0.26729986434463365
0.0,8.0,100.0,2.0,-6.4242805857420695,-6.531210461883514,0.10692987614144528,-6.423755815348616,-0.0005247703934541281,-6.80862420104751,0.38434361530544037,0.2774137391639951,0.514,0.41125,0.9517494852764165,12.8019830540743,0.47278671634172864
0.0,16.0,100.0,2.0,-4.208632896826003,-3.9674817114103824,-0.24115118541562042,-3.957400566388024,-0.2512323304379784,-4.309651785559615,0.1010188887336125,0.34217007414923295,0.39000000000000007,0.30625,0.9594579938698233,13.503942244498406,0.5109385471484503
10.0,4.0,100.0,2.0,-14.332203997553144,-21.27617415387347,6.943970156320326,-19.984097641112943,5.651893643559795,-22.310836242126133,7.978632244572993,1.0346620882526678,0.714,0.9275,0.9643342569561908,0.28147119461280073,0.105
10.0,8.0,100.0,2.0,-14.952881071926877,-18.85367235059733,3.900791278670452,-18.586497775819343,3.6336167038924647,-19.409314901188548,4.4564338292616705,0.5556425505912194,0.8559999999999998,0.76875,0.9779721196695423,4.808772447160578,0.29238071975920854
10.0,16.0,100.0,2.0,-13.82659620728483,-15.300685780213154,1.474089572928324,-15.318803086024738,1.49220687873991,-15.596966674829346,1.7703704675445155,0.296280894616192,0.97,0.5825,0.984535157278657,9.486865774360465,0.42172466288532867
20.0,4.0,100.0,2.0,-14.908553111164116,-24.14095336190873,9.232400250744622,-22.296334668268546,7.387781557104432,-25.594833977270003,10.686280866105893,1.4538806153612673,0.7199999999999999,0.9825,0.9654921922486497,0.042426406871192854,0.035
20.0,8.0,100.0,2.0,-17.76407203202938,-28.68851729599729,10.924445263967911,-28.659685893469135,10.895613861439763,-29.78684687104713,12.022774839017755,1.0983295750498427,0.8719999999999998,0.9475,0.9827828484988926,0.2526875818999522,0.1025304832720494
20.0,16.0,100.0,2.0,-19.945763895068715,-27.68103493360502,7.7352710385362995,-27.868881258021275,7.92311736295256,-28.16172684335227,8.21596294828355,0.4806919097472512,1.0339999999999996,0.87375,0.9909048697430428,1.7167963031260893,0.1691135595895071
30.0,4.0,100.0,2.0,-14.955944692249073,-24.587122670672425,9.631177978423356,-22.605525354683756,7.649580662434678,-26.28440486866904,11.328460176419966,1.697282197996613,0.7199999999999999,0.9975,0.9655720903088009,0.007071067811865475,0.005
30.0,8.0,100.0,2.0,-17.987999056860406,-32.200041702107995,14.212042645247584,-32.68400041806822,14.696001361207813,-34.756469236571164,16.76847017971076,2.5564275344631757,0.8959999999999997,0.985,0.9829881429438295,0.08096011838247806,0.035355339059327376
30.0,16.0,100.0,2.0,-21.009970828518895,-35.732495620144256,14.722524791625368,-36.74718966217257,15.737218833653683,-37.42907299487475,16.419102166355856,1.6965773747304878,1.0999999999999999,0.96875,0.9916107452142298,0.29858466539261747,0.065
