n_targets,mean_grid_nmse_db,mean_tompnet_nmse_db,mean_gain_vs_grid_db,std_gain_vs_grid_db,min_gain_vs_grid_db,mean_gap_vs_full_refine_db,n_seed_cells
2.0,-5.401824577995729,-11.571749649788359,6.16992507179263,0.4058385946409251,5.783009147101053,1.7903263718582174,5.0
4.0,-5.603638681409196,-11.553480633270402,5.949841951861206,0.14970719783794342,5.737761011109268,1.2308789229506008,5.0
8.0,-5.550308199595609,-11.117424189619225,5.567115990023616,0.18062349892061522,5.386348782073301,1.1977565855168226,5.0
