split,seed,separation_bins,dynamic_range_db,snr_db,sample_index,pair_axis,grid_nmse_db,candan_nmse_db,candan_gain_vs_grid_db,grid_per_component_hit,candan_per_component_hit,grid_designated_pair_assignment,candan_designated_pair_assignment,grid_strict_recovery,candan_strict_recovery,grid_strong_hit,candan_strong_hit,grid_weak_hit,candan_weak_hit,grid_all_target_hit,candan_all_target_hit,grid_mean_coordinate_error_bins,candan_mean_coordinate_error_bins,candan_residual_reduction_fraction,candan_minimum_zeta,candan_mean_zeta,candan_clipping_rate,candan_any_clipping,gate_pass,gated_candan_gain_vs_grid_db,gated_candan_per_component_hit,gated_candan_designated_pair_assignment,gated_candan_strict_recovery,gated_candan_strong_hit,gated_candan_weak_hit,gated_candan_all_target_hit,gated_candan_mean_coordinate_error_bins
test,20260824,0.25,20.0,20.0,4,1,-5.362364812134394,-13.595025320141456,8.232660508007061,0.25,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.778137230001729,2.642857000655891,0.24499121302031135,0.810500367250919,0.8762042374681444,0.16666666666666666,1.0,1,8.232660508007061,0.75,1.0,0.0,1.0,1.0,0.0,2.642857000655891
test,20260824,0.25,20.0,30.0,0,0,-3.5878428040214416,-13.289251111344777,9.701408307323335,0.75,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0828993752753713,0.960496746788342,0.39048538439298597,0.8011102736454222,0.8480695315842385,0.16666666666666666,1.0,1,9.701408307323335,0.75,1.0,0.0,1.0,1.0,0.0,0.960496746788342
test,20260824,0.25,20.0,30.0,1,1,-3.539736573673971,-12.851355418059276,9.311618844385304,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.555189661155816,5.523596097950374,0.39046817267495676,0.800674085443087,0.839970607615721,0.16666666666666666,1.0,1,9.311618844385304,0.5,0.0,0.0,1.0,0.0,0.0,5.523596097950374
test,20260824,0.25,20.0,30.0,2,2,-3.1422349513900993,-12.890898842092543,9.748663890702444,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.80435378136952,4.626583502816228,0.4331933312797035,0.7983357044069128,0.8398077692977212,0.16666666666666666,1.0,1,9.748663890702444,0.75,1.0,0.0,1.0,1.0,0.0,4.626583502816228
test,20260824,0.25,20.0,30.0,3,0,-7.730677065966667,-13.043161204185932,5.312484138219265,0.5,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.242217532402036,5.23475053619057,0.11888599960210072,0.8192802317642434,0.9252666838518149,0.16666666666666666,1.0,1,5.312484138219265,0.75,1.0,0.0,1.0,1.0,0.0,5.23475053619057
test,20260824,0.25,20.0,30.0,4,1,-4.86354459638414,-13.54529778146018,8.68175318507604,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.6887723581150285,5.642042583656935,0.2818938767710043,0.8247036684193816,0.870544205004983,0.16666666666666666,1.0,1,8.68175318507604,0.5,0.0,0.0,1.0,0.0,0.0,5.642042583656935
test,20260824,0.5,0.0,0.0,0,0,-4.009244911515082,-20.6279384666515,16.618693555136417,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.261369648387684,0.05245693209874469,0.19270279602729,0.8012386197593485,0.8748062334084507,0.08333333333333333,1.0,1,16.618693555136417,1.0,1.0,0.0,1.0,1.0,1.0,0.05245693209874469
test,20260824,0.5,0.0,0.0,1,1,-3.050792728586077,-5.416501953170698,2.365709224584621,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.755562965254081,7.6886929541025,0.10458016672579806,0.794807526030038,0.8747131139712055,0.16666666666666666,1.0,1,2.365709224584621,0.5,0.0,0.0,0.0,0.0,0.0,7.6886929541025
test,20260824,0.5,0.0,0.0,2,2,-2.169565155338505,-5.197975597453999,3.0284104421154936,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872721833619345,6.874071330567896,0.15224233387692687,0.7994183257178351,0.8632907654801042,0.16666666666666666,1.0,1,3.0284104421154936,0.5,0.0,0.0,0.0,0.0,0.0,6.874071330567896
test,20260824,0.5,0.0,0.0,3,0,-2.3605525413818738,-10.808146981429033,8.447594440047158,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3186855903326751,0.047168459479213,0.24864340298163967,0.7967515254855252,0.8291959049378227,0.08333333333333333,1.0,1,8.447594440047158,1.0,1.0,0.0,1.0,1.0,1.0,0.047168459479213
test,20260824,0.5,0.0,0.0,4,1,-3.108524979602537,-7.257548713484704,4.149023733882167,0.5,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.029418831462418,3.8430520195529834,0.15106033724821022,0.5660811668581053,0.837751763472776,0.08333333333333333,1.0,1,4.149023733882167,0.75,0.0,0.0,1.0,0.0,0.0,3.8430520195529834
test,20260824,0.5,0.0,10.0,0,0,-1.567095816887103,-6.017828152727511,4.450732335840408,0.5,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.646096334004315,2.462764673932788,0.4066078140135651,0.7973143528788682,0.8651073929168098,0.16666666666666666,1.0,1,4.450732335840408,0.75,1.0,0.0,1.0,1.0,0.0,2.462764673932788
test,20260824,0.5,0.0,10.0,1,1,-3.6450432007142393,-19.466059511831777,15.821016311117537,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25717498033563047,0.05272559733157093,0.38383179378894006,0.5291213133230336,0.8374897333612749,0.08333333333333333,1.0,1,15.821016311117537,1.0,1.0,0.0,1.0,1.0,1.0,0.05272559733157093
test,20260824,0.5,0.0,10.0,2,2,-3.1855341380689763,-9.902668655102273,6.717134517033297,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2801757521083408,0.05132882710827591,0.3439506284448576,0.8048385182509463,0.8489046063213261,0.08333333333333333,1.0,1,6.717134517033297,1.0,1.0,0.0,1.0,1.0,1.0,0.05132882710827591
test,20260824,0.5,0.0,10.0,3,0,-3.756105925522535,-12.339260004037413,8.583154078514879,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.24834210984007635,0.050884356114791064,0.32991767506753034,0.8007362651996637,0.8759432982058972,0.08333333333333333,1.0,1,8.583154078514879,1.0,1.0,0.0,1.0,1.0,1.0,0.050884356114791064
test,20260824,0.5,0.0,10.0,4,1,-4.293337972647502,-22.9364780778574,18.6431401052099,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20682287734888685,0.033140520275016794,0.33185849652143307,0.8124025872754379,0.8694498089681267,0.08333333333333333,1.0,1,18.6431401052099,1.0,1.0,0.0,1.0,1.0,1.0,0.033140520275016794
test,20260824,0.5,0.0,20.0,0,0,-4.340744038716009,-23.44766609742529,19.10692205870928,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20625331056142274,0.023254769985643648,0.35969134654627866,0.7946271288413126,0.866909914825595,0.08333333333333333,1.0,1,19.10692205870928,1.0,1.0,0.0,1.0,1.0,1.0,0.023254769985643648
test,20260824,0.5,0.0,20.0,1,1,-2.807286324480958,-9.329248166468119,6.521961841987161,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0524685865219126,0.9168365252681774,0.4034849980857732,0.5176361379204824,0.8295070309411537,0.08333333333333333,1.0,1,6.521961841987161,0.5,0.0,0.0,0.0,0.0,0.0,0.9168365252681774
test,20260824,0.5,0.0,20.0,2,2,-1.9253660838139655,-5.727300639218644,3.8019345554046784,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.163498423897569,7.076798134701936,0.3704575384617804,0.7994824718316244,0.8294782059054545,0.16666666666666666,1.0,1,3.8019345554046784,0.5,1.0,0.0,1.0,1.0,0.0,7.076798134701936
test,20260824,0.5,0.0,20.0,3,0,-2.1681323373205212,-8.050893063961,5.882760726640479,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.31630766828272855,0.04209458672664127,0.44598899453484886,0.7128684383448679,0.8117719573216043,0.08333333333333333,1.0,1,5.882760726640479,1.0,1.0,0.0,1.0,1.0,1.0,0.04209458672664127
test,20260824,0.5,0.0,20.0,4,1,-4.719666327206458,-21.881131719038738,17.16146539183228,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25898703559519376,0.04538898338768645,0.32700622908489246,0.8004061088713887,0.8807381490901219,0.08333333333333333,1.0,1,17.16146539183228,1.0,1.0,0.0,1.0,1.0,1.0,0.04538898338768645
test,20260824,0.5,0.0,30.0,0,0,-7.73165337715756,-14.573742864427182,6.842089487269622,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0147727439678813,2.9318752828707146,0.13351813776732038,0.7997473279414644,0.895347545680241,0.08333333333333333,1.0,1,6.842089487269622,0.75,0.0,0.0,1.0,0.0,0.0,2.9318752828707146
test,20260824,0.5,0.0,30.0,1,1,-2.7643406111137385,-7.128883062168069,4.36454245105433,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.530435686150718,6.050621591001139,0.3350525640552472,0.5736406851097992,0.831302631836908,0.08333333333333333,1.0,1,4.36454245105433,0.75,0.0,0.0,0.0,1.0,0.0,6.050621591001139
test,20260824,0.5,0.0,30.0,2,2,-3.648942101591715,-19.424243264523128,15.775301162931413,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.28307667608064974,0.05554343816018973,0.41971492376625746,0.8153943981029343,0.8630013215370173,0.08333333333333333,1.0,1,15.775301162931413,1.0,1.0,0.0,1.0,1.0,1.0,0.05554343816018973
test,20260824,0.5,0.0,30.0,3,0,-5.4692346553165505,-10.707641131119503,5.238406475802953,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2203397517958936,0.057784754171472295,0.19870401125242418,0.8221726950786438,0.8760057422211394,0.08333333333333333,1.0,1,5.238406475802953,1.0,1.0,0.0,1.0,1.0,1.0,0.057784754171472295
test,20260824,0.5,0.0,30.0,4,1,-5.617199048204239,-18.77115524275475,13.153956194550513,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.17976048055672,4.096215916832079,0.2608033218661588,0.8002622331421506,0.8800639151937516,0.08333333333333333,1.0,1,13.153956194550513,0.75,0.0,0.0,1.0,0.0,0.0,4.096215916832079
test,20260824,0.5,10.0,0.0,0,0,-4.89591487429438,-9.4055399881866,4.50962511389222,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.968982001876019,6.917766837739677,0.10180977722355011,0.7931097996078307,0.8843697475295867,0.16666666666666666,1.0,1,4.50962511389222,0.5,0.0,0.0,0.0,1.0,0.0,6.917766837739677
test,20260824,0.5,10.0,0.0,1,1,-2.303184550091284,-9.274196242328133,6.971011692236848,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.2127709107596143,2.056310618295044,0.23516389042831942,0.7986752207768453,0.8397322546683506,0.16666666666666666,1.0,1,6.971011692236848,0.75,1.0,0.0,1.0,1.0,0.0,2.056310618295044
test,20260824,0.5,10.0,0.0,2,2,-2.8619878592733397,-16.195201312669887,13.333213453396548,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8940237758376318,0.7628660873516537,0.24578248928659807,0.7971230750179175,0.8492071540392194,0.08333333333333333,1.0,1,13.333213453396548,0.75,0.0,0.0,0.0,1.0,0.0,0.7628660873516537
test,20260824,0.5,10.0,0.0,3,0,-3.627961949867342,-8.14049612677771,4.512534176910369,0.5,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.45364843866593,5.311056917567401,0.1397344536720574,0.79050435530808,0.8727385236439379,0.16666666666666666,1.0,1,4.512534176910369,0.75,1.0,0.0,1.0,1.0,0.0,5.311056917567401
test,20260824,0.5,10.0,0.0,4,1,-3.1242044012070576,-19.03654554837375,15.912341147166691,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.119583093703336,5.972118457885098,0.23626899645039612,0.7936262544496583,0.8413115129586055,0.08333333333333333,1.0,1,15.912341147166691,0.25,0.0,0.0,0.0,0.0,0.0,5.972118457885098
test,20260824,0.5,10.0,10.0,0,0,-3.9165604282378212,-20.5079340969171,16.591373668679278,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.919965409656038,2.758271522899456,0.36056033549496536,0.7597865484808918,0.8813357737129953,0.08333333333333333,1.0,1,16.591373668679278,0.75,0.0,0.0,1.0,0.0,0.0,2.758271522899456
test,20260824,0.5,10.0,10.0,1,1,-3.483698980257799,-26.679276817610717,23.195577837352918,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2396105980261778,0.032664283837038934,0.40563746997685407,0.8028008993025376,0.8528411337189596,0.08333333333333333,1.0,1,23.195577837352918,1.0,1.0,0.0,1.0,1.0,1.0,0.032664283837038934
test,20260824,0.5,10.0,10.0,2,2,-2.6718934743566125,-7.798531848461991,5.1266383741053785,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9248571215830659,1.6874316716954152,0.34085382875460224,0.7693046377274005,0.826538429153325,0.16666666666666666,1.0,1,5.1266383741053785,0.5,0.0,0.0,1.0,0.0,0.0,1.6874316716954152
test,20260824,0.5,10.0,10.0,3,0,-3.1873644061710427,-8.933403309358866,5.746038903187824,0.5,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.442214634043597,5.319231897742392,0.31788324308968274,0.8013632624231911,0.8577506620135987,0.16666666666666666,1.0,1,5.746038903187824,0.75,1.0,0.0,1.0,1.0,0.0,5.319231897742392
test,20260824,0.5,10.0,10.0,4,1,-3.4391933553606773,-9.244069622313384,5.804876266952707,0.5,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.5364688384285885,3.458683554347793,0.3050487066426316,0.8102569580568743,0.8494844428264717,0.16666666666666666,1.0,1,5.804876266952707,0.75,1.0,0.0,1.0,1.0,0.0,3.458683554347793
test,20260824,0.5,10.0,20.0,0,0,-2.3171034597532216,-22.25187294520311,19.93476948544989,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.26297142429776343,0.05013655515645684,0.5747324904786661,0.7829077308102876,0.8535186443724031,0.08333333333333333,1.0,1,19.93476948544989,1.0,1.0,0.0,1.0,1.0,1.0,0.05013655515645684
test,20260824,0.5,10.0,20.0,1,1,-4.905496547517457,-16.730842626249853,11.825346078732396,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0332142829312736,2.9374728762254496,0.2989816107766886,0.8062241385430575,0.8634687351758079,0.08333333333333333,1.0,1,11.825346078732396,0.75,0.0,0.0,1.0,0.0,0.0,2.9374728762254496
test,20260824,0.5,10.0,20.0,2,2,-2.745119238843257,-17.01443412421669,14.269314885373435,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.895324474187428,5.67196754003654,0.5063464512850715,0.7972636020285713,0.8333632132512047,0.08333333333333333,1.0,1,14.269314885373435,0.75,0.0,0.0,1.0,0.0,0.0,5.67196754003654
test,20260824,0.5,10.0,20.0,3,0,-2.945143437868982,-17.18483559444413,14.239692156575149,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.195634117915058,5.042862687631573,0.48375697766036846,0.7857222417996876,0.850640902530305,0.08333333333333333,1.0,1,14.239692156575149,0.75,0.0,0.0,1.0,0.0,0.0,5.042862687631573
test,20260824,0.5,10.0,20.0,4,1,-4.000276101233125,-20.904823238431245,16.90454713719812,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.22195761414109252,0.06837968629320039,0.3862747919234122,0.748827831632355,0.858509691891799,0.08333333333333333,1.0,1,16.90454713719812,0.75,0.0,0.0,1.0,0.0,0.0,0.06837968629320039
test,20260824,0.5,10.0,30.0,0,0,-4.438412950242335,-16.04326234585595,11.604849395613616,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2886792766200474,2.1088927009096445,0.334690103692576,0.8090329437873768,0.8545591191679763,0.08333333333333333,1.0,1,11.604849395613616,0.5,0.0,0.0,0.0,0.0,0.0,2.1088927009096445
test,20260824,0.5,10.0,30.0,1,1,-3.0532672745365312,-17.19409731331324,14.14083003877671,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.120437700960012,5.033962311172222,0.4756423400310661,0.7387621996473149,0.8514712687650668,0.08333333333333333,1.0,1,14.14083003877671,0.5,0.0,0.0,0.0,0.0,0.0,5.033962311172222
test,20260824,0.5,10.0,30.0,2,2,-2.9343146016738637,-17.52725579937917,14.592941197705306,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.003005860517261,7.953511113498819,0.4905548878818292,0.8046112273725567,0.8699716537385207,0.08333333333333333,1.0,1,14.592941197705306,0.5,0.0,0.0,1.0,0.0,0.0,7.953511113498819
test,20260824,0.5,10.0,30.0,3,0,-2.8485481384517177,-23.849344716481298,21.00079657802958,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9727687649037122,2.8161479597968935,0.5144784353288976,0.8100246705268846,0.8481062505678746,0.08333333333333333,1.0,1,21.00079657802958,0.75,0.0,0.0,0.0,1.0,0.0,2.8161479597968935
test,20260824,0.5,10.0,30.0,4,1,-3.483827668976857,-9.386597552411022,5.902769883434165,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.703088804694119,6.749650121712521,0.3331008246053675,0.8197341809619951,0.8622662404188249,0.16666666666666666,1.0,1,5.902769883434165,0.5,1.0,0.0,1.0,1.0,0.0,6.749650121712521
test,20260824,0.5,20.0,0.0,0,0,-2.2868673030448763,-13.410807508687322,11.123940205642445,0.5,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.313348167945155,6.159494500763967,0.269737645973224,0.7981578484477967,0.8221147063129742,0.16666666666666666,1.0,1,11.123940205642445,0.75,1.0,0.0,1.0,1.0,0.0,6.159494500763967
test,20260824,0.5,20.0,0.0,1,1,-2.356599617457396,-12.890009052743483,10.533409435286087,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.253490519830206,6.214070447799657,0.2644098072486891,0.8002490124840959,0.8200065946033578,0.16666666666666666,1.0,1,10.533409435286087,0.5,0.0,0.0,1.0,0.0,0.0,6.214070447799657
test,20260824,0.5,20.0,0.0,2,2,-5.6694128972435855,-12.993045364639347,7.323632467395761,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.235766598644756,4.196677641008399,0.11287884605349108,0.8281245793459269,0.8867809037396652,0.16666666666666666,1.0,1,7.323632467395761,0.5,0.0,0.0,1.0,0.0,0.0,4.196677641008399
test,20260824,0.5,20.0,0.0,3,0,-4.994831170356994,-12.882465381641504,7.88763421128451,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.781050336087003,4.68270137035428,0.13244476927107096,0.8011759710010234,0.8739015750134951,0.16666666666666666,1.0,1,7.88763421128451,0.5,0.0,0.0,1.0,0.0,0.0,4.68270137035428
test,20260824,0.5,20.0,0.0,4,1,-2.6514773310493682,-13.44273053731321,10.791253206263843,0.25,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.020150255265364,5.802290169720002,0.2496124856936638,0.7878113572945449,0.8366435754286533,0.16666666666666666,1.0,1,10.791253206263843,0.75,1.0,0.0,1.0,1.0,0.0,5.802290169720002
test,20260824,0.5,20.0,10.0,0,0,-3.6745620613342123,-12.91577921940359,9.241217158069377,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.320938539383834,2.2509352825790088,0.34243274384969036,0.7987880562854492,0.832058915720788,0.16666666666666666,1.0,1,9.241217158069377,0.5,0.0,0.0,1.0,0.0,0.0,2.2509352825790088
test,20260824,0.5,20.0,10.0,1,1,-3.4957916022011988,-12.895088695402654,9.399297093201454,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1522322758402006,3.0725028777096823,0.35897446530761423,0.8066397178107133,0.8407277216429442,0.16666666666666666,1.0,1,9.399297093201454,0.25,0.0,0.0,0.0,0.0,0.0,3.0725028777096823
test,20260824,0.5,20.0,10.0,2,2,-2.9591048625910172,-13.456445444597001,10.497340582005984,0.75,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.93245110149312,2.7538240995537993,0.41870945235916385,0.8008777910765158,0.8332443178571758,0.16666666666666666,1.0,1,10.497340582005984,0.75,1.0,0.0,1.0,1.0,0.0,2.7538240995537993
test,20260824,0.5,20.0,10.0,3,0,-3.956006227408833,-12.892722648061095,8.936716420652262,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.425895103900788,4.22996114118955,0.3194556612231452,0.7961658712793046,0.8507060228590202,0.16666666666666666,1.0,1,8.936716420652262,0.5,0.0,0.0,1.0,0.0,0.0,4.22996114118955
test,20260824,0.5,20.0,10.0,4,1,-5.235317113832483,-13.02863184805952,7.793314734227037,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.2587860501272807,3.192952996458203,0.22766906430040432,0.7770115015004414,0.8721038094426844,0.16666666666666666,1.0,1,7.793314734227037,0.5,0.0,0.0,1.0,0.0,0.0,3.192952996458203
test,20260824,0.5,20.0,20.0,0,0,-2.217335922911436,-13.330486163583629,11.113150240672192,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.910918912886054,7.8179736587272695,0.5480327643294147,0.8007937427205954,0.8220012862948606,0.16666666666666666,1.0,1,11.113150240672192,0.5,0.0,0.0,0.0,1.0,0.0,7.8179736587272695
test,20260824,0.5,20.0,20.0,1,1,-4.266668218609399,-12.876846373440396,8.610178154830997,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8254164987935675,3.677636419075112,0.31922187361184784,0.812203402118133,0.862254185609192,0.16666666666666666,1.0,1,8.610178154830997,0.5,0.0,0.0,1.0,0.0,0.0,3.677636419075112
test,20260824,0.5,20.0,20.0,2,2,-4.584147274024087,-13.367839693870495,8.783692419846409,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.477903695685224,2.392643340766055,0.29862541941002574,0.7975143529995723,0.8663259134401015,0.16666666666666666,1.0,1,8.783692419846409,0.75,1.0,0.0,1.0,1.0,0.0,2.392643340766055
test,20260824,0.5,20.0,20.0,3,0,-2.91753421428091,-12.936086244318103,10.018552030037192,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7305549045356456,2.690653408632991,0.45554098547854777,0.7819091149038067,0.83157841056173,0.16666666666666666,1.0,1,10.018552030037192,0.25,0.0,0.0,0.0,0.0,0.0,2.690653408632991
test,20260824,0.5,20.0,20.0,4,1,-4.469765809795,-12.910240876237118,8.440475066442119,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.949044608936473,4.8142665479695586,0.3030399795138109,0.7992947743405584,0.8505401843824316,0.16666666666666666,1.0,1,8.440475066442119,0.5,0.0,0.0,1.0,0.0,0.0,4.8142665479695586
test,20260824,0.5,20.0,30.0,0,0,-4.973378147811606,-13.447967255761096,8.474589107949491,0.25,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.056705101953229,1.8937767252954778,0.2726329899023531,0.803438642304575,0.8833491071557596,0.16666666666666666,1.0,1,8.474589107949491,0.75,1.0,0.0,1.0,1.0,0.0,1.8937767252954778
test,20260824,0.5,20.0,30.0,1,1,-4.5625027179477655,-13.306734656322325,8.74423193837456,0.5,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.701856769147034,1.5903034744212068,0.30274204783157554,0.7999311376667504,0.8697959329872803,0.16666666666666666,1.0,1,8.74423193837456,0.75,1.0,0.0,1.0,1.0,0.0,1.5903034744212068
test,20260824,0.5,20.0,30.0,2,2,-4.157376314025264,-13.210664590076483,9.05328827605122,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.7709540230174183,2.615647116465073,0.3357017147358165,0.8097383885287059,0.8485416458246434,0.16666666666666666,1.0,1,9.05328827605122,0.75,1.0,0.0,1.0,1.0,0.0,2.615647116465073
test,20260824,0.5,20.0,30.0,3,0,-7.648596236244904,-33.44466316942564,25.796066933180732,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.18587076702983607,0.057084215210308376,0.17126539956867382,0.8215699737881292,0.9215287065404469,0.08333333333333333,1.0,1,25.796066933180732,1.0,1.0,0.0,1.0,1.0,1.0,0.057084215210308376
test,20260824,0.5,20.0,30.0,4,1,-4.811177541413526,-12.893019670530155,8.081842129116628,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8318320728774216,1.683535771721646,0.27871476959158836,0.8189503823442436,0.8578401119617993,0.16666666666666666,1.0,1,8.081842129116628,0.5,0.0,0.0,1.0,0.0,0.0,1.683535771721646
test,20260824,1.0,0.0,0.0,0,0,-5.7630348379915155,-13.403738574034767,7.6407037360432515,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14749488027166313,0.05064202508919916,0.10919285510772758,0.4175583512187958,0.8245222142816223,0.0,0.0,1,7.6407037360432515,1.0,1.0,0.0,1.0,1.0,1.0,0.05064202508919916
test,20260824,1.0,0.0,0.0,1,1,-2.5277365549648945,-4.960514999226842,2.432778444261947,0.5,0.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.809646847697632,3.710642960697035,0.12083798632367049,0.7971326508256746,0.8699822726433123,0.08333333333333333,1.0,1,2.432778444261947,0.75,1.0,0.0,1.0,1.0,0.0,3.710642960697035
test,20260824,1.0,0.0,0.0,2,2,-2.5470684101526198,-5.824527860183793,3.2774594500311736,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35398229359015615,0.08892373257409607,0.14700670226295387,0.6216988075366541,0.8112490402526805,0.08333333333333333,1.0,1,3.2774594500311736,0.75,0.0,0.0,0.0,1.0,0.0,0.08892373257409607
