seed,mean_delay_alpha,std_delay_alpha,mean_angle_alpha,std_angle_alpha,mean_nmse_gain_db,mean_delay_rmse_reduction_bins,mean_angle_rmse_reduction_bins,mean_angle_rmse_reduction_deg,mean_local_delay_rmse_reduction_bins,mean_local_angle_rmse_reduction_bins,train_loss_reduction
20260620.0,0.9069456644305188,0.2911883803771882,0.4169569757624682,0.28686736166338944,5.950257757905123,0.0601728961135394,0.005808297195270629,3.5891150338072753,0.1892041654299286,0.0005263827643478249,0.14668766958659418
