seed,mean_delay_alpha,std_delay_alpha,mean_angle_alpha,std_angle_alpha,mean_nmse_gain_db,mean_delay_rmse_reduction_bins,mean_angle_rmse_reduction_bins,mean_angle_rmse_reduction_deg,mean_local_delay_rmse_reduction_bins,mean_local_angle_rmse_reduction_bins,train_loss_reduction
20260620.0,0.9069456263591359,0.29118839501318927,0.4169569680220393,0.2868673811787534,5.950261772610252,0.060172892117953646,0.005808298344420666,-2.8415219276446506,0.1892041599413545,0.0005263836696827177,0.14668767048604625
