snr_db,l_value,n_users,n_bs,mean_grid_channel_nmse_db,mean_source_alpha_channel_nmse_db,mean_source_alpha_gain_vs_grid_db,mean_bounded_refine_channel_nmse_db,mean_bounded_gain_vs_grid_db,mean_oracle_alpha_channel_nmse_db,mean_oracle_alpha_gain_vs_grid_db,mean_source_alpha_gap_vs_oracle_db,mean_oracle_alpha,mean_support_recall,mean_dominant_energy_recall,mean_delay_bin_rmse,mean_tx_bin_rmse
0.0,4.0,100.0,2.0,-8.736864816087918,-9.953450790984995,1.2165859748970762,-9.44035156288479,0.7034867467968704,-10.189610660137909,1.4527458440499887,0.23615986915291193,0.578,0.6125,0.9405782875375058,8.547815694335524,0.32571067811865473
0.0,8.0,100.0,2.0,-6.40610954020045,-6.553689055299942,0.14757951509949108,-6.349659531213125,-0.05645000898732679,-6.817193955623336,0.4110844154228856,0.26350490032339446,0.5340000000000001,0.40375,0.9483368232235972,13.04409388185954,0.47313690089060295
0.0,16.0,100.0,2.0,-4.258648102487394,-4.061404037378967,-0.1972440651084269,-3.9979876120906765,-0.260660490396718,-4.355840225016297,0.097192122528903,0.2944361876373299,0.4040000000000001,0.311875,0.9581028387999794,13.678434308976346,0.49746936367631356
10.0,4.0,100.0,2.0,-14.135146953289887,-21.18255202774831,7.047405074458418,-19.716655682059358,5.581508728769469,-21.988876965320564,7.85373001203068,0.8063249375722625,0.686,0.9175,0.9626112047427459,0.2354867877099725,0.095
10.0,8.0,100.0,2.0,-15.132464071582076,-19.54524427447226,4.412780202890186,-19.41587655325903,4.283412481676951,-20.006671316083576,4.874207244501498,0.4614270416113132,0.9339999999999999,0.7825,0.9783463583824873,3.867485244197503,0.2343648857476621
10.0,16.0,100.0,2.0,-13.894347066396326,-15.514490504816553,1.6201434384202278,-15.514020273972546,1.6196732075762206,-15.817714037515609,1.9233669711192842,0.303223532699057,0.9359999999999999,0.596875,0.9842217327303173,9.004663780732814,0.4124843119233481
20.0,4.0,100.0,2.0,-14.697284057688169,-24.3600999601796,9.66281590249143,-22.041398411282003,7.344114353593833,-25.943954949442404,11.246670891754233,1.583854989262803,0.706,0.9825,0.9643856047047753,0.04949747468305834,0.03
20.0,8.0,100.0,2.0,-17.602127629557195,-28.69006882330564,11.087941193748446,-28.747825521170725,11.145697891613526,-29.86579149791423,12.263663868357035,1.1757226746085871,0.9219999999999999,0.94875,0.9823746991648854,0.29087525888383886,0.06010407640085655
20.0,16.0,100.0,2.0,-19.827664652722024,-27.654712595056225,7.827047942334203,-27.86709536321199,8.03943071048996,-28.199812994925963,8.372148342203936,0.545100399869733,1.0359999999999998,0.876875,0.9907089896891779,1.5829625953788875,0.15438125402202668
30.0,4.0,100.0,2.0,-14.739473061509843,-25.038148166508275,10.298675104998438,-22.55561303512901,7.816139973619166,-26.64831973841251,11.90884667690267,1.61017157190423,0.6999999999999998,0.99,0.9644347849942128,0.0282842712474619,0.015
30.0,8.0,100.0,2.0,-17.825810428703857,-32.182059471546864,14.356249042843015,-32.59495892107328,14.769148492369423,-34.62437740136084,16.79856697265698,2.4423179298139672,0.9019999999999999,0.98875,0.9826368847699065,0.0668179827587471,0.024748737341529162
30.0,16.0,100.0,2.0,-20.84331652385284,-35.61650084902503,14.773184325172188,-36.64916475344986,15.805848229597013,-37.35106313276082,16.50774660890798,1.734562283735791,1.0699999999999998,0.9625,0.9914243823040623,0.3511288159579537,0.08707106781186548
