split,seed,separation_bins,dynamic_range_db,snr_db,sample_index,pair_axis,component_index,component_role,theory_ratio,theory_condition_satisfied,noiseless_candidate_gap,interference_envelope,noise_envelope,candidate_axis_correctness,candidate_all_axis_correct,grid_half_bin_hit,candan_half_bin_hit,local_half_bin_hit
validation,20260821,1.0,10.0,30.0,3,0,1,weak_pair,1.3866814981544857e-06,0.0,2.735903993233321e-06,0.9859105607528224,0.000582731641464416,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,10.0,30.0,3,0,2,nuisance,6.874518716008757,1.0,0.009071695271616886,7.70742043245803e-05,0.000582731641464416,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,10.0,30.0,3,0,3,nuisance,17.372964954106425,1.0,0.024033757301214598,0.00010896828899373429,0.000582731641464416,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,10.0,30.0,4,1,0,strong_pair,0.11951271334994021,0.0,0.022124800078609952,0.09198059854466396,0.0005819391906615043,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,10.0,30.0,4,1,1,weak_pair,0.0009592462437399813,0.0,0.0018772829700967886,0.9779379050870167,0.0005819391906615043,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,10.0,30.0,4,1,2,nuisance,20.45568880939891,1.0,0.0272306118871235,8.366078352786815e-05,0.0005819391906615043,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,10.0,30.0,4,1,3,nuisance,0.7173409937061129,0.0,0.016470131279734623,0.010898048307782132,0.0005819391906615043,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,0,0,0,strong_pair,0.038525641722900496,0.0,0.007392643636442098,0.07872427409164945,0.017220184012571384,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,0,0,1,weak_pair,0.0003059298699948931,0.0,0.0006115437459119216,0.9822633674335984,0.017220184012571384,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,0,0,2,nuisance,1.0682961206375038e-06,0.0,2.0394247996340526e-06,0.937302050148978,0.017220184012571384,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,0,0,3,nuisance,0.5595601488670525,0.0,0.019308707261460722,3.328489560164375e-05,0.017220184012571384,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,1,1,0,strong_pair,0.07142084600685496,0.0,0.014255158348271846,0.08257607684579955,0.017220825216265355,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,1,1,1,weak_pair,0.0005954870005099633,0.0,0.0011657367006169261,0.9615887034708531,0.017220825216265355,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,1,1,2,nuisance,5.54248574704394e-08,0.0,1.1187820688390564e-07,0.9920574299743355,0.017220825216265355,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,1,1,3,nuisance,1.6703315503536809,1.0,0.05765288848505512,3.7092372864636454e-05,0.017220825216265355,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,2,2,0,strong_pair,4.0864205058680077e-07,0.0,8.016080152377783e-07,0.9635990901539208,0.01722020400179237,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,2,2,1,weak_pair,0.0015096675013109057,0.0,0.0030591576967226655,0.9959690227869787,0.01722020400179237,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,2,2,2,nuisance,0.04884089361633222,0.0,0.0016930101352971572,0.00011168747214885048,0.01722020400179237,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,2,2,3,nuisance,0.16796062512054769,0.0,0.005793659061979928,2.6871191639834275e-05,0.01722020400179237,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,3,0,0,strong_pair,0.36383134614496393,0.0,0.027829818346281066,0.021025119767764888,0.017220373152452922,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,3,0,1,weak_pair,0.001384890590104288,0.0,0.0027829818346281066,0.9875455825533103,0.017220373152452922,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,3,0,2,nuisance,9.287313495919653e-08,0.0,1.8625254026221897e-07,0.985505228519378,0.017220373152452922,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,3,0,3,nuisance,1.2627791028269895,1.0,0.04387109900685893,0.00015047932231661312,0.017220373152452922,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,4,1,0,strong_pair,0.5525979638529726,0.0,0.043143059904911074,0.021816166266354277,0.01722040528025204,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,0.0,4,1,1,weak_pair,0.0022142854675501348,0.0,0.00431430599049111,0.9569778301587446,0.01722040528025204,0.6666666666666666,0.0,1.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,4,1,2,nuisance,1.5269623815140922e-06,0.0,3.0907258292545413e-06,0.9948300115053487,0.01722040528025204,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,0.0,4,1,3,nuisance,1.2915773748454755,1.0,0.04486213341691225,0.00014678242783225398,0.01722040528025204,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,0,0,0,strong_pair,0.044416229444452865,0.0,0.0022766914222387413,0.020183526446743344,0.005445522334693425,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,0,0,1,weak_pair,0.00012553149171853778,0.0,0.00022766914222388523,0.9013753044836352,0.005445522334693425,0.6666666666666666,0.0,1.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,0,0,2,nuisance,8.92105204145998e-07,0.0,1.7304137707362327e-06,0.9644029678961968,0.005445522334693425,0.3333333333333333,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,0,0,3,nuisance,0.5625486406676936,0.0,0.006264065223075654,0.00012205420023587817,0.005445522334693425,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,1,1,0,strong_pair,0.07005749392831034,0.0,0.011090707425834845,0.07370894620154386,0.00544537979521487,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,1,1,1,weak_pair,0.00043282075468832387,0.0,0.0007558565572835935,0.8677296575570131,0.00544537979521487,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,1,1,2,nuisance,2.54079900612895e-05,0.0,5.045460523042276e-05,0.9874431782669435,0.00544537979521487,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,1,1,3,nuisance,5.7191312281475035,1.0,0.06711395296350808,0.0004221156587447617,0.00544537979521487,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,2,2,0,strong_pair,0.4431460400141495,0.0,0.022997208228358046,0.020502137446676748,0.005445525571618254,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,2,2,1,weak_pair,0.001280849307482349,0.0,0.0022997208228358046,0.8922872558732812,0.005445525571618254,0.6666666666666666,0.0,1.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,2,2,2,nuisance,2.1249065202650884e-08,0.0,4.1870587981715106e-08,0.979788120765248,0.005445525571618254,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,2,2,3,nuisance,2.420853644180413,1.0,0.0265060825221205,2.9006642635905797e-05,0.005445525571618254,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,3,0,0,strong_pair,0.1114815008034041,0.0,0.016193991356740045,0.06718532043458608,0.005445525221582011,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,3,0,1,weak_pair,0.002407506967877954,0.0,0.004774682924800919,0.9861783804424299,0.005445525221582011,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,3,0,2,nuisance,9.373782193923703e-07,0.0,1.498267962716989e-06,0.7937345345029762,0.005445525221582011,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,3,0,3,nuisance,1.5713907128575477,1.0,0.019002368872139463,0.0006008287235752609,0.005445525221582011,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,4,1,0,strong_pair,0.1390143021031574,0.0,0.01442769540751132,0.04644720799468126,0.005445637522771541,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,10.0,4,1,1,weak_pair,5.400514672439236e-08,0.0,1.0295226072090524e-07,0.9477251893829267,0.005445637522771541,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,4,1,2,nuisance,9.108412522249316e-07,0.0,3.985134255919231e-07,0.21331554869846392,0.005445637522771541,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,10.0,4,1,3,nuisance,2.450586712245224,1.0,0.02741855286215611,0.00014864582275335,0.005445637522771541,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,0,0,0,strong_pair,0.4210641347391199,0.0,0.01842969250679627,0.020162636113970636,0.0017220258487667184,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,0,0,1,weak_pair,0.0009400013705524455,0.0,0.0018429692506796297,0.9785793377527052,0.0017220258487667184,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,0,0,2,nuisance,1.019896815041488e-06,0.0,2.0196021062076102e-06,0.9883791669495731,0.0017220258487667184,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,0,0,3,nuisance,10.783962341405184,1.0,0.03820325894182164,4.927387077790836e-05,0.0017220258487667184,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,1,1,0,strong_pair,0.35438028449442366,0.0,0.016639046290796156,0.021754237227708653,0.0017220212138892444,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,1,1,1,weak_pair,0.0008554469397431744,0.0,0.0016639046290796156,0.9708132418026337,0.0017220212138892444,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,1,1,2,nuisance,7.548571217011153e-07,0.0,1.3478447558956525e-06,0.8910593523381046,0.0017220212138892444,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,1,1,3,nuisance,7.784208341582768,1.0,0.028035436819234483,7.876799864190543e-05,0.0017220212138892444,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,2,2,0,strong_pair,0.17683874182457265,0.0,0.028651725251892746,0.07928885079084869,0.0017220322211888989,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,2,2,1,weak_pair,0.0011678365281469886,0.0,0.0022274762114008334,0.9519543418750982,0.0017220322211888989,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,2,2,2,nuisance,3.1818160178566374e-05,0.0,6.243624499759006e-05,0.9794196278746846,0.0017220322211888989,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,2,2,3,nuisance,0.5524328136227816,0.0,0.003510532691691104,0.0014553068190732942,0.0017220322211888989,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,3,0,0,strong_pair,0.523610207657839,0.0,0.06179032022361952,0.057282071067193706,0.0017220500518480809,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,3,0,1,weak_pair,0.0017709718000740978,0.0,0.003498796797300918,0.986096275783303,0.0017220500518480809,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,3,0,2,nuisance,7.1729051156789575e-06,0.0,1.3913380440175836e-05,0.9681346687944079,0.0017220500518480809,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,3,0,3,nuisance,6.544156136950601,1.0,0.023887915030441853,0.00010308328318669191,0.0017220500518480809,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,4,1,0,strong_pair,0.06584373895192852,0.0,0.009361101205398792,0.06936371622293584,0.0017220191438936795,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,20.0,4,1,1,weak_pair,0.002429996262837147,0.0,0.004278262943423906,0.8785803518623918,0.0017220191438936795,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,4,1,2,nuisance,3.700918349976401e-08,0.0,7.355470324292919e-08,0.9920138091998769,0.0017220191438936795,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,20.0,4,1,3,nuisance,9.989154942802704,1.0,0.03529136953693712,4.446509521430123e-05,0.0017220191438936795,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,0,0,0,strong_pair,0.05589174520903669,0.0,0.0032459283325547705,0.0284930851393018,0.0005445511021047598,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,0,0,1,weak_pair,0.0002059616895212881,0.0,0.00032459283325547705,0.7874486771771945,0.0005445511021047598,0.6666666666666666,0.0,1.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,0,0,2,nuisance,8.828646354756292e-07,0.0,1.7176657541506683e-06,0.9722352415924477,0.0005445511021047598,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,0,0,3,nuisance,11.81949957361854,1.0,0.014720627465669489,7.81752398178013e-05,0.0005445511021047598,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,1,1,0,strong_pair,0.07743263133826019,0.0,0.007755787350723242,0.04953631914480386,0.0005445525541218333,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,1,1,1,weak_pair,9.287736950977268e-07,0.0,1.8029511594752387e-06,0.9700638792908013,0.0005445525541218333,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,1,1,2,nuisance,2.016421496893315e-06,0.0,3.767892320097186e-06,0.9337572107186731,0.0005445525541218333,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,1,1,3,nuisance,19.027177081554115,1.0,0.023746909069831346,7.947351574779475e-05,0.0005445525541218333,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,2,2,0,strong_pair,0.42409189155454136,0.0,0.018627718834353435,0.02141733049020091,0.0005445593800252116,1.0,1.0,0.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,2,2,1,weak_pair,0.0009537686934035548,0.0,0.001862771883435338,0.975987746785307,0.0005445593800252116,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,2,2,2,nuisance,7.91223541063502e-06,0.0,1.5102711672011326e-05,0.9538451224355222,0.0005445593800252116,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,2,2,3,nuisance,5.408704498813979,1.0,0.01240770861865026,0.0006024536081470043,0.0005445593800252116,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,3,0,0,strong_pair,2.2859835500300363e-06,0.0,4.299002970337681e-06,0.9397529868265916,0.0005431430998891571,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,3,0,1,weak_pair,0.0013895207341141915,0.0,0.0027463224010607495,0.9876833488248637,0.0005431430998891571,0.6666666666666666,0.0,1.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,3,0,2,nuisance,0.00011483620766178682,0.0,0.00022741532353267452,0.9896294172934902,0.0005431430998891571,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,3,0,3,nuisance,19.266649106559736,1.0,0.022603458067672944,4.345236730023384e-05,0.0005431430998891571,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,4,1,0,strong_pair,0.09662140412817505,0.0,0.005366700339638486,0.02722724920281446,0.0005445493342839156,1.0,1.0,1.0,1.0,1.0
validation,20260821,1.0,20.0,30.0,4,1,1,weak_pair,7.742834073641726e-05,0.0,0.0001438992378625277,0.9286968401486166,0.0005445493342839156,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,4,1,2,nuisance,9.286123377843478e-06,0.0,1.6989244653874575e-05,0.9142206310643851,0.0005445493342839156,0.0,0.0,0.0,0.0,0.0
validation,20260821,1.0,20.0,30.0,4,1,3,nuisance,2.4381819657607187,1.0,0.0036526230588760367,0.00020449710896143286,0.0005445493342839156,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,0,0,0,strong_pair,0.10594046902852379,0.0,0.04507333274505532,0.1890199282210296,0.023709603554592482,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,0,0,1,weak_pair,0.095695108520128,0.0,0.04507333274505532,0.2117952902800534,0.023709603554592482,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,0,0,2,nuisance,0.10204256840182588,0.0,0.004853205493156598,7.069504611266386e-05,0.023709603554592482,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,0,0,3,nuisance,0.2849817142343743,0.0,0.01698663676776546,0.00609342576151889,0.023709603554592482,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,1,1,0,strong_pair,0.059836895478184805,0.0,0.02450417762892798,0.18104829311194245,0.023709803319227323,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,1,1,1,weak_pair,0.05107907707757131,0.0,0.02450417762892798,0.21615531397444146,0.023709803319227323,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,1,1,2,nuisance,1.1819385490958894,1.0,0.056539343709256396,0.00020825221441506862,0.023709803319227323,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,1,1,3,nuisance,0.1178914744777164,0.0,0.005616990350044149,0.00011291318732489729,0.023709803319227323,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,2,2,0,strong_pair,0.008827140053221027,0.0,0.004099096412023551,0.20847721421038945,0.02370990343525098,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,2,2,1,weak_pair,0.010076162751060437,0.0,0.004099096412023551,0.17969572394964575,0.02370990343525098,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,2,2,2,nuisance,0.29671762963680426,0.0,0.014166213987737208,0.0001616373374986747,0.02370990343525098,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,2,2,3,nuisance,0.75436292104459,0.0,0.03588711597207084,7.64697883804415e-05,0.02370990343525098,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,3,0,0,strong_pair,0.2071663251101667,0.0,0.061024624625435786,0.12357973281827303,0.02370439888842248,1.0,1.0,0.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,3,0,1,weak_pair,0.2038913233549302,0.0,0.061969602864897055,0.12826283994552615,0.02370439888842248,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,3,0,2,nuisance,0.2199362943269495,0.0,0.010951581538310884,0.0011927686569001008,0.02370439888842248,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,3,0,3,nuisance,0.44351193560311053,0.0,0.022021833830537796,0.0011222540860813112,0.02370439888842248,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,4,1,0,strong_pair,0.16939757829031532,0.0,0.052910510408419764,0.13247300180819374,0.023699568491899872,1.0,1.0,0.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,4,1,1,weak_pair,0.1694404484279009,0.0,0.052921019254546064,0.13246449901841673,0.023699568491899872,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,4,1,2,nuisance,0.009990607150550591,0.0,0.0004764928455534001,0.00014747295278050318,0.023699568491899872,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,0.0,4,1,3,nuisance,0.19100809455163656,0.0,0.010184337978528246,0.0029598723093773806,0.023699568491899872,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,0,0,0,strong_pair,0.006012931045529367,0.0,0.001991686220470301,0.15811842874199195,0.007498489645183496,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,0,0,1,weak_pair,0.004580899577556421,0.0,0.001991686220470301,0.20989180529037169,0.007498489645183496,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,0,0,2,nuisance,0.11676436524422945,0.0,0.002241143794220468,0.002098375757770539,0.007498489645183496,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,0,0,3,nuisance,0.03821100966411655,0.0,0.0006038015316752743,0.0004023946416074947,0.007498489645183496,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,1,1,0,strong_pair,0.047927938423272864,0.0,0.02062944611863582,0.2077157729411166,0.007497386619889732,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,1,1,1,weak_pair,0.05019058477317659,0.0,0.02062944611863582,0.1980137287801926,0.007497386619889732,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,1,1,2,nuisance,0.11745702546088167,0.0,0.0018444161284423277,0.00035406424567215327,0.007497386619889732,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,1,1,3,nuisance,3.5786965794425685,1.0,0.055635848732021764,0.00027581341215766495,0.007497386619889732,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,2,2,0,strong_pair,0.033804071616712526,0.0,0.014732522119789593,0.21041291892600014,0.0074975488844207065,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,2,2,1,weak_pair,0.03840360010234479,0.0,0.014732522119789593,0.1843141833558866,0.0074975488844207065,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,2,2,2,nuisance,0.8805674797891417,0.0,0.015363163583410944,0.0012258959031893047,0.0074975488844207065,1.0,1.0,0.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,2,2,3,nuisance,1.6050771135948539e-06,0.0,3.1536572811326804e-06,0.974903001974319,0.0074975488844207065,0.0,0.0,0.0,0.0,0.0
validation,20260821,2.0,0.0,10.0,3,0,0,strong_pair,0.07054351793100955,0.0,0.027516623815505237,0.18753533467195946,0.007497636623972107,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,3,0,1,weak_pair,0.06345171856329974,0.0,0.027516623815505237,0.2093335575386771,0.007497636623972107,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,3,0,2,nuisance,2.237045498463073,1.0,0.03380611712953985,5.8337796924966834e-05,0.007497636623972107,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,3,0,3,nuisance,0.5055289211629557,0.0,0.008334034515431465,0.0007452493579606799,0.007497636623972107,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,4,1,0,strong_pair,0.05974937375010062,0.0,0.019320455821706384,0.15418207719558522,0.007497071965989453,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,4,1,1,weak_pair,0.04350430214738534,0.0,0.019320455821706384,0.2145551719276362,0.007497071965989453,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,4,1,2,nuisance,1.5844428164485735,1.0,0.02997910690455874,0.0019633852349068763,0.007497071965989453,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,10.0,4,1,3,nuisance,1.6818989263998614,1.0,0.027687722851850838,0.0007340180291498412,0.007497071965989453,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,0,0,0,strong_pair,0.13765365178805708,0.0,0.03755667621387404,0.1340462758001739,0.0023710139921063697,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,0,0,1,weak_pair,0.08802494454290749,0.0,0.03755667621387404,0.2109587211693123,0.0023710139921063697,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,0,0,2,nuisance,9.92319907692263e-07,0.0,1.9678103425749326e-06,0.9891491234760958,0.0023710139921063697,0.0,0.0,0.0,0.0,0.0
validation,20260821,2.0,0.0,20.0,0,0,3,nuisance,7.131907655608742,1.0,0.03474507733759025,6.48754652021312e-05,0.0023710139921063697,1.0,1.0,0.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,1,1,0,strong_pair,0.06443821287028619,0.0,0.028361068966101244,0.21769304955568008,0.0023710064043442787,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,1,1,1,weak_pair,0.07595093919867758,0.0,0.028361068966101244,0.18433549956730966,0.0023710064043442787,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,1,1,2,nuisance,2.4736722409696523,1.0,0.012213398812749632,9.767125845758764e-05,0.0023710064043442787,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,1,1,3,nuisance,8.043977241100057,1.0,0.03982204051242588,0.00010426418126593137,0.0023710064043442787,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,2,2,0,strong_pair,0.03760722941227813,0.0,0.01598783025667283,0.21019222970169174,0.0023710261739601007,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,2,2,1,weak_pair,0.06220283798009077,0.0,0.01598783025667283,0.12614264599795952,0.0023710261739601007,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,2,2,2,nuisance,0.7711357638355474,0.0,0.0074791228186505965,0.002478394102860049,0.0023710261739601007,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,2,2,3,nuisance,6.474455352448049,1.0,0.04439536795515475,0.0010574759577573162,0.0023710261739601007,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,3,0,0,strong_pair,0.13077030070634832,0.0,0.05483033264939585,0.207272689586327,0.0023709846777564343,0.6666666666666666,0.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,3,0,1,weak_pair,0.004144672472464269,0.0,0.008207389328513837,0.9877421524930109,0.0023709846777564343,0.6666666666666666,0.0,0.0,0.0,0.0
validation,20260821,2.0,0.0,20.0,3,0,2,nuisance,7.024419945630801,1.0,0.03542524197966468,0.00015059306487975483,0.0023709846777564343,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,3,0,3,nuisance,1.5463962064619114,1.0,0.007592642727320631,8.396273338998617e-05,0.0023709846777564343,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,4,1,0,strong_pair,0.04963020385104975,0.0,0.017796729747445617,0.17692243455420165,0.0023709026327379036,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,4,1,1,weak_pair,0.040809089570968786,0.0,0.017796729747445617,0.21567769799208525,0.0023709026327379036,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,4,1,2,nuisance,12.755873076408832,1.0,0.061483066076695736,3.9087875493348676e-05,0.0023709026327379036,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,20.0,4,1,3,nuisance,4.31409567374095,1.0,0.023783373949600173,0.0003855700730443165,0.0023709026327379036,1.0,1.0,1.0,1.0,1.0
validation,20260821,2.0,0.0,30.0,0,0,0,strong_pair,0.0680389288357953,0.0,0.017087582502792187,0.1248223375725059,0.0007497635406027812,1.0,1.0,1.0,1.0,1.0
