seed,sample_index,search_radius,local_gain_vs_grid_db,local_per_component_half_bin_hit,harmful_local_update,boundary_saturation_rate
20260822,8,0.35,4.0871417824960545,0.5,0.0,0.5
20260822,8,0.45,4.55871733263041,0.5,0.0,0.3333333333333333
20260822,8,0.5,4.41357516853714,0.5,0.0,0.25
20260822,8,0.55,4.647198462035874,0.5,0.0,0.25
20260822,9,0.25,3.555601681268977,0.5,0.0,0.5
20260822,9,0.35,3.892558465980565,0.5,0.0,0.5
20260822,9,0.45,3.4728547098253197,0.5,0.0,0.5
20260822,9,0.5,2.936880257431135,0.5,0.0,0.3333333333333333
20260822,9,0.55,3.4419268791336077,0.5,0.0,0.25
20260823,0,0.25,3.544922525655224,0.25,0.0,0.5
20260823,0,0.35,3.287200297397125,0.25,0.0,0.3333333333333333
20260823,0,0.45,3.3222258683693546,0.25,0.0,0.3333333333333333
20260823,0,0.5,3.240135253102154,0.25,0.0,0.16666666666666666
20260823,0,0.55,3.0841980464191696,0.25,0.0,0.16666666666666666
20260823,1,0.25,9.609701376579872,0.5,0.0,0.8333333333333334
20260823,1,0.35,9.677269541649094,0.5,0.0,0.5
20260823,1,0.45,9.495792600303634,0.5,0.0,0.16666666666666666
20260823,1,0.5,9.484414745278693,0.5,0.0,0.08333333333333333
20260823,1,0.55,8.827288290464288,0.5,0.0,0.08333333333333333
20260823,2,0.25,3.3785881700138916,0.5,0.0,0.5
20260823,2,0.35,3.312836484477506,0.5,0.0,0.3333333333333333
20260823,2,0.45,3.4973384883214456,0.5,0.0,0.3333333333333333
20260823,2,0.5,2.988158056369053,0.5,0.0,0.3333333333333333
20260823,2,0.55,3.50657632924577,0.5,0.0,0.25
20260823,3,0.25,5.285313576139181,0.75,0.0,0.4166666666666667
20260823,3,0.35,7.7501780305970875,0.75,0.0,0.3333333333333333
20260823,3,0.45,8.863458544781647,0.75,0.0,0.3333333333333333
20260823,3,0.5,7.518156944467664,0.75,0.0,0.3333333333333333
20260823,3,0.55,6.921093827964592,0.75,0.0,0.25
20260823,4,0.25,9.434846085385026,0.75,0.0,0.9166666666666666
20260823,4,0.35,10.742256170578575,0.75,0.0,0.5833333333333334
20260823,4,0.45,10.112996370299818,0.75,0.0,0.25
20260823,4,0.5,7.7343416151595195,0.75,0.0,0.25
20260823,4,0.55,8.871840291593688,0.75,0.0,0.08333333333333333
20260823,5,0.25,3.8281219150874253,0.5,0.0,0.6666666666666666
20260823,5,0.35,4.768562561230437,0.5,0.0,0.6666666666666666
20260823,5,0.45,4.572296786210034,0.5,0.0,0.6666666666666666
20260823,5,0.5,4.197219306111391,0.5,0.0,0.4166666666666667
20260823,5,0.55,4.245550622281149,0.5,0.0,0.25
20260823,6,0.25,8.086199738240445,0.5,0.0,0.5
20260823,6,0.35,7.049941575302915,0.5,0.0,0.16666666666666666
20260823,6,0.45,6.47374883664566,0.5,0.0,0.16666666666666666
20260823,6,0.5,5.652932868055675,0.5,0.0,0.08333333333333333
20260823,6,0.55,5.110274339197453,0.5,0.0,0.08333333333333333
20260823,7,0.25,5.00645411953365,0.75,0.0,0.6666666666666666
20260823,7,0.35,5.85073469101429,0.75,0.0,0.5833333333333334
20260823,7,0.45,5.037166138974593,0.75,0.0,0.25
20260823,7,0.5,4.662379390333401,0.75,0.0,0.16666666666666666
20260823,7,0.55,4.917739760118745,0.75,0.0,0.16666666666666666
20260823,8,0.25,3.5963637911266995,0.5,0.0,0.5
20260823,8,0.35,4.147501518828085,0.5,0.0,0.5
20260823,8,0.45,4.0724596287040145,0.5,0.0,0.5
20260823,8,0.5,3.681041869184466,0.5,0.0,0.5
20260823,8,0.55,3.638117602074069,0.5,0.0,0.3333333333333333
20260823,9,0.25,8.568200881640331,0.75,0.0,0.5833333333333334
20260823,9,0.35,8.338086866589615,0.75,0.0,0.4166666666666667
20260823,9,0.45,7.0892471054404105,0.75,0.0,0.16666666666666666
20260823,9,0.5,5.973785159638709,0.75,0.0,0.16666666666666666
20260823,9,0.55,6.479115177006049,0.75,0.0,0.08333333333333333
20260824,0,0.25,4.613940219779873,0.5,0.0,0.6666666666666666
20260824,0,0.35,4.012523385152066,0.5,0.0,0.6666666666666666
20260824,0,0.45,4.232036220883968,0.5,0.0,0.5
20260824,0,0.5,4.252418445006076,0.5,0.0,0.3333333333333333
20260824,0,0.55,4.3307395591428115,0.5,0.0,0.3333333333333333
20260824,1,0.25,7.890545771372838,0.25,0.0,0.5833333333333334
20260824,1,0.35,9.217609826303367,0.25,0.0,0.5833333333333334
20260824,1,0.45,9.249102363358539,0.25,0.0,0.25
20260824,1,0.5,8.62345276903832,0.25,0.0,0.25
20260824,1,0.55,8.131755268584339,0.25,0.0,0.16666666666666666
20260824,2,0.25,8.873243078150248,0.75,0.0,0.9166666666666666
20260824,2,0.35,9.055218833215324,0.75,0.0,0.75
20260824,2,0.45,8.866796661085708,0.75,0.0,0.25
20260824,2,0.5,9.980524284006234,0.75,0.0,0.16666666666666666
20260824,2,0.55,10.482683111526159,0.75,0.0,0.16666666666666666
20260824,3,0.25,4.151569219519239,0.5,0.0,0.6666666666666666
20260824,3,0.35,5.183828384616378,0.5,0.0,0.6666666666666666
20260824,3,0.45,4.887731212650072,0.5,0.0,0.6666666666666666
20260824,3,0.5,4.063038711045602,0.5,0.0,0.5
20260824,3,0.55,4.18898028645515,0.5,0.0,0.4166666666666667
20260824,4,0.25,3.914979138360332,0.5,0.0,0.5
20260824,4,0.35,4.31800460552442,0.5,0.0,0.5
20260824,4,0.45,3.6791225351704577,0.5,0.0,0.5
20260824,4,0.5,3.1839500926029647,0.5,0.0,0.3333333333333333
20260824,4,0.55,3.3432228835595863,0.5,0.0,0.25
20260824,5,0.25,8.342181498075218,0.75,0.0,0.6666666666666666
20260824,5,0.35,9.23340943663134,0.75,0.0,0.3333333333333333
20260824,5,0.45,8.46887989201174,0.75,0.0,0.25
20260824,5,0.5,7.387754168139349,0.75,0.0,0.16666666666666666
20260824,5,0.55,7.746066680161103,0.75,0.0,0.08333333333333333
20260824,6,0.25,7.505750975002926,0.75,0.0,0.5
20260824,6,0.35,8.366796641344045,0.75,0.0,0.5
20260824,6,0.45,6.393370290174194,0.75,0.0,0.3333333333333333
20260824,6,0.5,6.204099364381652,0.75,0.0,0.25
20260824,6,0.55,6.599289961293677,0.75,0.0,0.16666666666666666
20260824,7,0.25,8.552107976043558,1.0,0.0,0.3333333333333333
20260824,7,0.35,7.437153964581803,1.0,0.0,0.08333333333333333
20260824,7,0.45,5.5442830321375,1.0,0.0,0.0
20260824,7,0.5,4.534200601354138,1.0,0.0,0.08333333333333333
20260824,7,0.55,5.3025982258231625,1.0,0.0,0.08333333333333333
20260824,8,0.25,7.438921878993015,0.75,0.0,0.5
20260824,8,0.35,9.109628283714073,0.75,0.0,0.4166666666666667
20260824,8,0.45,9.475726867161317,0.75,0.0,0.25
20260824,8,0.5,8.391402779952504,0.75,0.0,0.25
20260824,8,0.55,7.246312305975359,0.75,0.0,0.16666666666666666
20260824,9,0.25,4.66263549245005,0.5,0.0,1.0
20260824,9,0.35,4.937633662444432,0.5,0.0,0.6666666666666666
20260824,9,0.45,5.447536766642646,0.5,0.0,0.5
20260824,9,0.5,5.029948418042789,0.5,0.0,0.5
20260824,9,0.55,4.949359994583803,0.5,0.0,0.3333333333333333
20260825,0,0.25,5.349221077666864,0.75,0.0,0.75
20260825,0,0.35,8.973024268501533,0.75,0.0,0.5
20260825,0,0.45,12.317604580136337,0.75,0.0,0.4166666666666667
20260825,0,0.5,11.097807317468554,0.75,0.0,0.3333333333333333
20260825,0,0.55,8.850763313228036,0.75,0.0,0.3333333333333333
20260825,1,0.25,7.234229345073375,0.75,0.0,0.4166666666666667
20260825,1,0.35,6.927169240101099,0.75,0.0,0.25
20260825,1,0.45,5.386099629361452,0.75,0.0,0.08333333333333333
20260825,1,0.5,4.640889742593275,0.75,0.0,0.08333333333333333
20260825,1,0.55,4.181769261760406,0.75,0.0,0.08333333333333333
20260825,2,0.25,7.6325869147609975,0.75,0.0,0.75
20260825,2,0.35,9.054605148060508,0.75,0.0,0.5
20260825,2,0.45,9.636044019363139,0.75,0.0,0.3333333333333333
20260825,2,0.5,8.358758582274303,0.75,0.0,0.3333333333333333
20260825,2,0.55,7.326856813182834,0.75,0.0,0.16666666666666666
20260825,3,0.25,9.365555894825992,0.75,0.0,0.75
20260825,3,0.35,9.478941096544222,0.75,0.0,0.5833333333333334
20260825,3,0.45,9.53086274799563,0.75,0.0,0.25
20260825,3,0.5,8.754763399925416,0.75,0.0,0.25
20260825,3,0.55,9.507251298124892,0.75,0.0,0.08333333333333333
20260825,4,0.25,6.621711459012608,0.75,0.0,0.5
20260825,4,0.35,8.01737425462105,0.75,0.0,0.3333333333333333
20260825,4,0.45,8.841126944508684,0.75,0.0,0.3333333333333333
20260825,4,0.5,8.063826201366496,0.75,0.0,0.3333333333333333
20260825,4,0.55,6.919811135885577,0.75,0.0,0.3333333333333333
20260825,5,0.25,3.6331783082102085,0.5,0.0,0.6666666666666666
20260825,5,0.35,4.723254901804504,0.5,0.0,0.6666666666666666
20260825,5,0.45,4.609982004278804,0.5,0.0,0.6666666666666666
20260825,5,0.5,4.3168547237823915,0.5,0.0,0.5
20260825,5,0.55,4.3540317724450555,0.5,0.0,0.4166666666666667
20260825,6,0.25,7.854724442269339,0.5,0.0,0.5
20260825,6,0.35,8.891168473887603,0.5,0.0,0.3333333333333333
20260825,6,0.45,7.282775028416245,0.5,0.0,0.25
20260825,6,0.5,7.098617100184019,0.5,0.0,0.16666666666666666
20260825,6,0.55,6.833842404608828,0.5,0.0,0.16666666666666666
20260825,7,0.25,4.298802837563219,0.5,0.0,0.6666666666666666
20260825,7,0.35,5.588338528004513,0.5,0.0,0.6666666666666666
20260825,7,0.45,5.447106576781268,0.5,0.0,0.6666666666666666
20260825,7,0.5,4.502085452362989,0.5,0.0,0.6666666666666666
20260825,7,0.55,4.586649206187637,0.5,0.0,0.4166666666666667
20260825,8,0.25,8.537100423840277,0.75,0.0,0.9166666666666666
20260825,8,0.35,9.251292553466087,0.75,0.0,0.5
20260825,8,0.45,9.12467198449741,0.75,0.0,0.4166666666666667
20260825,8,0.5,9.03931027620151,0.75,0.0,0.25
20260825,8,0.55,8.723761641092404,0.75,0.0,0.25
20260825,9,0.25,8.813158628475236,0.75,0.0,0.5833333333333334
20260825,9,0.35,8.534334221259918,0.75,0.0,0.3333333333333333
20260825,9,0.45,6.9163321942656,0.75,0.0,0.16666666666666666
20260825,9,0.5,6.84062140235941,0.75,0.0,0.16666666666666666
20260825,9,0.55,6.531988864353931,0.75,0.0,0.16666666666666666
20260826,0,0.25,6.732567903957314,0.5,0.0,0.6666666666666666
20260826,0,0.35,7.900909125688688,0.5,0.0,0.5
20260826,0,0.45,6.318511039809406,0.5,0.0,0.4166666666666667
20260826,0,0.5,6.398473988214619,0.5,0.0,0.25
20260826,0,0.55,6.432669230413035,0.5,0.0,0.25
20260826,1,0.25,4.256390298658495,0.5,0.0,0.8333333333333334
20260826,1,0.35,4.908259423765378,0.5,0.0,0.6666666666666666
20260826,1,0.45,5.223283063056529,0.5,0.0,0.5
20260826,1,0.5,4.78410264766088,0.5,0.0,0.4166666666666667
20260826,1,0.55,4.740500959661032,0.5,0.0,0.4166666666666667
20260826,2,0.25,5.302857011662619,0.75,0.0,0.75
20260826,2,0.35,9.409581984990217,0.75,0.0,0.6666666666666666
20260826,2,0.45,10.695120033679613,0.75,0.0,0.6666666666666666
20260826,2,0.5,9.14847552570841,0.75,0.0,0.5833333333333334
20260826,2,0.55,9.287270005093015,0.75,0.0,0.3333333333333333
20260826,3,0.25,4.698591136291284,0.5,0.0,0.6666666666666666
20260826,3,0.35,5.131218480479054,0.5,0.0,0.6666666666666666
20260826,3,0.45,4.461705690518043,0.5,0.0,0.5
20260826,3,0.5,4.297836016953903,0.5,0.0,0.25
20260826,3,0.55,4.467162668780942,0.5,0.0,0.25
20260826,4,0.25,7.663205081161887,0.75,0.0,0.5833333333333334
20260826,4,0.35,7.959547704232272,0.75,0.0,0.5
20260826,4,0.45,5.549216887640799,0.75,0.0,0.4166666666666667
20260826,4,0.5,4.688347227958281,0.75,0.0,0.16666666666666666
20260826,4,0.55,5.470017385644323,0.75,0.0,0.08333333333333333
20260826,5,0.25,11.703586150152187,0.75,0.0,0.6666666666666666
20260826,5,0.35,8.26095793762502,0.75,0.0,0.3333333333333333
20260826,5,0.45,7.57648594222375,0.75,0.0,0.16666666666666666
20260826,5,0.5,7.228474065130857,0.75,0.0,0.16666666666666666
20260826,5,0.55,6.705858836404262,0.75,0.0,0.16666666666666666
20260826,6,0.25,9.169208391065336,1.0,0.0,0.6666666666666666
20260826,6,0.35,8.19155681394044,1.0,0.0,0.16666666666666666
20260826,6,0.45,7.17610031293511,0.75,0.0,0.08333333333333333
20260826,6,0.5,7.1059890031445,0.75,0.0,0.08333333333333333
20260826,6,0.55,6.852242186259324,0.75,0.0,0.08333333333333333
20260826,7,0.25,8.567865317448593,0.5,0.0,0.6666666666666666
20260826,7,0.35,8.163867100445422,0.5,0.0,0.25
20260826,7,0.45,7.48733564057919,0.5,0.0,0.16666666666666666
20260826,7,0.5,6.625621635106106,0.5,0.0,0.16666666666666666
20260826,7,0.55,5.740009195294079,0.5,0.0,0.16666666666666666
20260826,8,0.25,7.659423303447266,0.75,0.0,0.5
20260826,8,0.35,8.171393990861016,0.75,0.0,0.3333333333333333
20260826,8,0.45,5.85462800696666,0.75,0.0,0.3333333333333333
20260826,8,0.5,4.745553518725215,0.75,0.0,0.16666666666666666
20260826,8,0.55,4.107616855303528,0.75,0.0,0.08333333333333333
20260826,9,0.25,7.912437640549624,0.75,0.0,0.4166666666666667
20260826,9,0.35,6.96250744777723,0.75,0.0,0.3333333333333333
20260826,9,0.45,6.113959230446704,0.75,0.0,0.16666666666666666
20260826,9,0.5,5.846340971959646,0.75,0.0,0.16666666666666666
20260826,9,0.55,5.540114585062649,0.75,0.0,0.16666666666666666
