split,seed,separation_bins,dynamic_range_db,snr_db,sample_index,pair_axis,grid_nmse_db,candan_nmse_db,local_nmse_db,candan_gain_vs_grid_db,local_gain_vs_grid_db,grid_per_component_half_bin_hit,candan_per_component_half_bin_hit,local_per_component_half_bin_hit,grid_controlled_pair_joint_hit,candan_controlled_pair_joint_hit,local_controlled_pair_joint_hit,grid_distinct_pair_recovery,candan_distinct_pair_recovery,local_distinct_pair_recovery,grid_pair_separation_error_bins,candan_pair_separation_error_bins,local_pair_separation_error_bins,grid_pair_normalized_separation_error,local_pair_normalized_separation_error,grid_strong_component_hit,candan_strong_component_hit,local_strong_component_hit,grid_weak_component_hit,candan_weak_component_hit,local_weak_component_hit,grid_all_targets_joint_hit,local_all_targets_joint_hit,minimum_candidate_margin,mean_candidate_margin,candidate_axis_correctness,boundary_saturation_rate,coarse_design_condition,refined_design_condition,q_sup,duplicate_neighborhood_rate,coarse_mean_absolute_bin_error,coarse_maximum_absolute_bin_error,theory_ratio_min,theory_ratio_mean,theory_condition_fraction,theory_any_component_condition,theory_all_components_condition,noiseless_candidate_gap_min,interference_envelope_max,noise_envelope,theory_eta,residual_reduction_fraction,harmful_local_update,gate_pass,gated_gain_vs_grid_db,gated_per_component_half_bin_hit
validation,20260820,0.25,0.0,20.0,3,0,-2.534456727253611,-35.87848001189886,-17.93734772079388,33.344023284645246,15.40289099354027,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.18519239401638873,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06841889142008636,0.07657309945513978,0.9166666666666666,0.5,1.0000000000000147,11.00883043970854,1.0,0.0,0.26343969214448215,0.4759001738813282,0.0031660071640052328,4.074023998546718,0.5,1.0,0.0,0.006115817438624438,0.9635077527564186,0.002348785434018822,0.05,0.5358666843013956,0.0,1,15.40289099354027,1.0
validation,20260820,0.25,0.0,20.0,4,1,-4.973248937121355,-21.768930656123967,-15.201638539826734,16.795681719002612,10.228389602705379,0.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.1579941085198001,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.018966108429953173,0.05541401663752622,0.9166666666666666,0.3333333333333333,1.0000000000000115,11.008830379656091,0.75,0.25,0.21428881637841032,0.592573679283845,0.021046921344071327,2.3611576192198966,0.5,1.0,0.0,0.009707341621966625,0.9947903055772747,0.0027046034275232996,0.05,0.2848711984570218,0.0,1,10.228389602705379,1.0
validation,20260820,0.25,0.0,30.0,0,0,-2.328131429738018,-6.387681870188983,-6.175513270374325,4.059550440450964,3.847381840636307,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,1.1642135623730951,0.06592571099536612,0.1085786437626935,4.656854249492381,0.434314575050774,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.014039778074877577,0.04416830360177106,0.6666666666666666,0.5833333333333334,1.0000000000000058,16.412164331347405,0.5,0.25,5.586195338165517,58.507891032438806,1.5099063899873432e-06,3.1761103064024736,0.25,1.0,0.0,5.769431597258277e-06,1.9097435933653533,0.0007826602875765492,0.05,0.3434912037831256,0.0,1,3.847381840636307,0.75
validation,20260820,0.25,0.0,30.0,1,1,-3.399220736823996,-7.473578225699465,-7.314106396855714,4.074357488875469,3.914885660031718,0.25,0.75,0.75,0.0,1.0,1.0,0.0,1.0,0.0,1.1642135623730951,0.07412010913474973,0.10857864376268975,4.656854249492381,0.434314575050759,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.03470167018968977,0.05870444085921374,0.6666666666666666,0.5,1.0000000000000082,16.428142457592497,0.25,0.25,3.744280585031744,26.369937720089894,4.5313174961723214e-07,4.475597078798912,0.25,1.0,0.0,1.7345297198486338e-06,1.913048235364538,0.0008870840142296242,0.05,0.27126669538572923,0.0,1,3.914885660031718,0.75
validation,20260820,0.25,0.0,30.0,2,2,-3.8823713722654736,-39.98184156240442,-13.437736468093046,36.099470190138945,9.555365095827572,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.14949172270495314,0.14999999999999858,3.0,0.5999999999999943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005377612514985046,0.03302497796301514,1.0,0.25,1.0000000000000024,11.013856843569025,1.0,0.0,0.20924399269856941,0.3938073631893566,0.0070989989567302285,3.1999757827427753,0.5,1.0,0.0,0.0026158600370215224,0.9424795392910398,0.00063713662194694,0.05,0.36348133623015455,0.0,1,9.555365095827572,1.0
validation,20260820,0.25,0.0,30.0,3,0,-3.5565883670788505,-11.440068441053675,-8.958953491825044,7.883480073974825,5.4023651247461935,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.79987562112089,9.951621667172054,9.81246118004934,39.19950248448356,39.24984472019736,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0036691202531576434,0.0096656150987822,0.5,0.25,1.0000000000000056,11.013856729167301,0.5,0.25,6.301001017297462,50.94840142222793,2.5741523013864536e-06,1.0303988691329773,0.25,1.0,0.0,4.949429651688003e-06,0.9859007586727379,0.0005963305507204985,0.05,0.313475579812015,0.0,1,5.4023651247461935,0.5
validation,20260820,0.25,0.0,30.0,4,1,-4.033519372376887,-12.185828976817469,-10.9666367948432,8.152309604440582,6.933117422466314,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,27.336228448267445,27.417548901897725,27.338063542046584,109.34491379306978,109.35225416818633,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.049305954776443256,0.08917036744581869,0.6666666666666666,0.25,1.0000000000000346,11.008830983546584,0.75,0.25,3.0353334469203688,26.573924714448907,4.410033653493869e-06,9.031883825123728,0.5,1.0,0.0,8.69712049937796e-06,0.9873893733099939,0.0006240033079961512,0.05,0.31452121640834146,0.0,1,6.933117422466314,0.75
validation,20260820,0.25,10.0,0.0,0,0,-2.9841494513451416,-7.731944789417595,-7.251291372842568,4.747795338072454,4.267141921497426,0.25,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.18871490612096303,0.14999999999999858,3.0,0.5999999999999943,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.011641365114659174,0.024512586513169995,0.6666666666666666,0.4166666666666667,1.0000000000000018,11.008830397576906,0.25,0.25,3.234509327823526,29.416812914558008,6.381436563392384e-08,0.220946338084261,0.0,0.0,0.0,1.2645360170280792e-07,0.9817820118006485,0.016283667517034778,0.05,0.15475657462611714,0.0,1,4.267141921497426,0.75
validation,20260820,0.25,10.0,0.0,1,1,-1.853770305751793,-21.388251065612415,-16.210274598871084,19.53448075986062,14.356504293119292,0.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.12762764200833543,0.14999999999999858,3.0,0.5999999999999943,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.013590516241325071,0.06495456151087742,0.9166666666666666,0.4166666666666667,1.0000000000000062,11.013857165332183,0.75,0.25,0.33122066973730835,0.6178658557098053,0.004885338741957824,0.413625824703657,0.25,1.0,0.0,0.0034471191053226935,0.943732016525687,0.018684478771558523,0.05,0.31391627885797313,0.0,1,14.356504293119292,1.0
validation,20260820,0.25,10.0,0.0,2,2,-3.044601156390892,-23.321438924105795,-14.22847156147615,20.276837767714902,11.183870405085258,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,26.169689627245813,26.545661282529423,26.50544337139641,104.67875850898325,106.02177348558564,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01731508578919152,0.0423348053537619,0.6666666666666666,0.4166666666666667,1.0000000000000062,11.0088303882274,0.5,0.25,3.1315698386316897,25.0584692061381,1.9809048395235345e-07,0.286894693053033,0.0,0.0,0.0,3.985054723592055e-07,0.9894263493602201,0.016440930097428582,0.05,0.22957573888180471,0.0,1,11.183870405085258,0.75
validation,20260820,0.25,10.0,0.0,3,0,-2.489599200933587,-9.096786698644996,-7.845393427721751,6.607187497711409,5.355794226788164,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.06076760737304157,0.07499999999999574,3.0,0.29999999999998295,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.013398950516975877,0.0233242726213246,0.6666666666666666,0.4166666666666667,1.0000000000000084,11.029987639637774,0.5,0.25,1.1109692360138845,6.383332051447297,5.313044617418337e-06,0.04413011159435906,0.0,0.0,0.0,1.0499778209578127e-05,0.9690654170082709,0.0190477050945957,0.05,0.19880159883690418,0.0,1,5.355794226788164,0.75
validation,20260820,0.25,10.0,0.0,4,1,-2.832230997635315,-7.678821189024983,-7.092493106008961,4.8465901913896685,4.260262108373646,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.10781979858717267,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.024961944206272704,0.044079133947392345,0.75,0.5,1.0000000000000047,11.014196851893628,0.5,0.5,3.0693892067161666,26.636107365508238,1.3762123867256358e-05,0.15287402416802198,0.0,0.0,0.0,2.7136924379366e-05,0.9696412789645342,0.01628664324853854,0.05,0.16235991871521738,0.0,1,4.260262108373646,0.75
validation,20260820,0.25,10.0,10.0,0,0,-3.013408130200817,-41.430886502198035,-15.946935663221975,38.41747837199722,12.933527533021158,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.09837744181761524,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003737763328913669,0.04073290828001995,0.9166666666666666,0.5,1.0000000000000102,11.00883042565569,1.0,0.0,0.2649064040905542,0.4986270253845415,0.0029530292135161976,1.0532380418066252,0.25,1.0,0.0,0.0010211992212859622,0.9017271969700724,0.00602961451416778,0.05,0.4320516513399811,0.0,1,12.933527533021158,1.0
validation,20260820,0.25,10.0,10.0,1,1,-5.09174156085129,-26.281023417028177,-15.131504789291219,21.189281856176887,10.039763228439929,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.135164807134504,5.011121037778245,5.102686241505283,20.540659228538015,20.41074496602113,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014660419937326027,0.05633201080127035,0.5833333333333334,0.08333333333333333,1.0000000000000067,3.342090451136557,0.25,0.25,4.109942453255256,26.782481264987027,3.870498681570546e-06,0.9018253978895092,0.25,1.0,0.0,7.728742320926765e-06,0.993284556442458,0.005132308770197781,0.05,0.2541584252920853,0.0,1,10.039763228439929,0.5
validation,20260820,0.25,10.0,10.0,2,2,-5.522275949023722,-20.918351996939244,-12.825381917107883,15.396076047915521,7.303105968084161,0.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.21464403581821143,0.15000000000000036,3.0,0.6000000000000014,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.003562232257992395,0.051372330468687694,0.9166666666666666,0.16666666666666666,1.0000000000000024,11.029987639637953,0.75,0.25,0.25886351252541545,0.5366454750924525,0.012513680403340364,0.1658914014971089,0.0,0.0,0.0,0.0019297377872784516,0.9872616949987659,0.005415116325752891,0.05,0.2076397271446824,0.0,1,7.303105968084161,1.0
validation,20260820,0.25,10.0,10.0,3,0,-2.7248710471505055,-9.56343785008809,-9.274660577293384,6.838566802937583,6.549789530142878,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.19346399245911805,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.062412508296431905,0.09152305018965141,0.75,0.5,1.0000000000000038,11.013856728228806,0.75,0.25,2.336129416736038,11.699283120047482,1.8888272793862548e-06,0.6232023015934978,0.25,1.0,0.0,3.727088308207189e-06,0.9802699660330516,0.006344413397726395,0.05,0.3780624280458526,0.0,1,6.549789530142878,0.75
validation,20260820,0.25,10.0,10.0,4,1,-2.8734160722404645,-7.643993474210644,-7.081697914710965,4.770577401970179,4.2082818424705,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.10866809042295406,0.15000000000000036,3.0,0.6000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067527803312292765,0.017263999482454866,0.3333333333333333,0.4166666666666667,1.0000000000000053,13.147450025011892,0.0,0.5,5.11651593082793,19.247447447885108,1.1561418202554931e-07,0.2425125142839015,0.0,0.0,0.0,2.8991661193713923e-07,1.2487032709811583,0.0051074936578686,0.05,0.291304657438559,0.0,1,4.2082818424705,0.25
validation,20260820,0.25,10.0,20.0,0,0,-1.909105562883123,-8.174670718093695,-7.7584427449903,6.265565155210572,5.849337182107178,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.17912758790389904,0.14999999999999858,3.0,0.5999999999999943,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.030500197120329038,0.07060117570937495,0.75,0.5,1.0000000000000058,11.013856728228738,0.5,0.5,5.741097270024649,57.0409667635891,4.6962473513286566e-07,2.8771861474468765,0.25,1.0,0.0,9.269016954263272e-07,0.9850949253087635,0.001758647431702657,0.05,0.47251178224501633,0.0,1,5.849337182107178,0.75
validation,20260820,0.25,10.0,20.0,1,1,-2.7429179360157034,-7.674275392089456,-7.137171906561632,4.931357456073752,4.394253970545929,0.25,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.23952242090349057,0.14999999999999858,3.0,0.5999999999999943,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.01182819688640474,0.04555054299689384,0.75,0.5,1.0000000000000053,11.013856728228712,0.25,0.5,4.371204471367615,38.46129239761713,2.130168141425121e-06,2.8508084536439173,0.25,1.0,0.0,4.198091242323443e-06,0.983762415927914,0.0016272255477218012,0.05,0.33522311367145724,0.0,1,4.394253970545929,0.75
validation,20260820,0.25,10.0,20.0,2,2,-4.819258505668779,-8.744374948903639,-8.409594688794717,3.9251164432348595,3.590336183125938,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.04350783709113115,0.07499999999999929,3.0,0.29999999999999716,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.06333046900798661,0.07515273927225229,0.6666666666666666,0.25,1.0000000000000067,11.013857656606302,0.5,0.5,3.2735288334452335,23.530964335128843,2.1282482279935877e-05,2.3061591495200866,0.25,1.0,0.0,4.141921006634789e-05,0.9897762275103063,0.0018706775588770669,0.05,0.1837306087997164,0.0,1,3.590336183125938,0.75
validation,20260820,0.25,10.0,20.0,3,0,-2.014052018177117,-9.089273449326305,-8.062672216470592,7.0752214311491874,6.048620198293475,0.5,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.1721597976924618,0.14999999999999858,3.0,0.5999999999999943,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.04104267557476216,0.042489434436551,0.75,0.6666666666666666,1.0000000000000053,11.01414946505043,0.5,0.5,4.1230290287054565,38.71019314792569,1.0411871767595927e-05,1.011416174029584,0.25,1.0,0.0,1.99877559064208e-05,0.9579204309066375,0.001933683347207205,0.05,0.46827839246341063,0.0,1,6.048620198293475,0.75
validation,20260820,0.25,10.0,20.0,4,1,-3.7000325274273713,-21.011434476416365,-15.558718868687489,17.311401948988994,11.858686341260118,0.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.23760565672866188,0.15000000000000568,3.0,0.6000000000000227,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.029326795521954562,0.07448798156349995,0.9166666666666666,0.25,1.000000000000008,11.008830394983839,0.75,0.25,0.2600638288401654,0.5125164623287759,0.007340909441753436,1.774920863022599,0.5,1.0,0.0,0.011132409081412997,0.9911043060370865,0.001706693668086823,0.05,0.3950823535438618,0.0,1,11.858686341260118,1.0
validation,20260820,0.25,10.0,30.0,0,0,-2.8166106529790103,-20.9904658966812,-13.647344069383898,18.173855243702192,10.830733416404888,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,31.07091952673165,30.56121117523952,30.354962832847875,124.2836781069266,121.4198513313915,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.004312027706480971,0.03887771384328796,0.75,0.5,1.0000000000000093,11.029987709333387,0.5,0.25,3.205960355906411,30.64819407602934,3.1374516870844604e-06,7.0526662670379,0.5,1.0,0.0,6.179786252502974e-06,0.9842683232848973,0.0005733362604108484,0.05,0.4789281511338799,0.0,1,10.830733416404888,0.75
validation,20260820,0.25,10.0,30.0,1,1,-3.4439644360630934,-8.316053485599607,-7.634199675822641,4.8720890495365134,4.190235239759548,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.454699910719626,11.415023278826075,11.409920668683819,45.8187996428785,45.639682674735276,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007178391463567587,0.04924093341082454,0.5833333333333334,0.5,1.00000000000001,16.428153037528777,0.25,0.5,2.865742835548834,10.806628792111297,4.929121940583613e-06,1.1869688530888807,0.25,1.0,0.0,9.61099091114571e-06,0.9913930633055823,0.0005654099680038151,0.05,0.27980307530079407,0.0,1,4.190235239759548,0.5
