method,sample_count,mean_measurement_nmse_db,mean_gain_vs_grid_db,mean_angle_bin_rmse,mean_delay_bin_rmse,mean_doppler_bin_rmse,mean_normalized_joint_bin_rmse,mean_matched_fraction_within_half_bin,median_wall_clock_ms
deterministic_cartesian_local_refinement_plus_ls,1200,-12.734643996867677,7.3046382367447675,9.917868342191962,1.1808518291286825,2.506068498366047,0.1443461541642104,0.79625,434.7896999970544
fixed_source_trained_scalar_interpolation_plus_ls,1200,-11.214526668857559,5.784520908734649,9.92422201092728,1.1787899018703296,2.5021811006253323,0.144392117993811,0.7914583333333334,433.4823500030325
grid_fft_topk_plus_ls,1200,-5.430005760122908,0.0,9.9545398993219,1.2098132896157683,2.5297194288848903,0.1465743387911451,0.7190625,20.20489999995334
tensor_nomp3d_known_order_v1,1200,-53.39015599162911,47.9601502315062,0.04699523343105436,0.0051768110820405566,0.015851695641274983,0.0007835817407419211,0.9991666666666666,3513.9876500034006
