seed,snr_db,n_targets,sample_index,method,measurement_nmse_db,angle_bin_rmse,delay_bin_rmse,doppler_bin_rmse,normalized_joint_bin_rmse,matched_fraction_within_half_bin,wall_clock_ms,gain_vs_grid_db,newton_updates,final_residual_energy
20260630,0.0,2,0,grid_fft_topk_plus_ls,-8.128744568928933,4.457529911746509,3.7785263965775666,4.977777105132871,0.28492248146365906,0.0,9.116100001847371,0.0,,
20260630,0.0,2,0,deterministic_cartesian_local_refinement_plus_ls,-10.59277586247887,4.457529911746509,3.7785263965775666,5.110877876634925,0.28721447760861657,0.5,140.39970000158064,2.4640312935499367,,
20260630,0.0,2,0,fixed_source_trained_scalar_interpolation_plus_ls,-10.496633171894501,4.457529911746509,3.7785263965775666,5.06074579114894,0.28634626381545814,0.0,136.18259999202564,2.367888602965568,,
20260630,0.0,2,0,tensor_nomp3d_known_order_v1,-39.187450368385434,0.009399049447434615,0.009367624643016959,0.0013709428851093192,0.0005916165893797849,1.0,698.2311999890953,31.0587057994565,6.0,0.24386535381382002
20260630,0.0,2,1,grid_fft_topk_plus_ls,-6.37367160074168,0.2693597488988782,0.11765362396380633,0.14735660758942065,0.008927777593923427,1.0,7.014700007857755,0.0,,
20260630,0.0,2,1,deterministic_cartesian_local_refinement_plus_ls,-15.089827987081632,0.08675205523767263,0.04693549287023762,0.07065470481895639,0.0037335863733108593,1.0,130.21540000045206,8.716156386339952,,
20260630,0.0,2,1,fixed_source_trained_scalar_interpolation_plus_ls,-18.182633486450356,0.04147210162466278,0.023505160449436728,0.07184402918552474,0.0027025434257771717,1.0,147.58299999812152,11.808961885708676,,
20260630,0.0,2,1,tensor_nomp3d_known_order_v1,-42.58747439107658,0.001247428350405897,0.0024462332271536686,0.002186132977499796,0.00016774195515860556,1.0,857.264699996449,36.2138027903349,7.0,2.8913604221281854
20260630,0.0,2,2,grid_fft_topk_plus_ls,-3.568986383577503,0.20854674598188339,0.2409888434024844,0.25808695877169147,0.017162754998123173,1.0,8.828699996229261,0.0,,
20260630,0.0,2,2,deterministic_cartesian_local_refinement_plus_ls,-13.922202929075702,0.06647199671699731,0.044471938484565314,0.07000092468635942,0.003574991887551812,1.0,157.06009999848902,10.3532165454982,,
20260630,0.0,2,2,fixed_source_trained_scalar_interpolation_plus_ls,-8.886698676782792,0.11221220971618792,0.10212100404109617,0.12393636200313535,0.007517037512963091,1.0,174.66760000388604,5.31771229320529,,
20260630,0.0,2,2,tensor_nomp3d_known_order_v1,-39.336614616241114,0.0024148292632175487,0.004902869087117589,0.0020557995114794466,0.0003136592175936378,1.0,1023.1887999980245,35.76762823266361,6.0,0.3197382003943846
20260630,0.0,2,3,grid_fft_topk_plus_ls,-3.6601847304171815,0.20905631939131755,0.26800086519467187,0.18117387918308922,0.017756308394861732,1.0,8.245499993790872,0.0,,
20260630,0.0,2,3,deterministic_cartesian_local_refinement_plus_ls,-18.50715950706078,0.017695608787448497,0.045596346945329,0.03595304715864163,0.003066371903418179,1.0,157.34669999801554,14.846974776643599,,
20260630,0.0,2,3,fixed_source_trained_scalar_interpolation_plus_ls,-10.133277630481459,0.06491645537059815,0.12416481000542974,0.08225010966373435,0.008190604424010298,1.0,149.15599999949336,6.473092900064277,,
20260630,0.0,2,3,tensor_nomp3d_known_order_v1,-42.08453163400012,0.0023417804786663144,0.0024404521741541747,0.0021159608218943855,0.00016724812990963532,1.0,918.1126000039512,38.42434690358294,5.0,4.516424132139315
20260630,0.0,2,4,grid_fft_topk_plus_ls,-8.27224096235655,0.14272182126550137,0.12403853464069309,0.20970047272507158,0.010212087633960813,1.0,7.645999998203479,0.0,,
20260630,0.0,2,4,deterministic_cartesian_local_refinement_plus_ls,-14.047887376116364,0.06304108933465455,0.07358637444333174,0.05448194959737285,0.00492883803406381,1.0,158.75709999818355,5.775646413759814,,
20260630,0.0,2,4,fixed_source_trained_scalar_interpolation_plus_ls,-14.130084148048308,0.06345650037178702,0.05627549001608145,0.10878156804234704,0.004916571857007079,1.0,146.35640000051353,5.857843185691758,,
20260630,0.0,2,4,tensor_nomp3d_known_order_v1,-41.73068539751691,0.002214611269248566,0.0016626896952347927,0.0009522847290918658,0.00010947105486591496,1.0,1066.7308999982197,33.45844443516036,7.0,2.3722749123270206
