profile,seed,snr_db,l_value,sample_index,component_index,delay_resolution_ns,spatial_resolution,gate_pass,grid_delay_error_bins,grid_projected_spatial_error_bins,candan_delay_error_bins,candan_projected_spatial_error_bins,gated_candan_delay_error_bins,gated_candan_projected_spatial_error_bins
A,20260628,0.0,4,13,0,130.20833333333334,0.25,1,1.2932992174464812,0.123046875,0.7932992174464712,0.16246234225249268,0.7932992174464712,0.16246234225249268
A,20260628,0.0,4,13,1,130.20833333333334,0.25,1,0.3091200051130727,0.0634765625,0.0364039097219191,0.01190155189649822,0.0364039097219191,0.01190155189649822
A,20260628,0.0,4,13,2,130.20833333333334,0.25,1,0.5493376172817079,0.0166015625,0.049337617281707956,0.0017240741510997637,0.049337617281707956,0.0017240741510997637
A,20260628,0.0,4,13,3,130.20833333333334,0.25,1,14.414937592518982,1.5556640625,14.3168098297685,1.8944973704330694,14.3168098297685,1.8944973704330694
A,20260628,0.0,4,14,0,130.20833333333334,0.25,1,0.5493376172817079,0.03515625,0.049337617281707956,0.03889630433734048,0.049337617281707956,0.03889630433734048
A,20260628,0.0,4,14,1,130.20833333333334,0.25,1,1.2932992174464812,0.037109375,0.7932992174464712,0.024982661050217736,0.7932992174464712,0.024982661050217736
A,20260628,0.0,4,14,2,130.20833333333334,0.25,1,0.3091200051130727,0.1982421875,0.051886734341600516,0.09968918947808003,0.051886734341600516,0.09968918947808003
A,20260628,0.0,4,14,3,130.20833333333334,0.25,1,0.5424896294716747,1.55859375,0.04248962947167463,1.326753868512979,0.04248962947167463,1.326753868512979
A,20260628,0.0,4,15,0,130.20833333333334,0.25,1,1.2932992174464812,0.0869140625,0.7932992174464712,0.1055273522372806,0.7932992174464712,0.1055273522372806
A,20260628,0.0,4,15,1,130.20833333333334,0.25,1,0.3091200051130727,0.4833984375,0.03520513660214418,0.2328107244618458,0.03520513660214418,0.2328107244618458
A,20260628,0.0,4,15,2,130.20833333333334,0.25,1,0.5493376172817079,0.033203125,0.049337617281707956,0.2073399947906811,0.049337617281707956,0.2073399947906811
A,20260628,0.0,4,15,3,130.20833333333334,0.25,1,0.5850624074810185,0.6123046875,0.33935914475129886,1.1123046875,0.33935914475129886,1.1123046875
A,20260628,0.0,4,16,0,130.20833333333334,0.25,1,0.29329921744647436,1.22265625,0.20670078255352567,0.07976923583986384,0.20670078255352567,0.07976923583986384
A,20260628,0.0,4,16,1,130.20833333333334,0.25,1,0.3091200051130727,0.2646484375,0.09538371812994484,0.03569143659786622,0.09538371812994484,0.03569143659786622
A,20260628,0.0,4,16,2,130.20833333333334,0.25,1,0.5493376172817079,0.0908203125,0.29046750974354296,0.5908203125,0.29046750974354296,0.5908203125
A,20260628,0.0,4,16,3,130.20833333333334,0.25,1,0.5850624074810185,0.6474609375,0.44950341198872223,1.1474609375,0.44950341198872223,1.1474609375
A,20260628,0.0,4,17,0,130.20833333333334,0.25,1,0.29329921744647436,0.3408203125,0.12125789247566132,0.0025085462775829015,0.12125789247566132,0.0025085462775829015
A,20260628,0.0,4,17,1,130.20833333333334,0.25,1,0.6908799948869273,0.306640625,0.19087999488692733,0.019323093649989076,0.19087999488692733,0.019323093649989076
A,20260628,0.0,4,17,2,130.20833333333334,0.25,1,0.45066238271829206,0.28125,0.1585386185876203,0.21875,0.1585386185876203,0.21875
A,20260628,0.0,4,17,3,130.20833333333334,0.25,1,0.3540479883668013,0.7080078125,0.06943321873145433,1.2080078125,0.06943321873145433,1.2080078125
A,20260628,0.0,4,18,0,130.20833333333334,0.25,1,1.2932992174464812,0.3310546875,0.20670078255352567,0.365017899936511,0.20670078255352567,0.365017899936511
A,20260628,0.0,4,18,1,130.20833333333334,0.25,1,0.5493376172817079,0.130859375,1.049337617281708,0.26174836914766386,1.049337617281708,0.26174836914766386
A,20260628,0.0,4,18,2,130.20833333333334,0.25,1,0.3091200051130727,0.388671875,0.8091200051130696,0.13665314561108044,0.8091200051130696,0.13665314561108044
A,20260628,0.0,4,18,3,130.20833333333334,0.25,1,1.4149375925189815,1.65625,0.14954313676715003,1.5181319798619848,0.14954313676715003,1.5181319798619848
A,20260628,0.0,4,19,0,130.20833333333334,0.25,1,0.5493376172817079,0.0322265625,0.19208217768640878,0.5322265625,0.19208217768640878,0.5322265625
A,20260628,0.0,4,19,1,130.20833333333334,0.25,1,1.2932992174464812,0.62890625,0.10278786075190995,0.6780162911754366,0.10278786075190995,0.6780162911754366
A,20260628,0.0,4,19,2,130.20833333333334,0.25,1,0.3091200051130727,0.3955078125,0.8091200051130696,0.5245571862611262,0.8091200051130696,0.5245571862611262
A,20260628,0.0,4,19,3,130.20833333333334,0.25,1,0.5850624074810185,1.376953125,0.08506240748101843,1.5698956823901007,0.08506240748101843,1.5698956823901007
A,20260628,0.0,4,20,0,130.20833333333334,0.25,1,0.29329921744647436,0.0556640625,0.20670078255352567,0.14217412494887194,0.20670078255352567,0.14217412494887194
A,20260628,0.0,4,20,1,130.20833333333334,0.25,1,0.3091200051130727,0.7626953125,0.0007619183229863101,0.1682178065803548,0.0007619183229863101,0.1682178065803548
A,20260628,0.0,4,20,2,130.20833333333334,0.25,1,0.5493376172817079,0.2841796875,0.09956328685701263,0.2158203125,0.09956328685701263,0.2158203125
A,20260628,0.0,4,20,3,130.20833333333334,0.25,1,0.5424896294716747,1.6513671875,0.326500391415685,1.5142327031603156,0.326500391415685,1.5142327031603156
A,20260628,0.0,4,21,0,130.20833333333334,0.25,1,1.2932992174464812,0.3984375,0.03883146121622616,0.30642239852552855,0.03883146121622616,0.30642239852552855
A,20260628,0.0,4,21,1,130.20833333333334,0.25,1,0.3091200051130727,0.2109375,0.8091200051130696,0.26386138062640185,0.8091200051130696,0.26386138062640185
