snr_db,angle_rmse_bin,delay_rmse_bin,doppler_rmse_bin,gain_re_rmse,gain_im_rmse,angle_crlb_std_bin,delay_crlb_std_bin,doppler_crlb_std_bin,gain_re_crlb_std,gain_im_crlb_std,mean_rmse_crlb_ratio,max_rmse_crlb_ratio
10.0,0.000448899889858115,0.0003811094914122217,0.0002850341110193604,0.0011078047576300605,0.001930960116552907,0.0004815806688229908,0.0004825092950051855,0.0004818012839194604,0.0012240327415921032,0.002431883067290971,0.8025304068612359,0.9321385157656984
20.0,0.00011737877908162331,0.00011850925889759309,0.00012719189352174265,0.00029883733257384096,0.0005847598259707006,0.0001522891790587891,0.00015258283644184917,0.00015235894367789514,0.0003870731394051364,0.0007690289495835994,0.7829397348092911,0.8348173756746528
30.0,4.52155332255838e-05,7.241853660810793e-05,4.216370213529288e-05,8.564382858602631e-05,0.0002477836096397301,4.815806688229909e-05,4.825092950051853e-05,4.8180128391946044e-05,0.00012240327415921008,0.00024318830672909728,1.0066960113952728,1.5008733999068284
