snr_db,rmse_ns,sqrt_crlb_ns,rmse_to_crlb_ratio,bias_ns,std_error_ns,avg_runtime_s
0,0.11727365345328,0.114863691961389,1.02098105546443,-0.0092321884840767,0.117523397135126,0.00833795833333333
5,0.0634896225325432,0.0645926007538236,0.982924077860186,0.00772898211230537,0.0633482206341656,0.00819120208333333
10,0.0365751614379513,0.0363230887053963,1.00693973837411,0.00297788934679026,0.0366450919364662,0.008105721875
15,0.0208311323536073,0.0204259738375992,1.01983545652361,0.000361520387003965,0.0209373291167903,0.008285459375
20,0.0129229565776308,0.0114863691961389,1.12506888442823,-8.94479668909468e-05,0.0129904828943836,0.00843519479166667
25,0.00577434014407227,0.00645926007538236,0.893963097426519,-0.000840461979496371,0.0057428365126108,0.00875521354166667
30,0.00381376652707583,0.00363230887053963,1.04995656013946,-0.000617534484635277,0.00378319380974622,0.00841743229166667
