seed,alpha,mean_test_gain_vs_grid_db,min_test_gain_vs_grid_db,mean_train_improvement_db
20260624.0,0.642060684079871,5.7668152405526,4.4735233868254545,1.1278844166937745
20260625.0,0.6419424654343876,6.0857001148653245,5.499069829613089,1.201744022881634
20260626.0,0.6415360764263726,5.742842258429941,4.949263617640923,1.121774607021635
20260627.0,0.6419755844026449,6.447123320561914,5.941637465350102,1.3096195920995335
20260628.0,0.6420829754115103,6.82035774429428,6.151771986691901,1.2369561195274557
