seed,delay_alpha,angle_alpha,mean_gain_vs_grid_db,min_gain_vs_grid_db,train_improvement_db
20260624.0,0.6400798140792959,0.6413132123008031,4.018519201480987,1.1065471494809982,0.7554241024759261
