seed,angle_alpha,delay_alpha,doppler_alpha,mean_gain_vs_grid_db,mean_gain_vs_shared_db,train_improvement_db
20260624.0,0.6415223430085647,0.6422232853949215,0.6422192867799292,5.766723411556337,0.0013521765999850999,1.1279003523734286
