seed,l_value,angle_alpha,delay_alpha,doppler_alpha,grid_nmse_db,shared_alpha_nmse_db,axiswise_nmse_db,axiswise_gain_vs_grid_db,axiswise_gain_vs_shared_db,axiswise_gap_vs_full_refine_db
20260624.0,2.0,0.6415223430085647,0.6422232853949215,0.6422192867799292,-4.416619683696401,-11.574279016275815,-11.576809517402419,7.160189833706018,0.0025305011266034683,2.141668171804181
20260624.0,4.0,0.6415223430085647,0.6422232853949215,0.6422192867799292,-6.615127191628086,-11.087923145424867,-11.088362103564151,4.473234911936065,0.0004389581392842956,0.3942119473802972
20260624.0,8.0,0.6415223430085647,0.6422232853949215,0.6422192867799292,-5.5948001424336695,-11.260458560926532,-11.2615456314606,5.66674548902693,0.0010870705340675357,1.7450645462662582
