profile,seed,snr_db,l_value,n_samples,mean_channel_nmse_db,mean_support_recall,mean_dominant_energy_recall,mean_topk_energy_efficiency,mean_clean_topk_energy_fraction,mean_effective_support_95,mean_effective_support_99,mean_delay_support_recall,mean_angle_support_recall,mean_delay_bin_rmse,mean_angle_bin_rmse,mean_physical_delay_rmse_ns,mean_projected_broadside_angle_rmse_deg,mean_matched_physical_paths,mean_clean_grid_physical_delay_rmse_ns,mean_clean_grid_projected_broadside_angle_rmse_deg,mean_physical_delay_rmse_gap_vs_clean_grid_ns,mean_projected_angle_rmse_gap_vs_clean_grid_deg
A,20260630.0,0.0,16.0,50.0,-9.808574731346614,0.86125,0.9000729968641736,0.9942098093202041,0.9053285956545561,34.14,156.36,0.8975,0.8975,1.885502970173251,0.7398049668132333,239.24588208352253,29.3742306896963,16.0,171.44538414606075,28.307613431786606,67.80049793746178,1.0666172579096895
A,20260630.0,10.0,4.0,50.0,-5.967612550682784,0.99,0.7325885298159891,0.9999347272771391,0.732643961380675,34.14,156.36,0.99,0.995,0.02,0.01,46.269116389286516,23.69961423469549,4.0,45.59132435308586,23.695299109186376,0.6777920362006611,0.004315125509111368
A,20260630.0,10.0,8.0,50.0,-8.295383544398799,0.9775,0.8442856579867943,0.9997305469519168,0.8445138320989153,34.14,156.36,0.98,0.9825,0.09318874184138107,0.060531719961377795,71.65956943655333,38.2605836311084,8.0,70.30012426003533,38.09369894046981,1.3594451765180011,0.16688469063860153
A,20260630.0,10.0,16.0,50.0,-10.461704452948538,0.95625,0.9048572286286033,0.9994739859945564,0.9053285956545561,34.14,156.36,0.9675,0.965,0.2192228245925885,0.25833559100080733,174.03604280110264,28.24850153508963,16.0,171.44538414606075,28.307613431786606,2.5906586550418673,-0.05911189669698153
A,20260630.0,20.0,4.0,50.0,-5.971768050386488,0.99,0.7326262602083362,0.9999683184449271,0.732643961380675,34.14,156.36,0.995,0.995,0.01,0.02,45.70877637910351,23.69348478580054,4.0,45.59132435308586,23.695299109186376,0.1174520260176584,-0.0018143233858371843
A,20260630.0,20.0,8.0,50.0,-8.311599387871087,0.995,0.8444925697625842,0.9999739392987809,0.8445138320989153,34.14,156.36,0.9975,0.995,0.01,0.017071067811865473,70.01282254598725,38.184405188479644,8.0,70.30012426003533,38.09369894046981,-0.2873017140480769,0.09070624800983197
A,20260630.0,20.0,16.0,50.0,-10.520536992992591,0.99,0.9052989286697116,0.9999675972190317,0.9053285956545561,34.14,156.36,0.99,0.99,0.060372338001087406,0.08032820622898856,172.71192479636338,28.670960891000842,16.0,171.44538414606075,28.307613431786606,1.2665406503026153,0.3633474592142335
A,20260630.0,30.0,4.0,50.0,-5.972312532047836,1.0,0.732643961380675,1.0,0.732643961380675,34.14,156.36,1.0,1.0,0.0,0.0,45.59132435308586,23.695299109186376,4.0,45.59132435308586,23.695299109186376,0.0,0.0
A,20260630.0,30.0,8.0,50.0,-8.313192079269955,0.9975,0.8445122673396135,0.9999982651011174,0.8445138320989153,34.14,156.36,0.9975,0.9975,0.01224744871391589,0.007071067811865475,70.65655176822182,38.03619123687136,8.0,70.30012426003533,38.09369894046981,0.35642750818648705,-0.057507703598439264
A,20260630.0,30.0,16.0,50.0,-10.525881818931444,0.99875,0.905327002226935,0.9999983222550562,0.9053285956545561,34.14,156.36,0.99875,0.99875,0.007071067811865475,0.026457513110645908,171.22609516926684,28.515313248669084,16.0,171.44538414606075,28.307613431786606,-0.21928897679391496,0.20769981688247377
C,20260626.0,0.0,4.0,50.0,-5.8605171530725935,0.96,0.7214284983723452,0.9985600547751267,0.7223728281786508,24.82,90.32,0.97,0.96,0.0723606797749979,0.21533575639918573,22.269039545821993,10.255368344777686,4.0,22.760923401734434,10.46796138657721,-0.49188385591244077,-0.2125930417995241
