n_targets,alpha,train_start_nmse_db,train_end_nmse_db,test_grid_nmse_db,test_torch_nmse_db,test_full_refine_nmse_db,test_gain_vs_grid_db,test_gap_vs_full_refine_db
2.0,0.7332582323248867,-8.453322619426707,-10.603697864328712,-5.335026363366367,-12.902783873914773,-10.80074901178134,7.567757510548406,-2.102034862133433
4.0,0.7340563063206008,-8.170964288288815,-10.36972110995938,-4.442117006794305,-13.065095049241645,-15.67305745294283,8.62297804244734,2.607962403701185
