protocol,profile,scene_count,threshold,ungated_gain_db,gated_gain_db,paired_increment_db,paired_increment_ci95_low_db,paired_increment_ci95_high_db,median_scene_increment_db,p05_scene_increment_db,pass_rate,beneficial_count,harmful_count,beneficial_retention,harmful_rejection,false_accept_count,false_reject_count,false_accept_rate_all,false_reject_rate_all,false_accept_clean_loss_mean_db,false_accept_clean_loss_max_db,stage1_ls_skip_rate,fit_profile
leave_one_profile_out,A,1800,-0.007701853619611549,10.161705569209781,10.157470450601757,-0.004235118608023868,-0.0072410216627268485,-0.001229215553320887,0.0,0.0,0.9966666666666667,1800,0,0.9966666666666667,nan,0,6,0.0,0.0033333333333333335,0.0,0.0,0.0,C
single_profile_calibration_zero_shot_d,D,3000,-0.007701853619611549,0.28419982108017355,0.3363248178673674,0.05212499678719388,-0.0031221431317834877,0.10737213670617124,0.0,0.0,0.919,1667,1333,0.9340131973605279,0.09977494373593399,1200,110,0.4,0.03666666666666667,1.2004005527989388,9.936517450930374,0.0,C
leave_one_profile_out,C,1800,-0.02645300403637607,4.790525892519224,4.810945160775281,0.02041926825605805,-0.023244210309324848,0.06408274682144095,0.0,0.0,0.9877777777777778,1720,80,0.9994186046511628,0.2625,59,1,0.03277777777777778,0.0005555555555555556,0.8831406744936637,2.544466802779578,0.0,A
single_profile_calibration_zero_shot_d,D,3000,-0.02645300403637607,0.28419982108017355,0.2846544178582575,0.00045459677808401127,-0.0005412152006742507,0.0014504087568422734,0.0,0.0,0.9976666666666667,1667,1333,0.9988002399520096,0.0037509377344336083,1328,2,0.44266666666666665,0.0006666666666666666,1.2351406718746134,11.88845021965368,0.0,A
