method,sample_count,mean_measurement_nmse_db,measurement_nmse_ci95_low_db,measurement_nmse_ci95_high_db,mean_gain_vs_grid_db,harmful_update_rate,mean_all_axis_half_bin_hit,half_bin_hit_ci95_low,half_bin_hit_ci95_high,mean_angle_bin_rmse,mean_delay_bin_rmse,mean_doppler_bin_rmse,median_wall_clock_ms,work_contract
grid_fft_topL_joint_ls,1200,-5.430005760122908,-5.527407904567842,-5.332603615677974,0.0,0.0,0.7190624999999999,0.6971862534516917,0.7409387465483082,9.9545398993219,1.2098132896157683,2.5297194288848903,8.916999999200925,one 3-D FFT; 0 local scores; one joint LS
axiswise_quadratic_peak_joint_ls,1200,-6.039476897573163,-6.134260392564366,-5.94469340258196,0.6094711374502544,0.0,0.719375,0.6968915930455271,0.7418584069544729,9.946608370796561,1.2047160096284,2.523332646701558,10.58889998239465,one 3-D FFT; 3DL power samples; one joint LS
axiswise_candan_joint_ls,1200,-29.69033286730185,-30.326415323967467,-29.054250410636236,24.26032710717894,0.0,0.7959375000000001,0.7792518880643386,0.8126231119356615,9.904015541463693,1.1575974863915188,2.4857314547535494,10.517200047615916,one 3-D FFT; 3DL complex samples; one joint LS
one_step_fixed_support_newton_joint_ls,1200,-7.7134216778785,-7.851182132286364,-7.575661223470637,2.2834159177555913,0.005833333333333334,0.7169791666666667,0.693758223707413,0.7402001096259204,9.925193759948636,1.195111998448842,2.5300901385530974,37.68030001083389,one 3-D FFT; L gradient/Hessian evaluations; <=5L trial scores; one joint LS
cartesian_local_joint_ls,1200,-12.734643996867675,-12.814428116163128,-12.654859877572221,7.3046382367447675,0.0,0.79625,0.7792293769307698,0.8132706230692303,9.917868342191962,1.1808518291286825,2.506068498366047,10.197299969149753,one 3-D FFT; 125L full-observation scores; one joint LS
residual_gated_cartesian_local_joint_ls,1200,-12.730151507400112,-12.810227339107984,-12.650075675692241,7.300145747277203,0.0,0.79625,0.7792293769307698,0.8132706230692303,9.918000589343391,1.1810668840836804,2.50600749524398,18.74314999440685,one 3-D FFT; 125L scores; grid and local joint LS; one residual comparison
