split,seed,snr_db,n_targets,sample_index,method,measurement_nmse_db,angle_bin_rmse,delay_bin_rmse,doppler_bin_rmse,normalized_joint_bin_rmse,matched_fraction_within_half_bin,wall_clock_ms,fft_support_ms,final_ls_ms,local_update_ms,accepted_newton_updates,derivative_evaluations,trial_score_evaluations,gate_pass,residual_reduction_fraction,grid_ls_ms,gate_decision_ms
test,20260630,0.0,2,14,one_step_fixed_support_newton_joint_ls,-7.545750024653545,0.15713633310084352,0.13102010264155714,0.07609446488567445,0.008614955426569813,1.0,18.47710006404668,1.7179000424221158,3.952800005208701,12.806400016415864,2,2,2,,,,
test,20260630,0.0,2,14,cartesian_local_joint_ls,-13.329331261304178,0.061066316964786545,0.03915631423969429,0.10254232709689111,0.004060199476935116,1.0,6.3176000257954,1.7179000424221158,3.914100001566112,0.6855999818071723,,,,,,,
test,20260630,0.0,2,15,grid_fft_topL_joint_ls,-5.200427963208493,34.07464963669076,0.5066590153537668,1.4913090000725457,0.2721055509645636,0.0,5.7672999682836235,1.6804999904707074,4.086799977812916,,,,,,,,
test,20260630,0.0,2,15,axiswise_quadratic_peak_joint_ls,-5.552523388468251,34.07220921026454,0.506752002640239,1.5124782673982446,0.272201664218362,0.0,7.247900008223951,1.6804999904707074,3.8930000155232847,1.6744000022299588,,,,,,,
test,20260630,0.0,2,15,axiswise_candan_joint_ls,-8.28262819753516,33.975296893963616,0.4834597404933986,1.6173631314442083,0.2718855003741444,0.5,7.199399988166988,1.6804999904707074,3.9278999902307987,1.5910000074654818,,,,,,,
test,20260630,0.0,2,15,one_step_fixed_support_newton_joint_ls,-6.509945034620197,33.9021652887164,0.46606405474973583,1.7939476183667284,0.27229118930184687,0.0,20.525599946267903,1.6804999904707074,4.170399974100292,14.674699981696904,1,2,6,,,,
test,20260630,0.0,2,15,cartesian_local_joint_ls,-7.695350843107204,33.91544846228986,0.5066590153537668,1.573432777342284,0.27134216268225625,0.5,6.3646999769844115,1.6804999904707074,3.8716999697498977,0.8125000167638063,,,,,,,
test,20260630,0.0,2,16,grid_fft_topL_joint_ls,-3.7220176579239324,8.662638514995422,2.1171357698298263,7.7161250005697,0.2832528031834984,0.0,5.701299989596009,1.6540999640710652,4.047200025524944,,,,,,,,
test,20260630,0.0,2,16,axiswise_quadratic_peak_joint_ls,-4.420880765871419,8.701526130751223,2.1274823906660907,7.703700402581274,0.283298115527776,0.0,7.209199946373701,1.6540999640710652,3.916400019079447,1.6386999632231891,,,,,,,
test,20260630,0.0,2,16,axiswise_candan_joint_ls,-18.568220129684292,8.885277978958037,2.2772804396761064,7.542211668620099,0.28395099220176667,0.5,7.372199965175241,1.6540999640710652,4.156400042120367,1.5616999589838088,,,,,,,
test,20260630,0.0,2,16,one_step_fixed_support_newton_joint_ls,-3.7220176579239324,8.662638514995422,2.1171357698298263,7.7161250005697,0.2832528031834984,0.0,22.456999984569848,1.6540999640710652,4.011600045487285,16.791299975011498,0,2,10,,,,
test,20260630,0.0,2,16,cartesian_local_joint_ls,-17.828075387074357,8.810191865931802,2.2697051788760945,7.5551244266304645,0.2839064977341282,0.5,6.300300010479987,1.6540999640710652,3.9595000562258065,0.686699990183115,,,,,,,
test,20260630,0.0,2,17,grid_fft_topL_joint_ls,-5.711457893817849,0.2772378890327709,0.12600586707625472,0.08645955142720382,0.008603061496783517,1.0,5.772700009401888,1.7281000036746264,4.044600005727261,,,,,,,,
test,20260630,0.0,2,17,axiswise_quadratic_peak_joint_ls,-6.336960357492387,0.248286381916739,0.12220851680944887,0.0854938605183921,0.008321058181064907,1.0,7.242200023029,1.7281000036746264,3.9166000206023455,1.5974999987520278,,,,,,,
test,20260630,0.0,2,17,axiswise_candan_joint_ls,-38.308481802534565,0.0035826571870001705,0.0022411791630780552,0.002752219498969861,0.00016673701829107216,1.0,7.33400002354756,1.7281000036746264,3.9918000111356378,1.6141000087372959,,,,,,,
test,20260630,0.0,2,17,one_step_fixed_support_newton_joint_ls,-10.035853112920709,0.14691276070226847,0.07442842325754058,0.06637176278213729,0.005220951220166191,1.0,18.52009998401627,1.7281000036746264,3.9958999841473997,12.796099996194243,2,2,2,,,,
test,20260630,0.0,2,17,cartesian_local_joint_ls,-13.68172373457368,0.06128208425794417,0.045460253847487295,0.08645955142720382,0.003949944510858344,1.0,6.001400004606694,1.7281000036746264,3.3753999741747975,0.8979000267572701,,,,,,,
test,20260630,0.0,2,18,grid_fft_topL_joint_ls,-7.288515333888434,0.15837562990997378,0.1904981711884359,0.2541403460622155,0.014365255049841121,1.0,5.628200015053153,1.6795999836176634,3.9486000314354897,,,,,,,,
test,20260630,0.0,2,18,axiswise_quadratic_peak_joint_ls,-7.859379552718748,0.14797711652259238,0.17436716108276323,0.2183443452838015,0.012909633986677467,1.0,7.247300003655255,1.6795999836176634,3.951599996071309,1.6161000239662826,,,,,,,
test,20260630,0.0,2,18,axiswise_candan_joint_ls,-34.817914546356334,0.0026896324924805455,0.009444642184541965,0.00847193064332306,0.0006472830879776389,1.0,7.28939997497946,1.6795999836176634,4.017399973236024,1.5924000181257725,,,,,,,
test,20260630,0.0,2,18,one_step_fixed_support_newton_joint_ls,-8.955293514333235,0.15690799996044313,0.18053776286128304,0.2377000821927847,0.013564646355166457,1.0,20.37949993973598,1.6795999836176634,3.974999999627471,14.724899956490844,1,2,6,,,,
test,20260630,0.0,2,18,cartesian_local_joint_ls,-12.687930625475698,0.021656613747714406,0.06540822463781303,0.10380126398081815,0.005221365256252032,1.0,6.242399977054447,1.6795999836176634,3.8426999817602336,0.7201000116765499,,,,,,,
test,20260630,0.0,2,19,grid_fft_topL_joint_ls,-8.336106027573171,0.12241381859654406,0.09787024403255189,0.17114951417331029,0.008181478362107648,1.0,5.704799958039075,1.7538999672979116,3.9508999907411635,,,,,,,,
test,20260630,0.0,2,19,axiswise_quadratic_peak_joint_ls,-8.535539672015709,0.12016606269603658,0.09648652466561124,0.16504832129360933,0.007990597428214351,1.0,7.428399927448481,1.7538999672979116,3.9955999818630517,1.678899978287518,,,,,,,
test,20260630,0.0,2,19,axiswise_candan_joint_ls,-41.05427114946541,0.003299323437749125,0.0012301115622396356,0.003117205786294859,0.00012674568410972475,1.0,7.242299965582788,1.7538999672979116,3.8668999914079905,1.621500006876886,,,,,,,
test,20260630,0.0,2,19,one_step_fixed_support_newton_joint_ls,-11.431449510197584,0.09511206131290519,0.08408485750700291,0.12316611691730864,0.006556272299274625,1.0,18.81929993396625,1.7538999672979116,3.9239999605342746,13.141400006134063,2,2,2,,,,
test,20260630,0.0,2,19,cartesian_local_joint_ls,-12.74622025185616,0.07856546774086813,0.08303724034350868,0.059379510401472595,0.00554565943424317,1.0,6.4640999189578,1.7538999672979116,3.9866999723017216,0.7234999793581665,,,,,,,
test,20260630,0.0,4,0,grid_fft_topL_joint_ls,-4.458866300654679,12.473472245497163,3.383148388318567,3.448667234915925,0.25655526240726256,0.5,8.792600012384355,1.649299985729158,7.143300026655197,,,,,,,,
test,20260630,0.0,4,0,axiswise_quadratic_peak_joint_ls,-5.061040266912804,12.47425062983349,3.37862801380324,3.467125437672248,0.2565678304707979,0.5,10.342499997932464,1.649299985729158,7.079700008034706,1.6135000041685998,,,,,,,
test,20260630,0.0,4,0,axiswise_candan_joint_ls,-12.395544250979825,12.532960838949107,3.2818517102950624,3.582248569632898,0.2533600406058516,0.75,10.619299951940775,1.649299985729158,7.367399986833334,1.602599979378283,,,,,,,
test,20260630,0.0,4,0,one_step_fixed_support_newton_joint_ls,-6.3484351570429745,12.576511486537994,3.229566303729484,3.6714730811858445,0.25211149082975026,0.5,37.895700021181256,1.649299985729158,7.059800031129271,29.186600004322827,2,4,13,,,,
test,20260630,0.0,4,0,cartesian_local_joint_ls,-9.93549108756184,12.584738279484032,3.264749353549707,3.5445626834463178,0.25213300086963397,0.75,10.131299961358309,1.649299985729158,7.180399959906936,1.3016000157222152,,,,,,,
test,20260630,0.0,4,1,grid_fft_topL_joint_ls,-5.668766012939931,26.94614665241268,0.23602160925935003,6.926575211206159,0.30230429356557603,0.25,8.799700008239597,1.6813999973237514,7.118300010915846,,,,,,,,
test,20260630,0.0,4,1,axiswise_quadratic_peak_joint_ls,-6.117999225372753,26.949184303505998,0.2286884626535045,6.923854816020486,0.3022379378459839,0.25,10.637300089001656,1.6813999973237514,7.259800040628761,1.696100051049143,,,,,,,
test,20260630,0.0,4,1,axiswise_candan_joint_ls,-12.336811356950081,27.029010513130693,0.1234891750702863,6.848810948253564,0.30076022295461236,0.5,10.487199993804097,1.6813999973237514,7.216099998913705,1.5896999975666404,,,,,,,
test,20260630,0.0,4,1,one_step_fixed_support_newton_joint_ls,-7.1112580472092475,27.089626533598484,0.394802258108052,6.7959536750193505,0.30083534944182055,0.0,37.5480999937281,1.6813999973237514,7.299299992155284,28.567400004249066,2,4,12,,,,
test,20260630,0.0,4,1,cartesian_local_joint_ls,-11.43132558525209,27.050279554027224,0.10057618857157498,6.823178685494869,0.30027425801966207,0.5,10.038900014478713,1.6813999973237514,7.09250004729256,1.2649999698624015,,,,,,,
test,20260630,0.0,4,2,grid_fft_topL_joint_ls,-4.964790248205343,26.15215411965882,0.8687831136821512,7.427766243631013,0.31396033099210247,0.75,9.01870004599914,1.6849000239744782,7.333800022024661,,,,,,,,
test,20260630,0.0,4,2,axiswise_quadratic_peak_joint_ls,-5.444461447229423,26.1509097006391,0.8671064492187834,7.427231202738449,0.31392353517884686,0.75,10.85730001796037,1.6849000239744782,7.406799995806068,1.7655999981798232,,,,,,,
test,20260630,0.0,4,2,axiswise_candan_joint_ls,-14.992000949162598,26.094383574071543,0.8048926992223604,7.674521679311738,0.31876071583886334,0.75,10.441200050991029,1.6849000239744782,7.146399992052466,1.6099000349640846,,,,,,,
test,20260630,0.0,4,2,one_step_fixed_support_newton_joint_ls,-5.587571793475197,26.15196698526006,0.866710364543276,7.426574692946038,0.3139094701315932,0.75,37.848300009500235,1.6849000239744782,7.355100009590387,28.80829997593537,2,4,12,,,,
